original,correction
තිබ්බලු,තිබ්බ ලු
තිබ්බාලු,තිබ්බා ලු
තියනවලු,තියනව ලු
තියෙනවලු,තියෙනව ලු
තියෙනවාලු,තියෙනවා ලු
තියෙලු,තියෙ ලු
දන්නවාලු,දන්නවා ලු
දන්නැහැලු,දන්නැහැ ලු
දඹුලු,දඹුලු
දලු,දලු
දාමුලු,දාමුලු
දැකලු,දැකලු
දැක්කලු,දැක්ක ලු
දැම්මලු,දැම්ම ලු
දිව්වලු,දිව්ව ලු
දුන්නලු,දුන්න ලු
දෙකක්ලු,දෙකක් ලු
දෙනවලු,දෙනව ලු
දෙමලු,දෙමලු
දේශයපාලු,දේශය පාලු
නලු,නලු
නවත්තන්නලු,නවත්තන්න ලු
නළුවොමලු,නළුවො මලු
නැතිලු,නැතිලු
නැල්ලු,නැල්ලු
නැහැලු,නැහැලු
නෑලු,නෑලු
නිබුල්ලු,නිබුල්ලු
නියාලු,නියාලු
නිලු,නිලු
නිසාලු,නිසා ලු
පටන්ගත්තලු,පටන්ගත්ත ලු
පබලු,පබලු
පලු,පලු
පාලු,පාලු
පැන්නලු,පැන්න ලු
පුලු,පුලු
පුලුවන්ලු,පුලුවන් ලු
පුළුවන්ලු,පුළුවන් ලු
පෙනහලු,පෙනහලු
පේනවලු,පේනව ලු
පොලු,පොලු
බදුලු,බදුලු
බලනවලු,බලනව ලු
බලු,බලු
බළල්ලු,බළල්ලු
බැරිලු,බැරි ලු
බැලු,බැලු
බැලුවාලු,බැලුවා ලු
බූවලු,බූවලු
බොරලු,බොරලු
බොලු,බොලු
මඩලු,මඩලු
මලාලු,මලාලු
මලු,මලු
මහලු,මහලු
මළාලු,මළාලු
මාමලු,මාමලු
මාලු,මාලු
මියුලු,මියුලු
මුලු,මුලු
මේකලු,මේක ලු
යටලු,යට ලු
යනවලු,යනව ලු
යනවාලු,යනවා ලු
යයිලු,යයි ලු
යාලු,යාළු
යුක්තයිලු,යුක්තයි ලු
යුහුසුලු,යුහුසුලු
ලියාගන්නවලු,ලියාගන්නව ලු
ලිවුවලු,ලිවුව ලු
ලු,ලු
ලොකුයිලු,ලොකුයි ලු
වගේලු,වගේ ලු
වතාවයිලු,වතාවයි ලු
වලටලු,වලට ලු
වළලු,වළලු
වළාකුලු,වළාකුළු
වැඩිමහලු,වැඩිමහලු
විතරයිලු,විතරයි ලු
විදිහටලු,විදිහට ලු
විසුලු,විසුලු
විහිලු,විහිලු
වුනාලු,වුනා ලු
වෙනවලු,වෙනව ලු
වෙලවලු,වෙලාව ලු
වෙලාලු,වෙලා ලු
වේලු,වේලු
ස්තූතියියාලු,ස්තූතියි යාලු
සැරයිලු,සැරයි ලු
සැරිසරනවලු,සැරිසරනව ලු
සැහැල්ලු,සැහැල්ලු
සිටියාලු,සිටියා ලු
සිටියේලු,සිටියේ ලු
සියයලු,සියලු
සියලු,සියලු
සුලු,සුලු
හන්දලු,හන්දලු
හැදුවලු,හැදුව ලු
හැල්ලු,හැල්ලු
හෑල්ලු,හෑල්ලු
හිටියලු,හිටිය ලු
හිතුවලු,හිතුව ලු
හින්දලු,හින්ද ලු
හිවල්ලු,හිවල්ලු
හුරුලු,හුරුලු
හෙව්වලු,හෙව්ව ලු
