original,correction
ඈඳාගන්නේ,ඈඳා ගන්නේ
ඉගැන්වෙන්නේ,ඉගැන්වෙන්නේ
ඉගිල්ලෙන්නේ,ඉගිල්ලෙන්නේ
ඉගිලුනේ,ඉගිලුනේ
ඉගිලෙන්නේ,ඉගිලෙන්නේ
ඉටුකරන්නේ,ඉටු කරන්නේ
ඉටුවන්නේ,ඉටු වන්නේ
ඉඩහරින්නේ,ඉඩහරින්නේ
ඉත්තෑපානේ,ඉත්තෑපානේ
ඉතිරිවන්නේ,ඉතිරිව න්නේ
ඉතිහාසෙනේ,ඉතිහාසෙ නේ
ඉදිවන්නේ,ඉදි වන්නේ
ඉන්නවනේ,ඉන්නව නේ
ඉන්නවානේ,ඉන්නවා නේ
ඉන්නවාලුනේ,ඉන්නවාලු නේ
ඉන්න්නේ,ඉන්නේ
ඉන්නේ,ඉන්නේ
ඉනේ,ඉණේ
ඉඳලානේ,ඉඳලා නේ
ඉඳීවීනේ,ඉඳීවී නේ
ඉපදුනේ,ඉපදුණේ
ඉපදෙන්නේ,ඉපදෙන්නේ
ඉල්ලන්නේ,ඉල්ලන්නේ
ඉල්ලීමවන්නේ,ඉල්ලීම වන්නේ
ඉවරනේ,ඉවර නේ
ඉවරයිනේ,ඉවරයි නේ
උගන්නන්නේ,උගන්නන්නේ
උගන්වන්නේ,උගන්වන්නේ
උඩුගුවනේ,උඩුගුවනේ
උදාකරන්නේ,උදා කරන්නේ
උදාවන්නේ,උදා වන්නේ
උදුනේ,උදුනේ
උනන්දුනේ,උනන්දු නේ
උනන්දුවන්නේ,උනන්දු වන්නේ
උනන්නේ,උනන්නේ
උන්නේ,උන්නේ
උනානේ,උණා නේ
උනේ,උණේ
උපදවන්නේ,උපදවන්නේ
උපද්දවන්නේ,උපද්දවන්නේ
උපදින්නේ,උපදින්නේ
උපන්දිනේ,උපන්දිනේ
උපන්නේ,උපන්නේ
උප්පැන්නේ,උප්පැන්නේ
උඹනේ,උඹ නේ
උයන්නේ,උයන්නේ
උයනේ,උයනේ
උලපනේ,උලපනේ
උහුලන්නේ,උහුලන්නේ
එකක්නේ,එකක් නේ
එකතුවන්නේ,එකතු වන්නේ
එකනේ,එක නේ
එක්කමනේ,එක්කම නේ
එක්කරන්නේ,එක් කරන්නේ
එක්වන්නේ,එක් වන්නේ
එකානේ,එකා නේ
එකියන්නේ,ඒ කියන්නේ
එනවනේ,එනව නේ
එන්නේ,එන්නේ
එරෙන්නේ,එරෙන්නේ
එලනේ,එල නේ
එලවන්නේ,එලවන්නේ
එලවාගන්නේ,එලවා ගන්නේ
එලිවෙයිනේ,එළිවෙයි නේ
එවන්නේ,එවන්නේ
එව්වනේ,එව්ව නේ
එව්වානේ,එව්වා නේ
එළනේ,එල නේ
එළඹෙන්නේ,එළඹෙන්නේ
එළවන්නේ,එළවන්නේ
එළැඹෙන්නේ,එළඹෙන්නේ
එළිපිටනේ,එළිපිට නේ
එළිවුණොත්නේ,එළිවුණොත් නේ
එළිවෙන්නේ,එළිවෙන්නේ
ඒකටනේ,ඒකට නේ
ඒකනේ,ඒක නේ
ඔනේ,ඕනේ
ඔප්පුකරන්නේ,ඔප්පු කරන්නේ
ඔබමේකියන්නේ,ඔබ මේ කියන්නේ
ඕකනේ,ඕක නේ
ඕනනේ,ඕන නේ
ඕනෑනේ,ඕනෑනේ
ඕනිනේ,ඕනි නේ
ඕනේ,ඕනේ
කඩන්නේ,කඩන්නේ
කතාකරන්නේ,කතා කරන්නේ
කතාවක්නේ,කතාවක් නේ
කන්නේ,කන්නේ
කනේ,කනේ
කපනවනේ,කපනව නේ
කපන්නේ,කපන්නේ
කපාගන්නේ,කපා ගන්නේ
කම්මැලියිනේ,කම්මැලියි නේ
කරගන්නේ,කරගන්නේ
කරනවනේ,කරනව නේ
කරනවානේ,කරනවා නේ
කරන්නනේ,කරන්න නේ
කරන්නේ,කරන්නේ
කරනේ,කරන්නේ
කරලනේ,කරල නේ
කරලානේ,කරලා නේ
කරවන්නේ,කරවන්නේ
කරුණාවනේ,කරුණාව නේ
කරුමේකියන්නේ,කරුමේ කියන්නේ
කලවානේ,කලවානේ
කලුයිනේ,කළුයි නේ
කවන්නේ,කවන්නේ
කහින්නේ,කහින්නේ
ක්‍රියාකරන්නේ,ක්‍රියා කරන්නේ
ක්‍රීඩාවක්නේ,ක්‍රීඩාවක් නේ
කාරන්නේ,කාරන්නේ
කාරනේ,කාරණේ
කාලනේ,කාල නේ
කැඩෙනවනේ,කැඩෙනව නේ
කැඩෙන්නේ,කැඩෙන්නේ
කැඳවන්නේ,කැඳවන්නේ
කැපෙන්නේ,කැපෙන්නේ
කැමැතිවෙන්නේ,කැමැති වෙන්නේ
කැරකෙන්නේ,කැරකෙන්නේ
කැරෙන්නේ,කැරෙන්නේ
කෑලිනේ,කෑලි නේ
කිමිදුනේ,කිමිදුණේ
කියනවනේ,කියනව නේ
කියනවානේ,කියනවා නේ
කියන්නේ,කියන්නේ
කියපන්නේ,කියාපන්නේ
කියලනේ,කියල නේ
කියවන්නේ,කියවන්නේ
කියවුනේ,කියවුණේ
කියවෙන්නේ,කියවෙන්නේ
කියාදෙන්නේ,කියාදෙන්නේ
කියැවෙන්නේ,කියැවෙන්නේ
කිරුළපනේ,කිරුළපනේ
කිව්වනේ,කිව්ව නේ
කිවුවනේ,කිව්ව නේ
කීවනේ,කීව නේ
කීවානේ,කීවා නේ
කුරානේ,කුරානේ
කුසගින්නේ,කුසගින්නේ
කෙනෙක්නේ,කෙනෙක් නේ
කෙරුනේ,කෙරුණේ
කෙරෙන්නේ,කෙරෙන්නේ
කෙලින්නේ,කෙළින්නේ
කෙළවන්නේ,කෙළවන්නේ
කොටන්නේ,කොටන්නේ
කොටහේනේ,කොටහේනේ
කොරන්නේ,කොරන්නේ
කොරවන්නේ,කොරවන්නේ
කොල්ලනේ,කොල්ලනේ
කොල්ලෙක්නේ,කොල්ලෙක් නේ
කොල්ලොමනේ,කොල්ලොම නේ
ගණනේ,ගණනේ
ගතකරන්නේ,ගතකරන්නේ
ගතවන්නේ,ගතවන්නේ
ගත්තානේ,ගත්තා නේ
ගනනේ,ගණනේ
ගන්නනේ,ගන්න නේ
ගන්නවානේ,ගන්නවා නේ
ගන්නේ,ගන්නේ
ගනින්නේ,ගණින්නේ
ගනේ,ගාණේ
ගමකලුනේ,ගමකලු නේ
ගමනේ,ගමනේ
ගම්තුලානේ,ගම්තුලානේ
ගම්මානේ,ගම්මානේ
ගම්‍යවන්නේ,ගම්‍ය වන්නේ
ගමේකියන්නේ,ගමේ කියන්නේ
ගයන්නේ,ගයන්නේ
ගරහන්නේ,ගරහන්නේ
ගලන්නේ,ගලන්නේ
ගලපන්නේ,ගලපන්නේ
ගලවන්නේ,ගලවන්නේ
ගහනවනේ,ගහනව නේ
ගහන්නේ,ගහන්නේ
ගළපගන්නේ,ගළපගන්නේ
ගානේ,ගාණේ
ගැටෙන්නේ,ගැටෙන්නේ
ගැනනේ,ගැන නේ
ගැනුනේ,ගැනුණේ
ගැනෙන්නේ,ගැනෙන්නේ
ගැනේ,ගැනේ
ගැලපෙන්නේ,ගැළපෙන්නේ
ගැලවෙන්නේ,ගැලවෙන්නේ
ගැවසෙන්නේ,ගැවසෙන්නේ
ගැසුනේ,ගැසුණේ
ගැසෙන්නේ,ගැසෙන්නේ
ගැහුනේ,ගැහුණේ
ගැහෙන්නේ,ගැහෙන්නේ
ගැළපෙන්නේ,ගැළපෙන්නේ
ගියානේ,ගියා නේ
ගිරිදිවයිනේ,ගිරිදිවයිනේ
ගිලෙන්නේ,ගිලෙන්නේ
ගුවනේ,ගුවනේ
ගෙතෙන්නේ,ගෙතෙන්නේ
ගෙනනේ,ගෙන නේ
ගෙන්වන්නේ,ගෙන්වන්නේ
ගෙනාවනේ,ගෙනාව නේ
ගෙනියන්නේ,ගෙනියන්නේ
ගෙනෙන්නේ,ගෙනෙන්නේ
ගෙවන්නේ,ගෙවන්නේ
ගෙවෙන්නේ,ගෙවෙන්නේ
ගේන්නේ,ගේන්නේ
ගොඩගැහෙන්නේ,ගොඩගැහෙන්නේ
ගොඩනැගෙන්නේ,ගොඩනැඟෙන්නේ
ගොඩවෙන්නේ,ගොඩවෙන්නේ
ගොන්කමනේ,ගොන්කම නේ
චරිතාපදානේ,චරිතාපදානේ
චෝදනානේ,චෝදනා නේ
ජපානේ,ජපානේ
ජයගන්නේ,ජයගන්නේ
ජාතිකයොනේ,ජාතිකයො නේ
ජාතියක්නේ,ජාතියක් නේ
ජිවත්වන්නේ,ජීවත් වන්නේ
ජීවත්වන්නේ,ජීවත් වන්නේ
ජීවත්වුනේ,ජීවත් වුණේ
ණයගන්නේ,ණය ගන්නේ
තනුවක්නේ,තනුවක් නේ
තනේ,තනේ
තබන්නේ,තබන්නේ
තර්කනේ,තර්ක නේ
තලනවනේ,තලනව නේ
තැන්නේ,තැන්නේ
තැනුනේ,තැනුණේ
තැනේ,තැනේ
තැබෙන්නේ,තැබෙන්නේ
තිගස්වන්නේ,තිගස්වන්නේ
තිබුණනේ,තිබුණ නේ
තිබුණානේ,තිබුණා නේ
තිබුනනේ,තිබුණ නේ
තිබුනේ,තිබුණේ
තිබෙන්නේ,තිබෙන්නේ
තියනවනේ,තියනව නේ
තියන්නේ,තියන්නේ
තියෙනනේ,තියෙන්නේ
තියෙනවනේ,තියෙනව නේ
තියෙනවානේ,තියෙනවා නේ
තියෙන්නේ,තියෙන්නේ
තියෙනේ,තියෙන්නේ
තුන්නානේ,තුන්නානේ
තුනේ,තුනේ
තෙරුනේ,තේරුණේ
තේරුනේ,තේරුණේ
තේරෙනවානේ,තේරෙනවා නේ
තේරෙන්නේ,තේරෙන්නේ
තෝරන්නේ,තෝරන්නේ
දක්වන්නේ,දක්වන්නේ
දකින්නේ,දකින්නේ
දගලන්නේ,දඟලන්නේ
දනන්වනේ,දන්නව නේ
දනවන්නේ,දනවන්නේ
දන්නවනේ,දන්නව නේ
දන්නවානේ,දන්නවා නේ
දන්නෑනේ,දන්නෑ නේ
දන්නේ,දන්නේ
දමන්නේ,දමන්නේ
දරන්නේ,දරන්නේ
දරුවනේ,දරුවනේ
දල්වන්නේ,දල්වන්නේ
දහමේකියැවෙන්නේ,දහමේ කියැවෙන්නේ
ද්‍රෝහීවුනේ,ද්‍රෝහි වුණේ
දාගන්නේ,දාගන්නේ
දාන්නනේ,දාන්න නේ
දාන්නේ,දාන්නේ
දානේ,දානේ
දාලනේ,දාල නේ
දැක්කනේ,දැක්ක නේ
දැක්කමලුනේ,දැක්කමලු නේ
දැක්වුනේ,දැක්වුණේ
දැක්වෙන්නේ,දැක්වෙන්නේ
දැනගන්නවනේ,දැනගන්නව නේ
දැනගන්නේ,දැනගන්නේ
දැන්නේ,දැන් නේ
දැනුනේ,දැනුණේ
දැනුම්දුන්නේ,දැනුම් දුන්නේ
දැනුවත්වනේ,දැනුවත්ව නේ
දැනෙන්නේ,දැනෙන්නේ
දැනේ,දැනේ
දැම්මනේ,දැම්ම නේ
දැවෙන්නේ,දැවෙන්නේ
දික්කරන්නේ,දික්කරන්නේ
දිගහැරෙන්නේ,දිගහැරෙන්නේ
දිග්ගැස්සුනේ,දිග්ගැස්සුණේ
දිනන්නේ,දිනන්නේ
දින්නේ,දින්නේ
දිනේ,දිනේ
දිරවන්නේ,දිරවන්නේ
දිවයන්නේ,දිවයන්නේ
දිවයිනේ,දිවයිනේ
දිවෙන්නේ,දිවෙන්නේ
දිස්නේ,දිස්නේ
දිස්වන්නේ,දිස්වන්නේ
දිස්වෙන්නේ,දිස්වෙන්නේ
දිසානායකනේ,දිසානායක නේ
දීලානේ,දීලා නේ
දුන්නනේ,දුන්න නේ
දුන්නේ,දුන්නේ
දුවන්නේ,දුවන්නේ
දෙනවනේ,දෙනව නේ
දෙන්නනේ,දෙන්න නේ
දෙන්නේ,දෙන්නේ
දෙය්යනේ,දෙයියනේ
දෙයියනේ,දෙයියනේ
දෙශපාලනේ,දේශපාලනේ
දෙසන්නේ,දෙසන්නේ
දේයියනේ,දෙයියනේ
දේශපාලනේ,දේශපාලනේ
දොඩන්නේ,දොඩන්නේ
නගන්නේ,නඟන්නේ
නගින්නේ,නඟින්නේ
නඟින්නේ,නඟින්නේ
නටන්නේ,නටන්නේ
නතුවන්නේ,නතු වන්නේ
නම්නේ,නම් නේ
නරඹන්නේ,නරඹන්නේ
නවත්තන්නේ,නවත්තන්නේ
නවතින්නේ,නවතින්නේ
නවාතැනේ,නවාතැනේ
නාවින්නේ,නාවින්නේ
නැගෙන්නේ,නැඟෙන්නේ
නැඟුනේ,නැඟුණේ
නැත්නේ,නැත්තේ
නැතිඑකක්නේ,නැති එකක් නේ
නැතිකරගන්නේ,නැති කරගන්නේ
නැතිවෙනවනේ,නැති වෙනවනේ
නැතිවෙන්නේ,නැති වෙන්නේ
නැනේ,නෑ නේ
නැවතුනේ,නැවතුණේ
නැවැතුනේ,නැවතුණේ
නැවෙන්නේ,නැවෙන්නේ
නැහැනේ,නැහැ නේ
නෑනේ,නෑ නේ
නිකරුනේ,නිකරුණේ
නික්මෙන්නේ,නික්මෙන්නේ
නිමාවෙන්නේ,නිමා වෙන්නේ
නිවනේ,නිවනේ
නිවහනේ,නිවහනේ
නිවෙන්නේ,නිවෙන්නේ
නිස්කාරනේ,නිස්කාරණේ
නිසානේ,නිසා නේ
නුදුන්නේ,නුදුන්නේ
නුපදවන්නේ,නූපදවන්නේ
නූනේ,නූනේ
නෙමෙයිනේ,නෙමෙයි නේ
නෙමේනේ,නෙමේ නේ
නෙවෙයිනේ,නෙවෙයි නේ
නෙවෙයිලුනේ,නෙවෙයිලු නේ
නේ,නේ
නොඑන්නේ,නොඑන්නේ
නොකන්නේ,නොකන්නේ
නොකරන්නේ,නොකරන්නේ
නොකියන්නේ,නොකියන්නේ
නොකිරීමනේ,නොකිරීම නේ
නොගන්නේ,නොගන්නේ
නොගසන්නේ,නොගසන්නේ
නොගැටෙන්නේ,නොගැටෙන්නේ
නොගැනේ,නොගැනේ
නොදක්වන්නේ,නොදක්වන්නේ
නොදැනේ,නොදැනේ
නොදුන්නේ,නොදුන්නේ
නොදෙන්නේ,නොදෙන්නේ
නොනිමෙන්නේ,නොනිමෙන්නේ
නොපතන්නේ,නොපතන්නේ
නොපිළිගැනේ,නොපිළිගැනේ
නොපෙනුනේ,නොපෙනුණේ
නොපෙනෙන්නේ,නොපෙනෙන්නේ
නොපෙනේ,නොපෙනේ
නොමරුනේ,නොමැරුණේ
නොලැබෙන්නේ,නොලැබෙන්නේ
නොවන්නේ,නොවන්නේ
නොවුනේ,නොවුණේ
නොවෙන්නේ,නොවෙන්නේ
නොවෙයිනේ,නොවෙයි නේ
නොවේනේ,නොවේ නේ
නොසලකන්නේ,නොසලකන්නේ
නොසිතන්නේ,නොසිතන්නේ
පටන්ගන්නේ,පටන්ගන්නේ
පට්ටනේ,පට්ට නේ
පටුනේ,පටුනේ
පතන්නේ,පතන්නේ
පත්කරන්නේ,පත්කරන්නේ
පත්තුවෙන්නේ,පත්තු වෙන්නේ
පත්වන්නේ,පත්වන්නේ
පත්වෙන්නේ,පත්වෙන්නේ
පත්‍රයකටනේ,පත්‍රයකට නේ
පතුරවන්නේ,පතුරවන්නේ
පදවන්නේ,පදවන්නේ
පනවනවාඅනේ,පනවනවා අනේ
පනින්නේ,පනින්නේ
පනීවිනේ,පනීවි නේ
පලදෙන්නේ,පල දෙන්නේ
පලවෙන්නේ,පල වෙන්නේ
පලායන්නේ,පලා යන්නේ
පවත්නේ,පවත්නේ
පවත්වන්නේ,පවත්වන්නේ
පවතිත්නේ,පවතින්නේ
පවතින්නේ,පවතින්නේ
පවනේ,පවනේ
පවරන්නේ,පවරන්නේ
පවසන්නේ,පවසන්නේ
පවසාලන්නේ,පවසා ලන්නේ
පව්කාරකමනේ,පව්කාරකම නේ
පව්නේ,පව් නේ
පවුනේ,පව් නේ
පස්වැන්නේ,පස්වැන්නේ
පස්සෙනේ,පස්සෙ නේ
පහදන්නේ,පහදන්නේ
පහදින්නේ,පහදින්නේ
පහනේ,පහනේ
පහලවන්නේ,පහල වන්නේ
පහවයන්නේ,පහව යන්නේ
පහසුවන්නේ,පහසු වන්නේ
පළමුවැන්නේ,පළමුවැන්නේ
ප්‍රශ්නයක්මනේ,ප්‍රශ්නයක්ම නේ
ප්‍රශ්නේ,ප්‍රශ්නේ
ප්‍රස්නේ,ප්‍රශ්නේ
පාකිස්තානේ,පාකිස්තානේ
පාඩමනේ,පාඩම නේ
පාඩුවෙන්නේ,පාඩු වෙන්නේ
පාන්නේ,පාන්නේ
පානේ,පානේ
පාවෙන්නේ,පාවෙන්නේ
පැකිලෙන්නේ,පැකිලෙන්නේ
පැටලෙන්නේ,පැටලෙන්නේ
පැත්තටනේ,පැත්තට නේ
පැත්තෙනේ,පැත්තෙ නේ
පැත්තේනේ,පැත්තේ නේ
පැතිරෙන්නේ,පැතිරෙන්නේ
පැතුරුනේ,පැතුරුණේ
පැන්නේ,පැන්නේ
පැමිණෙන්නේ,පැමිණෙන්නේ
පැලෙන්නේ,පැලෙන්නේ
පැවතෙන්නේ,පැවතෙන්නේ
පැවරෙන්නේ,පැවරෙන්නේ
පැවසෙන්නේ,පැවසෙන්නේ
පැවැත්වෙන්නේ,පැවැත්වෙන්නේ
පැවැසෙන්නේ,පැවසෙන්නේ
පැහැදිලිවන්නේ,පැහැදිලි වන්නේ
පැළෑනේ,පැළෑනේ
පෑදෙන්නේ,පෑදෙන්නේ
පෑහුනේ,පෑහුණේ
පෑහෙන්නේ,පෑහෙන්නේ
පිටවන්නේ,පිටවන්නේ
පිටවෙන්නේ,පිටවෙන්නේ
පිනේ,පිනේ
පිපිරෙන්නේ,පිපිරෙන්නේ
පිපෙන්නේ,පිපෙන්නේ
පිම්බෙන්නේ,පිම්බෙන්නේ
පිඹින්නේ,පිඹින්නේ
පියනේ,පියනේ
පියමනින්නේ,පියමනින්නේ
පිරිනමන්නේ,පිරිනමන්නේ
පිරිනැමෙන්නේ,පිරිනැමෙන්නේ
පිරිවෙනේ,පිරිවෙනේ
පිරිහෙන්නේ,පිරිහෙන්නේ
පිරෙන්නේ,පිරෙන්නේ
පිලිගන්නවානේ,පිළිගන්නවා නේ
පිලිගන්නේ,පිළිගන්නේ
පිවිසෙන්නේ,පිවිසෙන්නේ
පිස්සුවක්නේ,පිස්සුවක් නේ
පිහිටන්නේ,පිහිටන්නේ
පිහිටුවන්නේ,පිහිටුවන්නේ
පිළිගන්නේ,පිළිගන්නේ
පිළිගන්වන්නේ,පිළිගන්වන්නේ
පිළිගැනෙන්නේ,පිළිගැනෙන්නේ
පිළිගැනේ,පිළිගැනේ
පිළිපදින්නේ,පිළිපදින්නේ
පිළිවෙලටනේ,පිළිවෙළට නේ
පුදන්නේ,පුදන්නේ
පුදුමයක්නේ,පුදුමයක් නේ
පුදුමේකියන්නේ,පුදුමේ කියන්නේ
පුරවලානේ,පුරවලා නේ
පුරවාගන්නේ,පුරවා ගන්නේ
පුරස්නේ,පුරස්නේ
පුලුවනිනේ,පුළුවනි නේ
පුළුන්වන්නේ,පුළුවන් නේ
පුළුවන්නේ,පුළුවන් නේ
පෙන්නන්නේ,පෙන්නන්නේ
පෙන්නුවනේ,පෙන්නුව නේ
පෙන්නේ,පේන්නේ
පෙන්වන්නේ,පෙන්වන්නේ
පෙනීයන්නේ,පෙනී යන්නේ
පෙනුනේ,පෙනුණේ
පෙනෙන්නේ,පෙනෙන්නේ
පෙනේ,පෙනේ
පෙනේනේ,පෙනේනේ
පෙම්බඳින්නේ,පෙම් බඳින්නේ
පෙරවදනේ,පෙරවදනේ
පෙලඹන්නේ,පෙළඹෙන්නේ
පෙලුනේ,පෙළුණේ
පෙළඹෙන්නේ,පෙළඹෙන්නේ
පේනකොටනේ,පේනකොට නේ
පේනවනේ,පේනව නේ
පේන්නේ,පේන්නේ
පොඩීනේ,පොඩියි නේ
පොවන්නේ,පොවන්නේ
බඩගින්නේ,බඩගින්නේ
බනින්නේ,බනින්නේ
බඳින්නේ,බඳින්නේ
බබලන්නේ,බබළන්නේ
බලන්නේ,බලන්නේ
බලපවත්වන්නේ,බලපවත්වන්නේ
බලපාන්නේ,බලපාන්නේ
බල්ලනේ,බල්ලනේ
බලාසිටින්නේ,බලා සිටින්නේ
බසින්නේ,බසින්නේ
බහින්නේ,බහින්නේ
බාන්නේ,බාන්නේ
බාරගන්නේ,බාරගන්නේ
බැටකන්නේ,බැට කන්නේ
බැඳුනේ,බැඳුණේ
බැරවන්නේ,බැර වන්නේ
බැරිඋනානේ,බැරි උණා නේ
බැලෙන්නේ,බැලෙන්නේ
බැසයන්නේ,බැසයන්නේ
බැහැනේ,බැහැ නේ
බෑනේ,බෑ නේ
බෑවෙන්නේ,බෑවෙන්නේ
බියවන්නේ,බියවන්නේ
බිලිබාගන්නේ,බිලිබාගන්නේ
බිහිකරන්නේ,බිහිකරන්නේ
බිහිවන්නේ,බිහිවන්නේ
බිහිවුනේ,බිහිවුණේ
බිහිවෙන්නේ,බිහිවෙන්නේ
බුද්ධාගමයිනේ,බුද්ධාගමයි නේ
බුදියන්නේ,බුදියන්නේ
බුදුසසුනේ,බුදුසසුනේ
බුදුහාමුදුරුවනේ,බුදුහාමුදුරුවනේ
බෙදන්නේ,බෙදන්නේ
බෙදාගෙනනේ,බෙදාගෙන නේ
බේරුනේ,බේරුණේ
බේරෙන්නේ,බේරෙන්නේ
බොන්නේ,බොන්නේ
බොයිනේ,බොයිනේ
බෝම්බයක්නේ,බෝම්බයක් නේ
භාරගන්නේ,භාරගන්නේ
මංපහරන්නේ,මංපහරන්නේ
මඟුලක්නේ,මඟුලක් නේ
මඩක්නේ,මඩක් නේ
මතකනේ,මතක නේ
මතුවන්නේ,මතුවන්නේ
මතුවෙන්නේ,මතුවෙන්නේ
මනින්නේ,මනින්නේ
මමනේ,මම නේ
මරදානේ,මරදානේ
මරන්නේ,මරන්නේ
මරාගන්නේ,මරාගන්නේ
මරුනේ,මරු නේ
මල්වානේ,මල්වානේ
මවන්නේ,මවන්නේ
මහත්තයෙක්නේ,මහත්තයෙක් නේ
මහන්සිවුනේ,මහන්සි වුණේ
මායාදුන්නේ,මායාදුන්නේ
මැනගන්නේ,මැනගන්නේ
මැන්නේ,මැන්නේ
මැරුනේ,මැරුණේ
මැරුවනේ,මැරුව නේ
මැරෙන්නේ,මැරෙන්නේ
මිදුනේ,මිදුණේ
මිදෙන්නේ,මිදෙන්නේ
මිනිසුනේ,මිනිසුනේ
මියයන්නේ,මියයන්නේ
මීගස්තැන්නේ,මීගස්තැන්නේ
මුණගැසුනේ,මුණගැසුණේ
මුණගැහෙන්නේ,මුණගැහෙන්නේ
මුදුනේ,මුදුනේ
මුනගැහෙන්නේ,මුණගැහෙන්නේ
මුනේ,මූණේ
මුසුවන්නේ,මුසුවන්නේ
මූනේ,මූණේ
මෙතනනේ,මෙතන නේ
මෙයලානේ,මෙයලා නේ
මෙහෙයවන්නේ,මෙහෙයවන්නේ
මේකනේ,මේක නේ
මේකරන්නේ,මේ කරන්නේ
මේකියන්නේ,මේ කියන්නේ
යකුනේ,යකුනේ
යනවානේ,යනවා නේ
යන්නේ,යන්නේ
යවන්නේ,යවන්නේ
යහලුවනේ,යහළුවනේ
යහළුවනේ,යහළුවනේ
යාපනේ,යාපනේ
යාලුවනේ,යාළුවනේ
යාළුවනේ,යාළුවනේ
යැපෙන්නේ,යැපෙන්නේ
යෙදන්නේ,යෙදෙන්නේ
යෙදෙන්නේ,යෙදෙන්නේ
යොදන්නේ,යොදන්නේ
යොදවන්නේ,යොදවන්නේ
යොදාගන්නේ,යොදා ගන්නේ
යොමුවුනේ,යොමු වුණේ
රංඩුවෙන්නේ,රණ්ඩු වෙන්නේ
රකින්නේ,රකින්නේ
රගපාන්නේ,රඟපාන්නේ
රඟපාන්නේ,රඟපාන්නේ
රත්තරනේ,රත්තරනේ
රස්නේ,රස්නේ
රාමායනේ,රාමායනේ
රැකෙන්නේ,රැකෙන්නේ
රැඳෙන්නේ,රැඳෙන්නේ
රැහැනේ,රැහැනේ
රෑනේ,රෑනේ
රුස්සන්නේ,රුස්සන්නේ
රේරුකානේ,රේරුකානේ
ලක්වන්නේ,ලක්වන්නේ
ලක්වුනේ,ලක්වුණේ
ලක්වෙන්නේ,ලක්වෙන්නේ
ලඟනේ,ළඟ නේ
ලතවන්නේ,ළතවන්නේ
ලබන්නේ,ලබන්නේ
ලබාගන්නේ,ලබාගන්නේ
ලබාදුන්නේ,ලබාදුන්නේ
ලබාදෙන්නේ,ලබාදෙන්නේ
ලැබුනේ,ලැබුණේ
ලැබෙන්නේ,ලැබෙන්නේ
ලැබේවිනේ,ලැබේවි නේ
