original,correction
බටුවන්තුඩාවේ,බටුවන්තුඩාවේ
බලපෑවේ,බලපෑවේ
බලපුවාවේ,බලපුවාවේ
බවේ,බවේ
බළකොටුවේ,බළකොටුවේ
බාසාවේ,බාසාවේ
බැංකුවේ,බැංකුවේ
බැබිලෝනියාවේ,බැබිලෝනියාවේ
බැරිවේ,බැරිවේ
බැලුවේ,බැලුවේ
බැලූවේ,බැලූවේ
බෑවේ,බෑවේ
බිහිවේ,බිහිවේ
බීවේ,බීවේ
බුද්ධගයාවේ,බුද්ධගයාවේ
බුද්ධප්‍රතිමාවේ,බුද්ධ ප්‍රතිමාවේ
බෙංගමුවේ,බෙංගමුවේ
බෙදුවේ,බෙදුවේ
බෙලුවේ,බෙලුවේ
බොරලැස්ගමුවේ,බොරලැස්ගමුවේ
බොලීවියාවේ,බොලීවියාවේ
බෝධිමළුවේ,බෝධි මළුවේ
බෝවේ,බෝවේ
භාවනාවේ,භාවනාවේ
භාෂාවේ,භාෂාවේ
භික්කවේ,භික්කවේ
භුමිකාවේ,භුමිකාවේ
මකුලෑවේ,මකුලෑවේ
මඩකලපුවේ,මඩකලපුවේ
මඩුවේ,මඩුවේ
මත්වේ,මත්වේ
මතුවේ,මතුවේ
මථූරාවේ,මථූරාවේ
මනෝවිද්‍යාවේ,මනෝ විද්‍යාවේ
මලුවේ,මලුවේ
මහපොළොවේ,මහපොළොවේ
මහමෙව්නාවේ,මහමෙව්නාවේ
මළුවේ,මළුවේ
මාදුළුවාවේ,මාදුළුවාවේ
මාර්තුවේ,මාර්තුවේ
මාලාවේ,මාලාවේ
මාලිගාවේ,මාලිගාවේ
මාළිගාවේ,මාළිගාවේ
මැරුවේ,මැරුවේ
මැලෙසියාවේ,මැලේසියාවේ
මැලේසියාවේ,මැලේසියාවේ
මැව්වේ,මැව්වේ
මිත්‍යාවේ,මිත්‍යාවේ
මිත්‍රතාවේ,මිත්‍රතාවේ
මිහින්තලාවේ,මිහින්තලාවේ
මීගමුවේ,මීගමුවේ
මුරුත්තෙට්ටුවේ,මුරුත්තෙට්ටුවේ
මුල්ලේරියාවේ,මුල්ලේරියාවේ
මුලාවේ,මුලාවේ
මෙක්සිකෝවේ,මෙක්සිකෝවේ
මෙසපොතේමියාවේ,මෙසපොතේමියාවේ
මේකතාවේ,මේ කතාවේ
මේකථාවේ,මේ කථාවේ
මොරටුවේ,මොරටුවේ
මොරොන්තුඩුවේ,මොරොන්තුඩුවේ
යක්කඩුවේ,යක්කඩුවේ
යායුතුවේ,යා යුතුවේ
යැව්වේ,යැව්වේ
යැවුවේ,යැවුවේ
යුතුවේ,යුතුවේ
යෙදවේ,යෙදවේ
යෙදුවේ,යෙදුවේ
යොමුවේ,යොමුවේ
රංචුවේ,රංචුවේ
රඟදැක්වේ,රඟදැක්වේ
රඟපෑවේ,රඟපෑවේ
රජමාලිගාවේ,රජමාලිගාවේ
රටාවේ,රටාවේ
රත්වේ,රත්වේ
රස්තියාදුවේ,රස්තියාදුවේ
රැකියාවේ,රැකියාවේ
රිජ්වේ,රිජ්වේ
රුසියාවේ,රුසියාවේ
රේඛාවේ,රේඛාවේ
රේගුවේ,රේගුවේ
ලංකාවේ,ලංකාවේ
ලක්වේ,ලක්වේ
ලයිස්තුවේ,ලයිස්තුවේ
ලාම්පුවේ,ලාම්පුවේ
ලැබුවේ,ලැබුවේ
ලැබූවේ,ලැබූවේ
ලැයිස්තුවේ,ලැයිස්තුවේ
ලිබියාවේ,ලිබියාවේ
ලියුවේ,ලියුවේ
ලිව්වේ,ලිව්වේ
ලිවුවේ,ලිව්වේ
ලීවේ,ලීවේ
ලොවේ,ලොවේ
වංගුවේ,වංගුවේ
වංශකථාවේ,වංශකථාවේ
වකවානුවේ,වකවානුවේ
වගකීමක්වේ,වගකීමක් වේ
වටපිටාවේ,වටපිටාවේ
වතාවේ,වතාවේ
වන්දනාවේ,වන්දනාවේ
වරුවේ,වරුවේ
වලව්වේ,වලව්වේ
වස්කඩුවේ,වස්කඩුවේ
වස්තුවේ,වස්තුවේ
ව්‍යවස්ථාවේ,ව්‍යවස්ථාවේ
ව්‍යාපෘතිවේ,ව්‍යාපෘතිවේ
වාර්තාවේ,වාර්තා වේ
වාර්ථාවේ,වාර්තා වේ
වැඩිවේ,වැඩි වේ
වැලිතලාවේ,වැලිතලාවේ
වැලිමළුවේ,වැලිමළුවේ
වැවේ,වැවේ
විකීපිඩියාවේ,විකීපිඩියාවේ
විකුණුවේ,විකුණුවේ
විද්‍යාවේ,විද්‍යාවේ
විමසුවේ,විමසුවේ
වියස්තාවේ,වියස්තාවේ
විලංගුවේ,විලංගුවේ
විල්පත්තුවේ,විල්පත්තුවේ
විල්පතුවේ,විල්පත්තුවේ
විවරවේ,විවරවේ
වීඩියෝවේ,වීඩියෝවේ
වුවමනාවේ,වුවමනාවේ
වූවේ,වූවේ
වෙලාවේ,වෙලාවේ
වේ,වේ
වේඩරුවේ,වේඩරුවේ
වේදනාවේ,වේදනාවේ
වේදිකාවේ,වේදිකාවේ
වේලාවේ,වේලාවේ
ශාලාවේ,ශාලාවේ
ශාලිකාවේ,ශාලිකාවේ
ශුභවේ,ශුභවේ
සංඛ්‍යාවේ,සංඛ්‍යාවේ
සංගායනාවේ,සංගායනාවේ
සංසථාවේ,සංසථාවේ
සඟරාවේ,සඟරාවේ
සත්තාවේ,සත්තාවේ
සදහන්වේ,සදහන්වේ
සඳහන්වේ,සඳහන්වේ
සභාවේ,සභාවේ
සමත්වේ,සමත්වේ
සමවේ,සමවේ
සමානවේ,සමානවේ
සමුළුවේ,සමුළුවේ
සමූහාණ්ඩුවේ,සමූහාණ්ඩුවේ
සරගෝසාවේ,සරගෝසාවේ
සලරුවේ,සලරුවේ
සාකච්ඡවේ,සාකච්ඡවේ
සාකච්ඡාවේ,සාකච්ඡාවේ
සාක්කුවේ,සාක්කුවේ
සැන්ඳෑවේ,සැන්ඳෑවේ
සැමරුවේ,සැමරුවේ
සැලකුවේ,සැලකුවේ
සැලසුවේ,සැලසුවේ
සැලැස්වූවේ,සැලැස්වූවේ
සැළකුවේ,සැළකුවේ
සිංගප්පූරුවේ,සිංගප්පූරුවේ
සිංග්පුරුවේ,සිංගප්පූරුවේ
සිංදුවේ,සිංදුවේ
සිතුල්පව්වේ,සිතුල්පව්වේ
සිතුවේ,සිතුවේ
සිදුනොවේ,සිදුනොවේ
සිදුවේ,සිදුවේ
සිනමාවේ,සිනමාවේ
සින්ගපොරුවේ,සින්ගපොරුවේ
සින්දුවේ,සින්දුවේ
සිරියාවේ,සිරියාවේ
සීට්ටුවේ,සීට්ටුවේ
සීමාවේ,සීමාවේ
සීරුවේ,සීරුවේ
සෘතුවේ,සෘතුවේ
සෙව්වේ,සෙව්වේ
සේනාවේ,සේනාවේ
සේවාවේ,සේවාවේ
සේවේ,සේවේ
හඳපානාවිල්ලුවේ,හඳපානාවිල්ලුවේ
හමුදාවේ,හමුදාවේ
හමුවේ,හමුවේ
හැංදෑවේ,හැංදෑවේ
හැකියාවේ,හැකියාවේ
හැකිවේ,හැකි වේ
හැදෑරුවේ,හැදෑරු වේ
හැදියාවේ,හැදියාවේ
හැදුවේ,හැදුවේ
හැන්දෑවේ,හැන්දෑවේ
හැඳින්නුවේ,හැඳින්නු වේ
හැඳින්වේ,හැඳින්වේ
හැරපෑවේ,හැරපෑවේ
හැරෙව්වේ,හැරෙව්වේ
හිංසාවේ,හිංසාවේ
හික්කඩුවේ,හික්කඩුවේ
හිතුවේ,හිතු වේ
හිමිවේ,හිමි වේ
හුදෙකලාවේ,හුදෙකලා වේ
හෙප්පුවේ,හෙප්පුවේ
හෙළිවේ,හෙළි වේ
හේතුවේ,හේතු වේ
