original,correction
අනුහුරුව,අනුහුරුව
අනූව,අනූව
අඳිනව,අඳිනවා
අඳුනගන්නව,අඳුන ගන්නවා
අඳෝනාව,අඳෝනාව
අපක්ෂපාතීව,අපක්ෂපාතී ව
අපරිමිතව,අපරිමිත ව
අපව,අපව
අපහසුතාව,අපහසුතාව
අපහසුව,අපහසුව
අප්‍රභව,අප්‍රභව
අප්‍රමාණව,අප්‍රමාණ ව
අප්‍රමාදිව,අප්‍රමාදී ව
අප්‍රමාදීව,අප්‍රමාදී ව
අප්‍රසිධව,අප්‍රසිද්ධ ව
අප්‍රිකාව,අප්‍රිකාව
අපිරිසිදුව,අපිරිසිදු ව
අපිරිසුදුව,අපිරිසිදු ව
අපිව,අපිව
අපූර්ව,අපූර්ව
අපූරුවීඩියෝව,අපූරු වීඩියෝව
අපේක්ෂාව,අපේක්ෂාව
අබිනව,අභිනව
අබිමුව,අභිමුව
අබිසාරිකාව,අභිසාරිකාව
අභ්‍යන්තරව,අභ්‍යන්තර ව
අභිනව,අභිනව
අභිමානවත්ව,අභිමානවත් ව
අභිමුව,අභිමුව
අභීතව,අභීත ව
අමතකව,අමතක ව
අමතරව,අමතර ව
අමරණීයව,අමරණීය ව
අමරතව,අමතර ව
අමරදේව,අමරදේව
අම්මලව,අම්මලව
අම්මව,අම්මව
අමාරුව,අමාරුව
අමෙරිකාව,ඇමෙරිකාව
අයත්ව,අයත් ව
අයව,අයව
අරව,අරව
අර්ථචර්යාව,අර්ථචර්යාව
අර්ධව,අර්ධ ව
අරොරව,අරොරව
අලංකාරවත්ව,අලංකාරවත් ව
අලංකෘතව,අලංකෘත ව
අලව්ව,අලව්ව
අල්පේච්ඡතාව,අල්පේච්ඡතාව
අල්පේච්ඡව,අල්පේච්ඡ ව
අව,අව
අවංකව,අවංක ව
අවජාතකයාව,අවජාතකයාව
අවදිව,අවදි ව
අවනඩුව,අවනඩුව
අවබෝධාත්මකව,අවබෝධාත්මක ව
අවමව,අවම ව
අවයව,අවයව
අවශ්‍යතාව,අවශ්‍යතාව
අවශ්‍යව,අවශ්‍ය ව
අවසඟව,අවසඟ ව
අවසන්ව,අවසන් ව
අවස්තාව,අවස්ථාව
අවස්ථානෝචිතව,අවස්ථානෝචිත ව
අවස්ථාව,අවස්ථාව
අව්ව,අව්ව
අවාසනාව,අවාසනාව
අවිජ්ජාසව,අවිජ්ජාසව
අවිඥානිකව,අවිඥානික ව
අවිද්‍යාව,අවිද්‍යාව
අවිනිශ්චිතතාව,අවිනිශ්චිතතාව
අවිශදාත්මකව,අවිශදාත්මක ව
අවිහිංසාව,අවිහිංසාව
අවුරුද්දක්ව,අවුරුද්දක් ව
අවුල්ව,අවුල් ව
අශ්ව,අශ්ව
අශාව,ආශාව
අසංවරව,අසංවර ව
අසනීපව,අසනීප ව
අසපුව,අසපුව
අසම්බන්ධව,අසම්බන්ධ ව
අසරණව,අසරණ ව
අස්ථාවරව,අස්ථාවර ව
අසාව,ආසාව
අසිතව,අසිතව
අසීමාන්තිකව,අසීමාන්තික ව
අසීමිතව,අසීමිත ව
අසීරුව,අසීරුව
අසූව,අසූව
අහනව,අහනවා
අහසපොලොව,අහස පොළොව
අහිංසකව,අහිංසක ව
අහිමිව,අහිමි ව
අහුවෙනව,අහු වෙනවා
ආංඩුව,ආණ්ඩුව
ආකර්ෂණීයත්ව,ආකර්ෂණීයත්ව
ආගමානුකූලව,ආගමානුකූල ව
ආච්චිව,ආච්චිව
ආචාරශීලිව,ආචාරශීලී ව
ආචාරශීලීව,ආචාරශීලී ව
ආජීව,ආජීව
ආඥාව,ආඥාව
ආණමඩුව,ආණමඩුව
ආණ්ඩුව,ආණ්ඩුව
ආත්මභාව,ආත්ම භාව
ආත්මාර්ථකාමීව,ආත්මාර්ථකාමී ව
ආදරයසෙනෙහසකරුණාව,ආදරය සෙනෙහස කරුණාව
ආදීනව,ආදීනව
ආධ්‍යාත්මිකව,ආධ්‍යාත්මික ව
ආධුනිකව,ආධුනික ව
ආන්ඩුව,ආණ්ඩුව
ආනුභාව,ආනුභාව
ආරක්ශාව,ආරක්ෂාව
ආරක්ෂාකාරීව,ආරක්ෂාකාරී ව
ආරක්ෂාව,ආරක්ෂාව
ආරක්ෂිතව,ආරක්ෂිත ව
ආරණ්‍යවාසීව,ආරණ්‍යවාසී ව
ආරම්භව,ආරම්භ ව
ආර්ථිකව,ආර්ථික ව
ආරාධනාව,ආරාධනාව
ආරුක්කුව,ආරුක්කුව
ආලකමන්දාව,ආලකමන්දාව
ආව,ආව
ආවේගශීලීව,ආවේගශීලී ව
ආවේගාත්මකව,ආවේගාත්මක ව
ආවේනිකව,ආවේණික ව
ආශ්‍රව,ආශ්‍රව
ආශ්‍රිතව,ආශ්‍රිත ව
ආශ්‍රීතව,ආශ්‍රිත ව
ආශාව,ආශාව
ආශිර්වාදාත්මකව,ආශිර්වාදාත්මක ව
ආසන්නව,ආසන්න ව
ආසාව,ආසාව
ආසියාව,ආසියාව
ඇතාව,ඇතාව
ඇතිබව,ඇති බව
ඇතිව,ඇති ව
ඇතිවෙනව,ඇති වෙනවා
ඇතුලත්ව,ඇතුළත් ව
ඇතුව,ඇතුව
ඇතුළත්ව,ඇතුළත් ව
ඇතුළුව,ඇතුළු ව
ඇන්ටනීව,ඇන්ටනීව
ඇනෝපියාව,ඇනෝපියාව
ඇබ්බැහිව,ඇබ්බැහි ව
ඇමරිකාව,ඇමෙරිකාව
ඇමෙරිකාව,ඇමෙරිකාව
ඇයව,ඇයව
ඇලගමුව,ඇලගමුව
ඇල්කඩුව,ඇල්කඩුව
ඇල්ගේසියාව,ඇල්ගේසියාව
ඇල්ලුව,ඇල්ලුව
ඇල්ෆාව,ඇල්ෆාව
ඇලිසන්ව,ඇලිසන්ව
ඇහුව,ඇහුව
ඈත්ව,ඈත් ව
ඈඳුතුව,ඈඳුතුව
ඉංදියාව,ඉන්දියාව
ඉක්කාව,ඉක්කාව
ඉක්බිතිව,ඉක්බිති ව
ඉකුත්ව,ඉකුත් ව
ඉගැන්නුව,ඉගැන්නුව
ඉගෙනගන්නව,ඉගෙන ගන්නවා
ඉතිරිව,ඉතිරි ව
ඉදිරිපත්ව,ඉදිරිපත් ව
ඉදුරුව,ඉඳුරුව
ඉන්දියාව,ඉන්දියාව
ඉන්නව,ඉන්නවා
ඉන්පසුව,ඉන්පසු ව
ඉඳුරුව,ඉඳුරුව
ඉබ්බාගමුව,ඉබ්බාගමුව
ඉරියව්ව,ඉරියව්ව
ඉරිසියාව,ඉරිසියාව
ඉලක්කගතව,ඉලක්කගත ව
ඉල්ලනව,ඉල්ලනවා
ඉල්ලුව,ඉල්ලුව
ඉව,ඉව
ඉවත්කරනව,ඉවත් කරනවා
ඉවත්ව,ඉවත් ව
ඉවශිලිවන්තව,ඉවසිලිවන්ත ව
ඉවසනව,ඉවසනවා
ඉසව්ව,ඉසව්ව
ඉස්මතුව,ඉස්මතු ව
ඉස්ව්ව,ඉසව්ව
ඉස්සුව,ඉස්සුව
ඊගාව,ඊගාව
ඊර්ෂ්‍යාව,ඊර්ෂ්‍යාව
උක්දඩුව,උක් දඬුව
උඩමළුව,උඩමළුව
උඩුකුරුව,උඩුකුරු ව
උත්සව,උත්සව
උත්සවශාලාව,උත්සව ශාලාව
උත්සාහවන්තව,උත්සාහවන්ත ව
උදව්ව,උදව්ව
උදවියව,උදවියව
උදවුව,උදව්ව
උද්ගතව,උද්ගත ව
උදාරබව,උදාර බව
උදාව,උදාව
උදාසීනතාව,උදාසීනතාව
උනන්දුව,උනන්දුව
උන්දැලාව,උන්දැලාව
උන්නදුව,උනන්දුව
උන්ව,උන්ව
උන්වහන්සේලාව,උන්වහන්සේලාව
උන්වහන්සේව,උන්වහන්සේව
උපක්‍රමශීලිව,උපක්‍රමශීලී ව
උපක්‍රමශීලීව,උපක්‍රමශීලී ව
උපක්‍රමිකව,උපක්‍රමික ව
උපදව,උපදව
උපද්දරව,උපද්දරව
උපද්‍රව,උපද්‍රව
උපදේශාත්මකව,උපදේශාත්මක ව
උපමාව,උපමාව
උපසම්පදාව,උපසම්පදාව
උපහාසාත්මකව,උපහාසාත්මක ව
උපාසිකාව,උපාසිකාව
උපේක්ඛාව,උපේක්ඛාව
උපේක්ෂාව,උපේක්ෂාව
උමතුව,උමතු ව
උමන්දාව,උමන්දාව
උඹලව,උඹලව
උඹව,උඹව
උයනක්ව,උයනක් ව
උරුමව,උරුම ව
උව,ඌව
උවමනව,උවමනාව
උවමනාව,උවමනාව
උෂ්ණත්ව,උෂ්ණත්ව
උස්ව,උස් ව
ඌව,ඌව
ඍජුව,ඍජු ව
එකඟතාව,එකඟතාව
එකඟව,එකඟ ව
එකතුව,එකතුව
එකමුතුව,එකමුතු ව
එකලාව,එකලාව
එක්කහුව,එක්කහුව
එක්කෙනෙක්ව,එක්කෙනෙක්ව
එක්ව,එක් ව
එක්වන්ව,එක්වන් ව
එකාව,එකා ව
එකාවන්ව,එකාවන් ව
එකිනෙකාව,එකිනෙකා ව
එගොඩපත්තුව,එගොඩපත්තුව
එඩිතරව,එඩිතර ව
එතුමන්ව,එතුමන්ව
එතුමාව,එතුමාව
එනව,එනවා
එබව,එබව
එයාලව,එයාලව
එයාව,එයාව
එරහිව,එරෙහි ව
එරෙහිව,එරෙහි ව
එලව,එලව
එල්ලව,එල්ල ව
එල්ලවෙනව,එල්ල වෙනවා
එලෙව්ව,එලෙව්ව
එලොව,එලොව
එවනව,එවනවා
එව්ව,එව්ව
එවුන්ව,එවුන්ව
එළඹෙනව,එළඹෙනවා
ඒකව,ඒකව
ඒකාග්‍රතාව,ඒකාග්‍රතාව
ඒකාධිපතියන්ව,ඒකාධිපතියන්ව
ඒගොල්ලන්ව,ඒගොල්ලන්ව
ඓතිහාසිකව,ඓතිහාසික ව
ඔට්ටුව,ඔට්ටුව
ඔටුව,ඔටුවා
ඔඩොක්කුව,ඔඩොක්කුව
ඔන්චිල්ලාව,ඔන්චිල්ලාව
ඔපගැන්ව,ඔප ගැන්ව
ඔපෙරාව,ඔපෙරාව
ඔබතුමාව,ඔබතුමාව
ඔබනව,ඔබනවා
ඔබව,ඔබව
ඔයගොල්ලන්ව,ඔයගොල්ලන්ව
ඔයාලව,ඔයාලව
ඔයාව,ඔයාව
ඔරලෝසුව,ඔරලෝසුව
ඔරුව,ඔරුව
ඔලිවර්ව,ඔලිවර්ව
ඔලුව,ඔළුව
ඔව්ව,ඔව්ව
ඔවුන්ව,ඔවුන්ව
ඔස්ට්‍රේලියාව,ඕස්ට්‍රේලියාව
ඔසුව,ඔසුව
ඔහුව,ඔහුව
ඔළුව,ඔළුව
ඕකුන්ව,ඕකුන්ව
ඕව,ඕව
ඕස්ට්‍රේලියාව,ඕස්ට්‍රේලියාව
කටගමුව,කටගමුව
කට්ටියක්ව,කට්ටියක්ව
කට්ටියව,කට්ටියව
කටාරාව,කටාරාව
කටියාව,කටියාව
කටුපුලූව,කටුපුලූව
කටුව,කටුව
කඩුගන්නාව,කඩුගන්නාව
කඩුව,කඩුව
කණගාටුව,කනගාටුව
කණුව,කණුව
කතන්දරකාරයාව,කතන්දරකාරයාව
කතාව,කථාව
කතිකාව,කතිකාව
කතිරිනාව,කතිරිනාව
කථාව,කථාව
කනගාටුව,කනගාටුව
කනව,කනවා
කන්දරාව,කන්දරාව
කනුව,කණුව
කපනව,කපනවා
කප්පාදුව,කප්පාදුව
කම්පනාව,කම්පනාව
කම්පාව,කම්පාව
කමිටුව,කමිටුව
කමෙන්ටුව,කමෙන්ටුව
කයිඩාව,කයිඩාව
කයිවාරුව,කයිවාරුව
කරගන්නව,කර ගන්නවා
කරඩුව,කරඬුව
කරඬුව,කරඬුව
කරනව,කරනවා
කරන්නතව,කරන්න තව
කරනාව,කරනවා
කරපුව,කරපුවා
කරව,කරව
කර්මාන්තශාලාව,කර්මාන්තශාලාව
කර්මානුරූපව,කර්මානුරූප ව
කරුණාබරිතව,කරුණාභරිත ව
කරුණාව,කරුණාව
කරුනාව,කරුණාව
කලපුව,කලපුව
කල්කිරියාව,කල්කිරියාව
කල්පනාකාරීව,කල්පනාකාරී ව
කල්පනාව,කල්පනාව
කලාත්මකව,කලාත්මක ව
කලාත්මිකතාව,කලාත්මිකතාව
කලාව,කලාව
කස්ටියව,කස්ටියව
කහතුඩුව,කහතුඩුව
කහාව,කහාව
කළබව,කළ බව
කළයුතුව,කළ යුතු ව
කළුව,කළුව
ක්ෂණිකව,ක්ෂණික ව
ක්ෂනිකව,ක්ෂණික ව
ක්‍රමවත්ව,ක්‍රමවත් ව
ක්‍රමානුකුලව,ක්‍රමානුකූල ව
ක්‍රමානුකූලව,ක්‍රමානුකූල ව
ක්‍රමිකව,ක්‍රමික ව
ක්‍රියාකාරීව,ක්‍රියාකාරී ව
ක්‍රියාත්මකව,ක්‍රියාත්මක ව
ක්‍රියාව,ක්‍රියාව
ක්‍රියාශීලිව,ක්‍රියාශීලී ව
ක්‍රියාශීලීව,ක්‍රියාශීලී ව
ක්‍රීඩකයන්ව,ක්‍රීඩකයන්ව
ක්‍රීඩාව,ක්‍රීඩාව
කාන්තාව,කාන්තාව
කාන්තාවක්ව,කාන්තාවක් ව
කාන්දුව,කාන්දුව
කාමවස්තුව,කාම වස්තුව
කායානුපස්සනාව,කායානුපස්සනාව
කායිකව,කායික ව
කාරණාව,කාරණාව
කාරනාව,කාරණාව
කාරයව,කාරයව
කාර්යක්ෂමව,කාර්යක්ෂම ව
කාරුණිකව,කාරුණික ව
කාලවකවානුව,කාල වකවානුව
කාලවේලාව,කාල වේලාව
කාලසීමාව,කාල සීමාව
කාලානුරූපීව,කාලානුරූපී ව
කාලිකව,කාලික ව
කාලීනව,කාලීන ව
කාව,කාව
කාව්‍යාත්මකව,කාව්‍යාත්මක ව
කැටිව,කැටි ව
කැටුව,කැටු ව
කැඩුව,කැඩුව
කැබිතිගොල්ලෑව,කැබිතිගොල්ලෑව
කැමරාව,කැමරාව
කැලෑව,කැලෑව
කෑගහනව,කෑගහනවා
කෑව,කෑව
කිට්ටුව,කිට්ටුව
කිඳුරුදාව,කිඳුරුදාව
කියනදෙන්නව,කියන දෙන්නව
කියනව,කියනවා
කියපුව,කියපුවා
කියලදානව,කියලා දානවා
කියව,කියව
කියවනව,කියවනවා
කියවෙනව,කියවෙනවා
කියාපුව,කියාපුවා
කියුව,කිව්ව
කියෙව්ව,කියෙව්වා
කිරිමේක්‍රියාව,කිරිමේ ක්‍රියාව
කිලෝමීටර්කණුව,කිලෝමීටර් කණුව
කිව,කිව
කිව්ව,කිව්ව
කිවුව,කිව්ව
කීකරුව,කීකරු ව
කීව,කීව
කුඩම්මව,කුඩම්මව
කුණාටුව,කුණාටුව
කුප්පිලාම්පුව,කුප්පි ලාම්පුව
කුමාරයාව,කුමාරයාව
කුමාරයෙක්ව,කුමාරයෙක්ව
කුරුල්ලෙක්ව,කුරුල්ලෙක් ව
කුසලතාව,කුසලතාව
කුසිනාරාව,කුසිනාරාව
කුසීතව,කුසීත ව
කූඩුව,කූඩුව
කෘතවේදීව,කෘතවේදී ව
කෘත්‍රිමව,කෘත්‍රිම ව
කෘතිමව,කෘත්‍රිම ව
කෙටිකතාව,කෙටි කතාව
කෙටිකාලිනව,කෙටි කාලීන ව
කෙටිකාලීනව,කෙටි කාලීන ව
කෙනාව,කෙනාව
කෙනෙක්ව,කෙනෙක්ව
කෙනෙකුව,කෙනෙකුව
කෙරුව,කෙරුව
කෙරෙනව,කෙරෙනවා
කෙල්ලන්ව,කෙල්ලන්ව
කෙල්ලව,කෙල්ලව
කෙල්ලෙක්ව,කෙල්ලෙක්ව
කොකෝව,කොකෝවා
කොටන්නැතුව,කොටන් නැතුව
කොට්ටාව,කොට්ටාව
කොටුව,කොටුව
කොන්ත්‍රාත්තුව,කොන්ත්‍රාත්තුව
කොන්ව,කොන් ව
කොපුව,කොපුව
කොබ්බෑකඩුව,කොබ්බෑකඩුව
කොමෙන්ටුව,කොමෙන්ටුව
කොරිඩෝව,කොරිඩෝව
කොරියාව,කොරියාව
කොල්ලන්ව,කොල්ලන්ව
කොල්ලව,කොල්ලව
කොල්ලෙක්ව,කොල්ලෙක්ව
කොළොන්නාව,කොළොන්නාව
කෝටාව,කෝටාව
කෝටුව,කෝටුව
ගංගාව,ගංගාව
ගංඟාව,ගංගාව
ගණිතානුකූලව,ගණිතානුකූල ව
ගණුදෙනුව,ගනුදෙනුව
ගතකරනව,ගත කරනවා
ගතයුතුව,ගත යුතු ව
ගතව,ගත ව
ගන්නව,ගන්නවා
ගන්නාව,ගන්නාව
ගන්නැතුව,ගන් නැතුව
ගනුදෙනුව,ගනුදෙනුව
ගඳගහනව,ගඳ ගහනවා
ගබඩාව,ගබඩාව
ගබ්සාව,ගබ්සාව
ගමේකාන්තාව,ගමේ කාන්තාව
ගරුකව,ගරුක ව
ගරුසරුව,ගරුසරු ව
ගලව,ගලව
ගල්තලාව,ගල් තලාව
ගව,ගව
ගව්ව,ගව්ව
ගහනව,ගහනවා
ගාථාව,ගාථාව
ගාන්ධාර්ව,ගාන්ධාර්ව
ගායිකාව,ගායිකාව
ගාව,ගාව
ගාස්තුව,ගාස්තුව
ගැටලුව,ගැටලුව
ගැටලූව,ගැටලුව
ගැටලූවක්ව,ගැටලුවක් ව
ගැටළුව,ගැටලුව
ගැන්ඩ්‍රිව,ගැන්ඩ්‍රිව
ගැනීමේකථාව,ගැනීමේ කථාව
ගැබ්ව,ගැබ් ව
ගැඹුරුබව,ගැඹුරු බව
ගැලපෙනව,ගැළපෙනවා
ගැලව,ගැලව
ගැහැණියව,ගැහැනියව
ගැහුව,ගැහුව
ගෑණිව,ගෑනිව
ගෑණුන්ව,ගෑනුන්ව
ගෑනීව,ගෑනිව
ගෑනුන්ව,ගෑනුන්ව
ගිවිසුම්ගතව,ගිවිසුම්ගත ව
ගිහිව,ගිහි ව
ගීතදේව,ගීතදේව
ගුණාත්මකව,ගුණාත්මක ව
ගුරුතලාව,ගුරු තලාව
ගුරුවරයකුව,ගුරුවරයකු ව
ගුහසීව,ගුහසීව
ගුහාව,ගුහාව
ගෙන්නුව,ගෙන්නුව
ගෙනාව,ගෙනාව
ගේට්ටුව,ගේට්ටුව
ගොඩිගමුව,ගොඩිගමුව
ගොණුව,ගොනුව
ගොදුරුව,ගොදුරු ව
ගොනුව,ගොනුව
ගොපල්ලව,ගොපල්ලව
ගෝව,ගෝව
ගෝෂාව,ඝෝෂාව
ගෞරව,ගෞරව
ගෞරවාන්විතව,ගෞරවාන්විත ව
ගෞර්ව,ගෞරව
ඝාතකයව,ඝාතකයව
ඝෝෂාව,ඝෝෂාව
චමත්කාරජනකව,චමත්කාරජනක ව
චර්යාව,චර්යාව
චරිකාව,චාරිකාව
චරිතානුකූලව,චරිතානුකූල ව
චරියාව,චරියාව
චාම්බව,චාම් බව
චායාව,ඡායාව
චාරිකාව,චාරිකාව
චාරිත්‍රානුකූලව,චාරිත්‍රානුකූල ව
චිකිත්සාව,චිකිත්සාව
චිත්‍රසේනව,චිත්‍රසේනව
චුතව,චුත ව
චේතනාව,චේතනාව
චෝදනාව,චෝදනාව
ඡායාව,ඡායාව
ජනතාව,ජනතාව
ජනප්‍රියතාව,ජනප්‍රියතාව
ජනප්‍රියව,ජනප්‍රිය ව
ජනාකීර්ණව,ජනාකීර්ණ ව
ජනාධිපතිතුමාව,ජනාධිපතිතුමාව
ජයග්‍රාහීව,ජයග්‍රාහී ව
ජයදේව,ජයදේව
ජයරත්නව,ජයරත්නව
ජව,ජව
ජවනිකාව,ජවනිකාව
ජස්මින්ව,ජස්මින්ව
ජ්‍යාමිතිකව,ජ්‍යාමිතික ව
ජාතිකත්ව,ජාතිකත්ව
ජාතිකයින්ව,ජාතිකයින්ව
ජාලාව,ජාලාව
ජැක්ව,ජැක්ව
ජිම්ව,ජිම්ව
ජිවත්ව,ජීවත් ව
ජීව,ජීව
ජීවත්ව,ජීවත් ව
ජීවමානව,ජීවමාන ව
ජීවිකාව,ජීවිකාව
ජුන්ටාව,ජුන්ටාව
ජේසන්ව,ජේසන්ව
ජෛව,ජෛව
ජෝඩුව,ජෝඩුව
ටීකාව,ටීකාව
ටෙමුග්ඩීන්ව,ටෙමුග්ඩීන්ව
ටොමීව,ටොමීව
ඩයස්පෝරාව,ඩයස්පෝරාව
ඩේමියන්ව,ඩේමියන්ව
තක්ශිලාව,තක්ෂිලාව
තක්සලාව,තක්සලාව
තක්සේරුව,තක්සේරුව
තට්ටුව,තට්ටුව
තණ්හාව,තණ්හාව
තණ්හාවතණ්හාව,තණ්හාව තණ්හාව
තත්ත්ව,තත්ත්ව
තත්ව,තත්ත්ව
තතුව,තතුව
තන්හාව,තණ්හාව
තනිව,තනි ව
තනුව,තනුව
තප්පුව,තප්පුව
තබ්බෝව,තබ්බෝව
තබ්ලාව,තබ්ලාව
තමන්ව,තමන්ව
තමාව,තමාව
තමුන්නාන්සෙව,තමුන්නාන්සෙව
තරහව,තරහව
තර්කානුකූලව,තර්කානුකූල ව
තර්ජනාත්මකව,තර්ජනාත්මක ව
තරුව,තරුව
තව,තව
තහඩුව,තහඩුව
ත්‍රිත්ව,ත්‍රිත්ව
ත්‍රිවිද්‍යාව,ත්‍රිවිද්‍යාව
තාණ්ඩව,තාණ්ඩව
තාත්තව,තාත්තව
තාත්තාව,තාත්තාව
තාත්විකව,තාත්ත්වික ව
තානාපතිව,තානාපතිව
තාපසයෙකුව,තාපසයෙකු ව
තාර්කිකව,තාර්කික ව
තාවකාලිකව,තාවකාලික ව
තැන්පත්ව,තැන්පත් ව
තැන්ව,තැන්ව
තැවෙනව,තැවෙනවා
තිබෙනව,තිබෙනවා
තියනව,තියනවා
තියෙනව,තියෙනවා
තිලකව,තිලකව
තිස්සව,තිස්සව
තීනව,තීනව
තීන්දුව,තීන්දුව
තීරණාත්මකව,තීරණාත්මක ව
තීරුව,තීරුව
තුඩුව,තුඩුව
තුන්වනුව,තුන්වනුව
තුරුම්පුව,තුරුම්පුව
තුවක්කුව,තුවක්කුව
තෘෂ්ණාව,තෘෂ්ණාව
තෙජමානව,තේජමාන ව
තෙරණුවන්ව,තෙරණුවන්ව
තෙරපෙනව,තෙරපෙනවා
තෙරෙනේව,තේරෙනවා
තෙවනුව,තෙවනුව
තේමාව,තේමාව
තේරෙනව,තේරෙනවා
තේවාව,තේවාව
තොණ්ඩුව,තොණ්ඩුව
තොරව,තොර ව
දක්ෂතාව,දක්ෂතාව
දකිනව,දකිනවා
දඩයක්කාරයන්ව,දඩයක්කාරයන්ව
දන්නව,දන්නවා
දමනව,දමනවා
දඹදිව,දඹදිව
දයාව,දයාව
දරනව,දරනවා
දරුව,දරුව
දරුවන්ව,දරුවන්ව
දරුවාව,දරුවාව
දසපාරමිතාව,දස පාරමිතාව
දහනව,දහනව
දළදාව,දළදාව
ද්විත්ව,ද්විත්ව
දානව,දානවා
දායකව,දායකව
දායිකාව,දායිකාව
දාව,දාව
දාසියකව,දාසියක ව
දාහක්ව,දාහක් ව
දැඩිව,දැඩි ව
දැනගත්බව,දැනගත් බව
දැනගන්නව,දැනගන්නවා
දැනුවත්ව,දැනුවත් ව
දැනෙනව,දැනෙනවා
දැරුව,දැරුව
දැව,දැව
දැවැන්තව,දැවැන්ත ව
දැහැමිව,දැහැමි ව
දික්ව,දික් ව
දිට්ඨාසව,දිට්ඨාසව
දිනුව,දිනුව
දිමුතුව,දිමුතුව
දියණියව,දියණියව
දියවැඩියාව,දියවැඩියාව
දියසීරාව,දිය සීරාව
දියසෙනලාව,දියසේනලාව
දියුණුව,දියුණුව
දියුනුව,දියුණුව
දිරාපත්ව,දිරාපත් ව
දිරිමත්ව,දිරිමත් ව
දිව,දිව
දිව්ව,දිව්ව
දිශාව,දිශාව
දීප්තිමත්ව,දීප්තිමත් ව
දීමනාව,දීමනාව
දීර්ඝකාලීනව,දීර්ඝ කාලීන ව
දීර්ඝව,දීර්ඝ ව
දුටුව,දුටුව
දුප්පත්ව,දුප්පත් ව
දුබලතාව,දුබලතාව
දුබලව,දුබල ව
දුරස්ව,දුරස් ව
දුර්වලතාව,දුර්වලතාව
දුරුව,දුරු ව
දුව,දුව
දුවව,දුවව
දුෂ්කරබව,දුෂ්කර බව
දූතිකාව,දූතිකාව
දූරදර්ශීව,දූරදර්ශී ව
දූර්දශාව,දූර්දශාව
දෘෂ්ටිකව,දෘෂ්ඨික ව
දෙගල්දොරුව,දෙගල්දොරුව
දෙගිඩියාව,දෙගිඩියාව
දෙදෙනාව,දෙදෙනාව
දෙනව,දෙනවා
දෙන්නව,දෙන්නව
දෙන්නෙක්ව,දෙන්නෙක්ව
දෙනෙක්ව,දෙනෙක්ව
දෙපාර්තමේන්තුව,දෙපාර්තමේන්තුව
දෙපාර්තුමේන්තුව,දෙපාර්තමේන්තුව
දෙයාකාරව,දෙයාකාර ව
දෙල්ගමුව,දෙල්ගමුව
දෙලොව,දෙලොව
දෙව,දෙව
දෙවනුව,දෙවනුව
දෙව්ලොව,දෙව්ලොව
දෙවැනුව,දෙවනුව
දෙවියන්ව,දෙවියන්ව
දෙවියොන්ව,දෙවියොන්ව
දේව,දේව
දේවතාව,දේවතාව
දේවමාතාව,දේව මාතාව
දේශනාව,දේශනාව
දේශපාලනිකව,දේශපාලනික ව
දෛනිකව,දෛනික ව
දෛව,දෛව
