original,correction
අරගෙනම,අරගෙන ම
අරමුණක්ම,අරමුණක් ම
අරමුණෙහිම,අරමුණෙහි ම
අරහම,අරහම
අර්බුදයකටම,අර්බුදයකට ම
අරුත්දැක්වීම,අරුත් දැක්වීම
අරුම,අරුම
අලසකම,අලසකම
අල්ලගත්තම,අල්ලගත්තම
අල්ලගත්තාම,අල්ලගත්තා ම
අල්ලලාම,අල්ලලාම
අලුත්ගම,අලුත්ගම
අලුත්ම,අලුත් ම
අලුතින්ම,අලුතින් ම
අලුතෙන්ම,අලුතෙන් ම
අලුයම,අලුයම
අලූත්ම,අලූත්ම
අලූතෙන්ම,අලූතෙන් ම
අලූයම,අලුයම
අවංකවම,අවංකව ම
අවංකෙන්ම,අවංකෙන් ම
අවදානම,අවදානම
අවදිකිරීම,අවදි කිරීම
අවදියේදීම,අවදියේ දී ම
අවදියේම,අවදියේ ම
අවධියේදීම,අවධියේ දී ම
අවන්කවම,අවන්කව ම
අවබෝධයම,අවබෝධය ම
අවබෝධයෙන්ම,අවබෝධයෙන් ම
අවම,අවම
අවශ්‍යම,අවශ්‍ය ම
අවශ්‍යයෙන්ම,අවශ්‍යයෙන් ම
අවස්තාවකම,අවස්තාවක ම
අවස්ථාවකදීම,අවස්තාවක දී ම
අවස්ථාවකම,අවස්තාවක ම
අවස්ථාවලම,අවස්තාවල ම
අවස්ථාවේදීම,අවස්ථාවේ දී ම
අවසානම,අවසාන ම
අවසානයක්ම,අවසානයක් ම
අවසානයේම,අවසානයේ ම
අවිවාදයෙන්ම,අවිවාදයෙන් ම
අවුරුද්දකම,අවුරුද්දක ම
අවුරුද්දක්ම,අවුරුද්දක් ම
අවුරුද්දෙම,අවුරුද්දෙ ම
අසත්පුරුෂකම,අසත්පුරුෂකම
අසතුටින්ම,අසතුටින් ම
අසම,අසම
අසමත්කම,අසමත්කම
අසමසම,අසමසම
අසමානම,අසමාන ම
අසරණකම,අසරණකම
අසලම,අසලම
අස්වීම,අස්වීම
අසුවීම,අසුවීම
අසූපහම,අසූ පහ ම
අහංගම,අහංගම
අහනකොටම,අහනකොට ම
අහන්නම,අහන්න ම
අහලම,අහල ම
අහසින්ම,අහසින් ම
අහිංසකකම,අහිංසකකම
අහිංසකවම,අහිංසකව ම
අහිමිවීම,අහිමි වීම
අහුවීම,අහු වීම
අහුවුණාම,අහුවුණා ම
අළුත්ම,අළුත් ම
අළුයම,අළුයම
ආකාරයටම,ආකාරයට ම
ආකාරයෙන්ම,ආකාරයෙන් ම
ආකාරයේම,ආකාරයේ ම
ආගම,ආගම
ආගමකටම,ආගමකට ම
ආගමකම,ආගමක ම
ආගමක්ම,ආගමක් ම
ආගමකින්ම,ආගමකින් ම
ආගමිකයෙකුම,ආගමිකයෙකු ම
ආගමේකිසිම,ආගමේ කිසිම
ආචාරධර්ම,ආචාරධර්ම
ආණඩුක්‍රම,ආණ්ඩුක්‍රම
ආණ්ඩුක්‍රම,ආණ්ඩුක්‍රම
ආඬිඅම්බලම,ආඬිඅම්බලම
ආතර්ගෙම්ම,ආතර්ගෙම්ම
ආත්ම,ආත්ම
ආත්මයකම,ආත්මයක ම
ආදායම,ආදාය ම
ආදිතම,ආදිත ම
ආදීතම,ආදීත ම
ආදීම,ආදී ම
ආධ්‍යාත්ම,ආධ්‍යාත්ම
ආන්ඩුක්‍රම,ආණ්ඩුක්‍රම
ආන්දන්කුලම,ආන්දන්කුලම
ආපුවම,ආපුවම
ආපුවාම,ආපුවාම
ආයතනයකම,ආයතනයක ම
ආයතනයටම,ආයතනයට ම
ආයෙම,ආයෙ ම
ආරක්ෂාවීම,ආරක්ෂා වීම
ආරම,ආරම
ආරම්භයේදීම,ආරම්භයේ දී ම
ආර්ථීකයම,ආර්ථීකය ම
ආරාම,ආරාම
ආරාම්භයේදීම,ආරම්භයේ දී ම
ආවම,ආවා ම
ආවහම,ආවහම
ආවාම,ආවා ම
ආවාහම,ආවහම
ආවෙම,ආවෙ ම
ආශ්‍රම,ආශ්‍රම
ආසනයම,ආසනය ම
ආසනයේදීම,ආසනයේ දී ම
ආසන්නතම,ආසන්නත ම
ආසන්නම,ආසන්න ම
ආසන්නයටම,ආසන්නයට ම
ආසන්නයේම,ආසන්නයේ ම
ආසන්නවත්ම,ආසන්නවත් ම
ආසම,ආසම
ආසියාවම,ආසියාව ම
ආළාරකාලාම,ආළාරකාලාම
ඇගයීම,ඇගයීම
ඇගෙන්ම,ඇගෙන් ම
ඇගේම,ඇගේ ම
ඇටසැකිල්ලම,ඇටසැකිල්ල ම
ඇඬෙන්නම,ඇඬෙන්න ම
ඇත්තටම,ඇත්තට ම
ඇත්තම,ඇත්ත ම
ඇත්ත්ටම,ඇත්තට ම
ඇත්තෙන්ම,ඇත්තෙන් ම
ඇත්තෙම,ඇත්තෙම
ඇතැම,ඇතැම
ඇතිකරගත්තාම,ඇතිකරගත්තා ම
ඇතිකරලීම,ඇතිකරලීම
ඇතිකිරීම,ඇතිකිරීම
ඇතිපිළිවෙළටම,ඇතිපිළිවෙළට ම
ඇතිවන්නේම,ඇතිවන්නේ ම
ඇතිවිම,ඇතිවීම
ඇතිවීම,ඇතිවීම
ඇතිවුණාම,ඇතිවුණා ම
ඇතුලටම,ඇතුලට ම
ඇතුලාන්තයෙන්ම,ඇතුලාන්තයෙන් ම
ඇතුලෙම,ඇතුලෙම
ඇතුළත්වීම,ඇතුළත්වීම
ඇතුළුකණ්ඩායම,ඇතුළු කණ්ඩායම
ඇතුළුවීම,ඇතුළු වීම
ඇතුළෙම,ඇතුළෙම
ඇතුළේම,ඇතුළේ ම
ඇදගැනීම,ඇද ගැනීම
ඇදහිල්ලක්ම,ඇදහිල්ලක් ම
ඇදහීම,ඇදහීම
ඇදීම,ඇදීම
ඇදුම,ඇඳුම
ඇදෙත්ම,ඇදෙත්ම
ඇදෙන්නම,ඇදෙන්නම
ඇදේම,ඇදේම
ඇන්දම,ඇන්දම
ඇන්දාම,ඇන්දාම
ඇන්දෙම,ඇන්දෙම
ඇනීම,ඇනීම
ඇඳීම,ඇඳීම
ඇඳුම,ඇඳුම
ඇබ්බැහිවීම,ඇබ්බැහි වීම
ඇම,ඇම
ඇමතීම,ඇමතීම
ඇමතුම,ඇමතුම
ඇමරිකාවම,ඇමරිකාව ම
ඇමරිකාවේම,ඇමෙරිකාවේ ම
ඇමැතුම,ඇමැතුම
ඇමෙරිකාවේම,ඇමෙරිකාවේ ම
ඇයගෙන්ම,ඇයගෙන් ම
ඇයම,ඇයම
ඇරඹීම,ඇරඹීම
ඇරැඹීම,ඇරැඹීම
ඇරියාම,ඇරියාම
ඇරුණම,ඇරුණම
ඇරුනහම,ඇරුනහම
ඇලවීම,ඇලවීම
ඇල්ම,ඇල්ම
ඇල්ලමෙම,ඇල්ල මෙම
ඇල්ලීම,ඇල්ලීම
ඇල්ලුවම,ඇල්ලුව ම
ඇලීම,ඇලීම
ඇවිදීම,ඇවිදීම
ඇවිස්සීම,ඇවිස්සීම
ඇසින්ම,ඇසින් ම
ඇසීම,ඇසීම
ඇසීමම,ඇසීම ම
ඇහැරුනාම,ඇහැරුනා ම
ඇහුවම,ඇහුව ම
ඇහුවාම,ඇහුවා ම
ඈතදීම,ඈතදීම
ඈත්තටම,ඇත්තටම
ඈත්තෙම,ඇත්තේම
ඈඳීම,ඈඳීම
ඈසිම,ඇසීම
ඉක්ම,ඉක්ම
ඉක්මණටම,ඉක්මනට ම
ඉක්මණින්ම,ඉක්මනින් ම
ඉක්මනටම,ඉක්මනට ම
ඉක්මන්ටම,ඉක්මනට ම
ඉක්මනින්ම,ඉක්මනින් ම
ඉගැන්වීම,ඉගැන්වීම
ඉගෙනීම,ඉගෙනීම
ඉගෙනුම,ඉගෙනුම
ඉටුකිරිම,ඉටුකිරීම
ඉටුකිරීම,ඉටුකිරීම
ඉටුවීම,ඉටුවීම
ඉඩම,ඉඩම
ඉඩම්වලම,ඉඩම්වල ම
ඉතාම,ඉතාම
ඉතාමත්ම,ඉතාමත් ම
ඉතිහාසයම,ඉතිහාසය ම
ඉතිහාසයේම,ඉතිහාසයේ ම
ඉතිහාසෙම,ඉතිහාසෙ ම
ඉදන්ම,ඉදන් ම
ඉදලම,ඉදල ම
ඉදිකිරීම,ඉදිකිරීම
ඉදිරිපත්වීම,ඉදිරිපත් වීම
ඉදිරියටම,ඉදිරියට ම
ඉදිරියෙන්ම,ඉදිරියෙන් ම
ඉදිරියේදීම,ඉදිරියේ දී ම
ඉදිරියේම,ඉදිරියේ ම
ඉදිවීම,ඉදි වීම
ඉන්දැද්දිම,ඉන්දැද්දි ම
ඉන්දිකම,ඉන්දිකම
ඉන්දියාවම,ඉන්දියාව ම
ඉන්දියාවෙන්ම,ඉන්දියාවෙන් ම
ඉන්නම,ඉන්න ම
ඉන්නවම,ඉන්නව ම
ඉඳගෙනම,ඉඳගෙන ම
ඉඳන්ම,ඉඳන් ම
ඉඳලම,ඉඳල ම
ඉඳලාම,ඉඳලා ම
ඉඳීම,ඉඳීම
ඉඳීමම,ඉදිමිම
ඉඳුරාම,ඉඳුරා ම
ඉපදවීම,ඉපදවීම
ඉපදීම,ඉපදීම
ඉපයීම,ඉපයීම
ඉපැයීම,ඉපැයීම
ඉබේටම,ඉබේට ම
ඉබේම,ඉබේම
ඉරණම,ඉරණම
ඉරියව්වකම,ඉරියව්වක ම
ඉරීම,ඉරීම
ඉලක්කම,ඉලක්කම
ඉල්ලගත්තම,ඉල්ලගත්ත ම
ඉල්ලිම,ඉල්ලීම
ඉල්ලීම,ඉල්ලීම
ඉල්ලුම,ඉල්ලුම
ඉල්ලුවම,ඉල්ලුව ම
ඉල්ලුවහම,ඉල්ලුවහම
ඉවත්වීම,ඉවත්වීම
ඉවත්වීමම,ඉවත්වීම ම
ඉවරම,ඉවරම
ඉවරෙටම,ඉවරෙට ම
ඉවසන්නම,ඉවසන්න ම
ඉවසීම,ඉවසීම
ඉවීම,ඉවීම
ඉසව්වකටම,ඉසව්වකට ම
ඉස්සරහටම,ඉස්සරහට ම
ඉස්සරහම,ඉස්සරහ ම
ඉස්සරෝම,ඉස්සරෝම
ඉස්සලම,ඉස්සලම
ඉස්සෙල්ලම,ඉස්සෙල්ල ම
ඉස්සෙල්ලාම,ඉස්සෙල්ලා ම
ඉසීම,ඉසීම
ඉහටම,ඉහට ම
ඉහලටම,ඉහළට ම
ඉහලතම,ඉහළත ම
ඉහලම,ඉහළ ම
ඉහලින්ම,ඉහළින් ම
ඉහළටම,ඉහළට ම
ඉහළතම,ඉහළතම
ඉහළම,ඉහළම
ඉහළින්ම,ඉහළින් ම
ඊටම,ඊටම
ඊලම,ඊලම
උගත්කම,උගත්කම
උගැන්වීම,උගැන්වීම
උච්චතම,උච්චතම
උඩගම,උඩගම
උඩටම,උඩටම
උඩින්ම,උඩින් ම
උඩුගම,උඩුගම
උණුවෙන්ම,උණුවෙන් ම
උණුවෙම,උණුවෙම
උණුවේම,උණුවේම
උණුසුම,උණුසුම
උණුසුම්ම,උණුසුම්ම
උණුහුම,උණුහුම
උත්තම,උත්තම
උත්තරීතරම,උත්තරීතරම
උත්තරේම,උත්තරේම
උත්සවයකටම,උත්සවයකට ම
උත්සවයක්ම,උත්සවයක් ම
උත්සාහයක්ම,උත්සාහයක් ම
උතුම්ම,උතුම් ම
උදව්වීම,උදව් වීම
උද්ඝෝෂණයකටම,උද්ඝෝෂණයකට ම
උද්දච්චකම,උද්දච්චකම
උද්දාම,උද්දාම
උද්‍යානයක්ම,උද්‍යානයක් ම
උදැසනම,උදෑසන ම
උදෑසනම,උදෑසන ම
උදෑසනින්ම,උදෑසනින් ම
උදෙන්ම,උදෙන් ම
උදෙසාම,උදෙසා ම
උදේම,උදේ ම
උනන්දුවීම,උනන්දු වීම
උනහම,උනහ ම
උනහාම,උනහා ම
උන්ගෙන්ම,උන්ගෙන් ම
උන්ගෙම,උන්ගෙ ම
උන්ටම,උන්ට ම
උන්දැම,උන්දැම
උන්නුම,උන්නුම
උන්ම,උන්ම
උන්වහන්සේම,උන්වහන්සේ ම
උනාම,උනාම
උපක්‍රම,උපක්‍රම
උපතින්ම,උපතින් ම
උපන්හපන්කම,උපන්හපන්කම
උපරිම,උපරිම
උපරිමයෙන්ම,උපරිමයෙන් ම
උපසැරසියේම,උපසැරසියේම
උප්පත්තියෙන්ම,උප්පත්තියෙන් ම
උපාංගයක්ම,උපාංගයක්ම
උබම,උඹ ම
උම්ම,උම්ම
උඹම,උඹ ම
උඹලගේම,උඹලගේම
උඹලම,උඹල ම
උයාගැනීම,උයා ගැනීම
උරදීම,උර දීම
උරුම,උරුම
උලෙලකම,උළෙලකම
උසම,උසම
උසස්තම,උසස්තම
උසස්ම,උසස් ම
ඌම,ඌම
ඍජුවම,ඍජුව ම
එංජිම,එංජිම
එකකටම,එකකට ම
එකකම,එකක ම
එකක්ම,එකක් ම
එකඟවීම,එකඟ වීම
එකටම,එකට ම
එකණෙහිම,එකණෙහි ම
එකතුවීම,එකතු වීම
එකදිගටම,එක දිගට ම
එකපාටම,එක පාටම
එකපාරටම,එකපාරටම
එකම,එකම
එකමුතුකම,එකමුතුකම
එකලදීම,එකල දී ම
එකවරම,එකවරම
එකසැරේටම,එකසැරේට ම
එකහෙලාම,එකහෙලා ම
එක්කම,එක්ක ම
එක්කෙනාම,එක්කෙනා ම
එක්වරම,එක්වර ම
එක්වීම,එක්වීම
එක්වුණාම,එක්වුණා ම
එකාගෙම,එකාගෙ ම
එකාටම,එකාට ම
එකාම,එකා ම
එකිනෙකාගෙන්ම,එකිනෙකාගෙන් ම
එකෙක්ම,එකෙක් ම
එකෙණෙහිම,එකෙණෙහි ම
එකෙන්ම,එකෙන් ම
එකෙම,එක ම
එකේම,එකේ ම
එච්චරටම,එච්චරට ම
එච්චරම,එච්චර ම
එඩිතරකම,එඩිතරකම
එතකොටම,එතකොට ම
එතනම,එතන ම
එතනින්නම,එතනින් ම
එතනින්ම,එතනින් ම
එතරම්ම,එතරම් ම
එතැනම,එතැන ම
එතැන්ම,එතැන් ම
එතැනින්ම,එතැනින් ම
එතුම,එතුම
එතෙරවීම,එතෙර වීම
එද්දීම,එද්දී ම
එදාම,එදා ම
එදිනම,එදින ම
එනකංම,එනකං ම
එනකම්ම,එනකම්ම
එනකොටම,එනකොට ම
එනවිටම,එනවිට ම
එන්ජිම,එන්ජිම
එන්නම,එන්න ම
එන්නෙම,එන්නෙ ම
එනිසාම,එනිසා ම
එනිසාවෙන්ම,එනිසාවෙන් ම
එපමණකින්ම,එපමණකින් ම
එපමණටම,එ පමණට ම
එපමනක්ම,එ පමනක් ම
එපරිද්දෙන්ම,එ පරිද්දෙන් ම
එපරිදිම,එ පරිදිම
එපාම,එපා ම
එබැවින්ම,එබැවින් ම
එම,එම
එමගින්ම,එමගින් ම
එමෙන්ම,එමෙන් ම
එයටම,එයටම
එයම,එයම
එයාගෙම,එයාගෙම
එයාගේම,එයාගේම
එයාටම,එයාටම
එයාම,එයාම
එයාලගෙම,එයාලගෙම
එයින්ම,එයින් ම
එයුරින්ම,එයුරින් ම
එලටම,එලටම
එලබොහොම,එලබොහොම
එලම,එලම
එල්ලගෙනම,එල්ලගෙන ම
එල්ලීගෙනම,එල්ලීගෙන ම
එලාම,එලාම
එලිවුනාම,එලිවුනා ම
එලිසම,එලිසම
එලෙසම,එලෙස ම
එලෙසින්ම,එලෙසින් ම
එවගේම,ඒ වගේම
එවාගෙම,ඒ වාගෙම
එවැන්නකුම,එවැන්නකු ම
එවැනිම,එවැනි ම
එවිටම,එවිට ම
එවීම,එවීම
එවෙලෙම,එවෙලෙ ම
එවෙලේම,එවෙලේ ම
එවේලේම,එවේලේ ම
එසවීම,එසවීම
එසැනින්ම,එසැනින් ම
එසේම,එසේම
එහම,එහම
එහිදීම,එහි දී ම
එහිම,එහි ම
එහෙම,එහෙම
එහෙමම,එහෙම ම
එහෙම්පිටින්ම,එහෙම්පිටින් ම
එහෙම්ම,එහෙම්ම
එහෙම්මම,එහෙම්ම ම
එහෙයින්ම,එහෙයින් ම
එහේටම,එහේට ම
එහේම,එහේ ම
එළම,එළම
එළඹීම,එළඹීම
එළඹුම,එළඹුම
එළඹෙත්ම,එළඹෙත් ම
එළැඹෙත්ම,එළැඹෙත් ම
එළිපිටම,එළිපිට ම
එළියටම,එළියට ම
එළියෙන්ම,එළියෙන් ම
ඒකටම,ඒකට ම
ඒකම,ඒකම
ඒකාන්තයෙන්ම,ඒකාන්තයෙන් ම
ඒකෙන්ම,ඒකෙන් ම
ඒත්රම්ම,ඒත්රම්ම
ඒම,ඒම
ඒවාගෙම,ඒවාගෙම
ඒවාම,ඒවාම
ඒවාාගේම,ඒවාාගේම
ඒවාාටම,ඒවාටම
ඔක්කටම,ඔක්කොටම
ඔක්කම,ඔක්කොම
ඔක්කෙම,ඔක්කොම
ඔක්කොගෙන්ම,ඔක්කොගෙන් ම
ඔක්කොගේම,ඔක්කොගේ ම
ඔක්කොටම,ඔක්කොටම
ඔක්කොටොම,ඔක්කොටම
ඔක්කොම,ඔක්කොම
ඔක්කොලාම,ඔක්කොලාම
ඔක්කොවම,ඔක්කොවම
ඔක්කෝගෙන්ම,ඔක්කෝගෙන් ම
ඔක්කෝගෙම,ඔක්කෝගෙම
ඔක්කෝටම,ඔක්කෝටම
ඔක්කෝම,ඔක්කෝම
ඔකොම,ඔකොම
ඔච්චරටම,ඔච්චරට ම
ඔච්චරම,ඔච්චර ම
ඔඩම,ඔඩම
ඔතනදිම,ඔතනදි ම
ඔතනම,ඔතන ම
ඔනෑම,ඔනෑ ම
ඔබගේම,ඔබගේ ම
ඔබටම,ඔබට ම
ඔබතුම,ඔබතුමා
ඔබදිගටම,ඔබ දිගට ම
ඔබම,ඔබ ම
ඔබලාගේයුතුකම,ඔබලාගේ යුතුකම
ඔබලාම,ඔබලා ම
ඔබේම,ඔබේ ම
ඔයලාම,ඔයලා ම
ඔයාගෙන්ම,ඔයාගෙන් ම
ඔයාටම,ඔයාට ම
ඔයාම,ඔයා ම
ඔයාලටම,ඔයාලට ම
ඔයාලම,ඔයාල ම
ඔවුගේම,ඔවුගේ ම
ඔවුනගේම,ඔවුනගේ ම
ඔවුන්ටම,ඔවුන්ට ම
ඔවුන්ම,ඔවුන් ම
ඔසවාගැනීම,ඔසවා ගැනීම
ඔස්සේම,ඔස්සේ ම
ඔහුගෙම,ඔහුගේ ම
ඔහුගේම,ඔහුගේ ම
ඔහුටම,ඔහුට ම
ඔහුම,ඔහු ම
ඔහෙලටම,ඔහෙලට ම
ඔහොම,ඔහොම
ඔහොමම,ඔහොම ම
ඔළුවටම,ඔළුවට ම
ඔෙහාම,ඔහොම
ඕකම,ඕක ම
ඕනකම,ඕනකම
ඕනම,ඕන ම
ඕනැකමින්ම,ඕනැකමින් ම
ඕනැම,ඕනෑ ම
ඕනෑකම,ඕනෑකම
ඕනෑම,ඕනෑ ම
ඕනිම,ඕනිම
ඕනෙම,ඕනෙ ම
ඕපම්ම,ඕපම්ම
ඕවරටම,ඕවරට ම
කටයුත්තකටම,කටයුත්තකට ම
කටයුත්තකදීම,කටයුත්තක දීම
කටයුත්තක්ම,කටයුත්තක් ම
කට්ටඩියම,කට්ටඩිය ම
කට්ටියටම,කට්ටියට ම
කට්ටියම,කට්ටිය ම
කටින්ම,කටින් ම
කටේම,කටේ ම
කඩඉම,කඩයිම
කඩකිරීම,කඩ කිරීම
කඩකිරීමම,කඩ කිරීම ම
කඩයිම,කඩයිම
කඩ්ඩෙන්ම,කඩ්ඩෙන් ම
කඩාවැටීම,කඩාවැටීම
කඩාවැද්දවීම,කඩාවැද්දවීම
කණ්ඩලම,කණ්ඩලම
කණ්ඩායම,කණ්ඩායම
කතරගම,කතරගම
කතාවම,කතාව ම
කතාවේම,කතාවේ ම
කථාංගයක්ම,කථාංගයක් ම
කථාවකම,කථාවක ම
කථාවක්ම,කථාවක් ම
කථාවම,කථාව ම
කථාවේම,කථාවේ ම
කදරගම,කදරගම
කදිම,කදිම
කන්ඩායම,කන්ඩායම
කන්දීම,කන් දීම
කන්දෙම,කන්දෙම
කඳවුරකම,කඳවුරක ම
කප්පම,කප්පම
කම,කම
කම්පාවීම,කම්පා වීම
කම්ම,කම්ම
කමෙන්ම,කමෙන් ම
කරකැවීම,කරකැවීම
කරගත්තහම,කරගත්තහම
කරගැනීම,කර ගැනීම
කරගෙනම,කර ගෙනම
කරත්ම,කරත්ම
කරද්දිම,කරද්දි ම
කරදීම,කර දීම
කරනවම,කරනව ම
කරන්නක්ම,කරන්නක් ම
කරන්නම,කරන්න ම
කරන්නෙම,කරන්නෙ ම
කරපුවහාම,කරපුවහාම
කරපුවාම,කරපුවාම
කරලම,කරලම
කරලීම,කර ලී ම
කරවීම,කර වීම
කරහම,කරහම
කර්ම,කර්ම
කර්මයක්ම,කර්මයක් ම
කර්මයේම,කර්මයේ ම
කරාම,කරා ම
කරුණම,කරුණ ම
කරුණාවන්තකම,කරුණාවන්තක ම
කරුණුම,කරුණු ම
කරුවලේම,කරුවලේ ම
කලකින්ම,කලකින් ම
කලකිරීම,කල කිරීම
කලයම,කලයම
කලයුතුම,කලයුතුම
කලහම,කලහම
කල්තියාම,කල්තියා ම
කල්දැමීම,කල් දැමීම
කල්පැවැත්ම,කල් පැවැත්ම
කල්ලියේම,කල්ලියේ ම
කල්හිම,කල්හි ම
කල්හීම,කල්හී ම
කල්‍යාණධම්ම,කල්‍යාණධම්ම
කලාපයක්ම,කලාපයක් ම
කලාපයටම,කලාපයට ම
කලාම,කලාම
කලින්ම,කලින් ම
කලිසම,කලිසම
කලුම,කලුම
කලේම,කලේම
කවදාවත්ම,කවදාවත්ම
කවම,කවම
කවියකින්ම,කවියකින් ම
කවුරුත්ම,කවුරුත් ම
කවුරුවත්ම,කවුරුවත් ම
කළකිරීම,කළකිරීම
කළදෙනාම,කළදෙනාම
කළහම,කළහම
කළාම,කළාම
කළිසම,කළිසම
ක්ෂණිකවම,ක්ෂණිකව ම
ක්ෂේත්‍රයකටම,ක්ෂේත්‍රයකට ම
ක්ෂේත්‍රයකම,ක්ෂේත්‍රයක ම
ක්ෂේත්‍රයම,ක්ෂේත්‍රයම
ක්ෂේත්‍රයේම,ක්ෂේත්‍රයේ ම
ක්ෂේම,ක්ෂේම
ක්‍රම,ක්‍රම
ක්‍රමයම,ක්‍රමයම
ක්‍රියවලියටම,ක්‍රියවලියට ම
ක්‍රියාකාරකමක්ම,ක්‍රියාකාරකමක් ම
ක්‍රියාකිරීමෙන්ම,ක්‍රියාකිරීමෙන් ම
ක්‍රියාත්මකවීම,ක්‍රියාත්මක වීම
ක්‍රියාදාම,ක්‍රියාදාම
ක්‍රියාධාම,ක්‍රියාදාම
ක්‍රියාවක්ම,ක්‍රියාවක් ම
ක්‍රියාවටම,ක්‍රියාවට ම
ක්‍රියාවන්ම,ක්‍රියාවන් ම
