original,first,second,correction
ඕලෙවල් වලට,ඕලෙවල්,වලට,ඕලෙවල්වලට
කටයුතු වලට,කටයුතු,වලට,කටයුතුවලට
කඩවල් වලට,කඩවල්,වලට,කඩවල්වලට
කණ්ඩායම් වලට,කණ්ඩායම්,වලට,කණ්ඩායම්වලට
කතා වලට,කතා,වලට,කතාවලට
කථා වලට,කථා,වලට,කථාවලට
කදුමුදුන් වලට,කදුමුදුන්,වලට,කදුමුදුන්වලට
කන් වලට,කන්,වලට,කන්වලට
කපල් වලට,කපල්,වලට,කපල්වලට
කම් වලට,කම්,වලට,කම්වලට
කමෙන්ට් වලට,කමෙන්ට්,වලට,කමෙන්ට්වලට
කමෙන්ටු වලට,කමෙන්ටු,වලට,කමෙන්ටුවලට
කර්මාන්ත වලට,කර්මාන්ත,වලට,කර්මාන්තවලට
කරුණු වලට,කරුණු,වලට,කරුණුවලට
කවි වලට,කවි,වලට,කවිවලට
කසකස්ථාන් වලට,කසකස්ථාන්,වලට,කසකස්ථාන්වලට
කසිප්පු වලට,කසිප්පු,වලට,කසිප්පුවලට
ක්‍රම වලට,ක්‍රම,වලට,ක්‍රමවලට
ක්‍රියා වලට,ක්‍රියා,වලට,ක්‍රියාවලට
ක්‍රියාකාරකම් වලට,ක්‍රියාකාරකම්,වලට,ක්‍රියාකාරකම්වලට
ක්‍රීඩා වලට,ක්‍රීඩා,වලට,ක්‍රීඩාවලට
කාටුන් වලට,කාටුන්,වලට,කාටුන්වලට
කාන්තාර වලට,කාන්තාර,වලට,කාන්තාරවලට
කාරණා වලට,කාරණා,වලට,කාරණාවලට
කාර් වලට,කාර්,වලට,කාර්වලට
කාර්යාල වලට,කාර්යාල,වලට,කාර්යාලවලට
කාල වලට,කාල,වලට,කාලවලට
කාසි වලට,කාසි,වලට,කාසිවලට
කැබලි වලට,කැබලි,වලට,කැබලිවලට
කෑලි වලට,කෑලි,වලට,කෑලිවලට
කිරීම් වලට,කිරීම්,වලට,කිරීම්වලට
කුල වලට,කුල,වලට,කුලවලට
කෙසෙල් වලට,කෙසෙල්,වලට,කෙසෙල්වලට
කොමෙන්ට්ස් වලට,කොමෙන්ට්ස්,වලට,කොමෙන්ට්ස්වලට
කොමෙන්ටු වලට,කොමෙන්ටු,වලට,කොමෙන්ටුවලට
කොරල් වලට,කොරල්,වලට,කොරල්වලට
කොල්ලු වලට,කොල්ලු,වලට,කොල්ලුවලට
ගණන් වලට,ගණන්,වලට,ගණන්වලට
ගතිගුණ වලට,ගතිගුණ,වලට,ගතිගුණවලට
ගනුදෙනු වලට,ගනුදෙනු,වලට,ගනුදෙනුවලට
ගම් වලට,ගම්,වලට,ගම්වලට
ගම්මාන වලට,ගම්මාන,වලට,ගම්මානවලට
ගස් වලට,ගස්,වලට,ගස්වලට
ගැටලු වලට,ගැටලු,වලට,ගැටලුවලට
ගැටළු වලට,ගැටළු,වලට,ගැටළුවලට
ගැනීම් වලට,ගැනීම්,වලට,ගැනීම්වලට
ගිවිසුම් වලට,ගිවිසුම්,වලට,ගිවිසුම්වලට
ගීත වලට,ගීත,වලට,ගීතවලට
ගුණ වලට,ගුණ,වලට,ගුණවලට
ගෙදර වලට,ගෙදර,වලට,ගෙදරවලට
ගෙරවිලි වලට,ගෙරවිලි,වලට,ගෙරවිලිවලට
ගෙවල් වලට,ගෙවල්,වලට,ගෙවල්වලට
ගොවිබිම් වලට,ගොවිබිම්,වලට,ගොවිබිම්වලට
චරිත වලට,චරිත,වලට,චරිතවලට
චාරිත්‍ර වලට,චාරිත්‍ර,වලට,චාරිත්‍රවලට
චිත්‍රපට වලට,චිත්‍රපට,වලට,චිත්‍රපටවලට
චිත්‍රපටි වලට,චිත්‍රපටි,වලට,චිත්‍රපටිවලට
චෝදනා වලට,චෝදනා,වලට,චෝදනාවලට
ඡායාරුප වලට,ඡායාරුප,වලට,ඡායාරුපවලට
ජනකථා වලට,ජනකථා,වලට,ජනකථාවලට
ජිවිත වලට,ජිවිත,වලට,ජිවිතවලට
ජිසාන් වලට,ජිසාන්,වලට,ජිසාන්වලට
ජීවිත වලට,ජීවිත,වලට,ජීවිතවලට
ජෝඩු වලට,ජෝඩු,වලට,ජෝඩුවලට
ඩයරි වලට,ඩයරි,වලට,ඩයරිවලට
ඩ්හේවල් වලට,ඩ්හේවල්,වලට,ඩ්හේවල්වලට
තනතුරු වලට,තනතුරු,වලට,තනතුරුවලට
තර්ක වලට,තර්ක,වලට,තර්කවලට
තර්ජන වලට,තර්ජන,වලට,තර්ජනවලට
තාරකා වලට,තාරකා,වලට,තාරකාවලට
තැන් වලට,තැන්,වලට,තැන්වලට
තීරණ වලට,තීරණ,වලට,තීරණවලට
තුවාල වලට,තුවාල,වලට,තුවාලවලට
තෙල් වලට,තෙල්,වලට,තෙල්වලට
තේ වලට,තේ,වලට,තේ වලට
තොරතුරු වලට,තොරතුරු,වලට,තොරතුරුවලට
දඬු වලට,දඬු,වලට,දඬුවලට
දලු වලට,දලු,වලට,දලුවලට
දවස් වලට,දවස්,වලට,දවස්වලට
දසුන් වලට,දසුන්,වලට,දසුන්වලට
දැක්වීම් වලට,දැක්වීම්,වලට,දැක්වීම්වලට
දෑත් වලට,දෑත්,වලට,දෑත්වලට
දිරිගැන්වීම් වලට,දිරිගැන්වීම්,වලට,දිරිගැන්වීම්වලට
දේ වලට,දේ,වලට,දේවලට
දේවල් වලට,දේවල්,වලට,දේවල්වලට
දේශනා වලට,දේශනා,වලට,දේශනාවලට
දේ් වලට,දේ්,වලට,දේ්වලට
ධර්ම වලට,ධර්ම,වලට,ධර්මවලට
නපුරුගතිගුණ වලට,නපුරුගතිගුණ,වලට,නපුරුගතිගුණවලට
නාට්‍ය වලට,නාට්‍ය,වලට,නාට්‍යවලට
නැකැත් වලට,නැකැත්,වලට,නැකැත්වලට
නිර්මාණ වලට,නිර්මාණ,වලට,නිර්මාණවලට
නිවෙස් වලට,නිවෙස්,වලට,නිවෙස්වලට
නීති වලට,නීති,වලට,නීතිවලට
නෙරපීම් වලට,නෙරපීම්,වලට,නෙරපීම්වලට
පක්ෂ වලට,පක්ෂ,වලට,පක්ෂවලට
පද්ධති වලට,පද්ධති,වලට,පද්ධතිවලට
පන්ති වලට,පන්ති,වලට,පන්තිවලට
පන්සල් වලට,පන්සල්,වලට,පන්සල්වලට
පර්යේෂණ වලට,පර්යේෂණ,වලට,පර්යේෂණවලට
පරීක්ෂණ වලට,පරීක්ෂණ,වලට,පරීක්ෂණවලට
පව් වලට,පව්,වලට,පව්වලට
පවුල් වලට,පවුල්,වලට,පවුල්වලට
පළාත් වලට,පළාත්,වලට,පළාත්වලට
ප්‍රතිකාර වලට,ප්‍රතිකාර,වලට,ප්‍රතිකාරවලට
ප්‍රතිපත්ති වලට,ප්‍රතිපත්ති,වලට,ප්‍රතිපත්තිවලට
ප්‍රතිමා වලට,ප්‍රතිමා,වලට,ප්‍රතිමාවලට
ප්‍රතිවිපාක වලට,ප්‍රතිවිපාක,වලට,ප්‍රතිවිපාකවලට
ප්‍රබන්ධ වලට,ප්‍රබන්ධ,වලට,ප්‍රබන්ධවලට
ප්‍රශ්ණ වලට,ප්‍රශ්ණ,වලට,ප්‍රශ්ණවලට
ප්‍රශ්න වලට,ප්‍රශ්න,වලට,ප්‍රශ්නවලට
ප්‍රසංග වලට,ප්‍රසංග,වලට,ප්‍රසංගවලට
ප්‍රොෆයිල් වලට,ප්‍රොෆයිල්,වලට,ප්‍රොෆයිල්වලට
පාර්ශ්ව වලට,පාර්ශ්ව,වලට,පාර්ශ්වවලට
පාසැල් වලට,පාසැල්,වලට,පාසැල්වලට
පැති වලට,පැති,වලට,පැතිවලට
පැන වලට,පැන,වලට,පැනවලට
පිටරට වලට,පිටරට,වලට,පිටරටවලට
පිදේනි වලට,පිදේනි,වලට,පිදේනිවලට
පිඳුම් වලට,පිඳුම්,වලට,පිඳුම්වලට
පීලි වලට,පීලි,වලට,පීලිවලට
පුරප්පාඩු වලට,පුරප්පාඩු,වලට,පුරප්පාඩුවලට
පුරාවෘත්ති වලට,පුරාවෘත්ති,වලට,පුරාවෘත්තිවලට
පුවත් වලට,පුවත්,වලට,පුවත්වලට
පූජා වලට,පූජා,වලට,පූජාවලට
පෙදෙස් වලට,පෙදෙස්,වලට,පෙදෙස්වලට
බංකර් වලට,බංකර්,වලට,බංකර්වලට
බඩු වලට,බඩු,වලට,බඩුවලට
බදු වලට,බදු,වලට,බදුවලට
බයිස්කෝප් වලට,බයිස්කෝප්,වලට,බයිස්කෝප්වලට
බලකායවල් වලට,බලකායවල්,වලට,බලකායවල්වලට
බස් වලට,බස්,වලට,බස්වලට
බ්ලොග් වලට,බ්ලොග්,වලට,බ්ලොග්වලට
බැංකු වලට,බැංකු,වලට,බැංකුවලට
බිත්ති වලට,බිත්ති,වලට,බිත්තිවලට
බිදුම් වලට,බිදුම්,වලට,බිදුම්වලට
බෙදීම් වලට,බෙදීම්,වලට,බෙදීම්වලට
බොරු වලට,බොරු,වලට,බොරුවලට
බෝතල් වලට,බෝතල්,වලට,බෝතල්වලට
භව වලට,භව,වලට,භවවලට
මඩු වලට,මඩු,වලට,මඩුවලට
මත වලට,මත,වලට,මතවලට
මතභේද වලට,මතභේද,වලට,මතභේදවලට
මතවාද වලට,මතවාද,වලට,මතවාදවලට
මරණ වලට,මරණ,වලට,මරණවලට
මරාදැමීම් වලට,මරාදැමීම්,වලට,මරාදැමීම්වලට
මස් වලට,මස්,වලට,මස්වලට
මාධ්‍යය වලට,මාධ්‍යය,වලට,මාධ්‍යයවලට
මාර්ග වලට,මාර්ග,වලට,මාර්ගවලට
මාලු වලට,මාලු,වලට,මාලුවලට
මැල්ලුම් වලට,මැල්ලුම්,වලට,මැල්ලුම්වලට
මිනීමැරුම් වලට,මිනීමැරුම්,වලට,මිනීමැරුම්වලට
මුදල් වලට,මුදල්,වලට,මුදල්වලට
මෙහෙයුම් වලට,මෙහෙයුම්,වලට,මෙහෙයුම්වලට
මොල වලට,මොල,වලට,මොලවලට
මොලගෙඩි වලට,මොලගෙඩි,වලට,මොලගෙඩිවලට
රට වලට,රට,වලට,රටවලට
රටවන් වලට,රටවන්,වලට,රටවන්වලට
රටවල් වලට,රටවල්,වලට,රටවල්වලට
රණ්ඩු වලට,රණ්ඩු,වලට,රණ්ඩුවලට
රස්සා වලට,රස්සා,වලට,රස්සාවලට
රැස්වීම් වලට,රැස්වීම්,වලට,රැස්වීම්වලට
රුපරාමු වලට,රුපරාමු,වලට,රුපරාමුවලට
රේඩාර් වලට,රේඩාර්,වලට,රේඩාර්වලට
රෝග වලට,රෝග,වලට,රෝගවලට
රෝද වලට,රෝද,වලට,රෝදවලට
රෝල් වලට,රෝල්,වලට,රෝල්වලට
ලිනක්ස් වලට,ලිනක්ස්,වලට,ලිනක්ස්වලට
ලින්ක් වලට,ලින්ක්,වලට,ලින්ක්වලට
ලිපි වලට,ලිපි,වලට,ලිපිවලට
ලෙවල් වලට,ලෙවල්,වලට,ලෙවල්වලට
ලේ වලට,ලේ,වලට,ලේවලට
වචන වලට,වචන,වලට,වචනවලට
වත්පිළිවෙත් වලට,වත්පිළිවෙත්,වලට,වත්පිළිවෙත්වලට
වතු වලට,වතු,වලට,වතුවලට
වදන් වලට,වදන්,වලට,වදන්වලට
වර්ග වලට,වර්ග,වලට,වර්ගවලට
වසන්ත වලට,වසන්ත,වලට,වසන්තවලට
ව්‍යාපාර වලට,ව්‍යාපාර,වලට,ව්‍යාපාරවලට
වාසිකම් වලට,වාසිකම්,වලට,වාසිකම්වලට
වැඩ වලට,වැඩ,වලට,වැඩවලට
වැඩසටහන් වලට,වැඩසටහන්,වලට,වැඩසටහන්වලට
වැරදි වලට,වැරදි,වලට,වැරදිවලට
වැලේරියා වලට,වැලේරියා,වලට,වැලේරියාවලට
විද්‍යාල වලට,විද්‍යාල,වලට,විද්‍යාලවලට
විදි වලට,විදි,වලට,විදිවලට
වින්ඩෝස් වලට,වින්ඩෝස්,වලට,වින්ඩෝස්වලට
විවාද වලට,විවාද,වලට,විවාදවලට
විවාහ වලට,විවාහ,වලට,විවාහවලට
විශ්වාස වලට,විශ්වාස,වලට,විශ්වාසවලට
විෂ වලට,විෂ,වලට,විෂවලට
විෂයන් වලට,විෂයන්,වලට,විෂයන්වලට
විෂුවල් වලට,විෂුවල්,වලට,විෂුවල්වලට
වීම වලට,වීම,වලට,වීමවලට
වෙනස්කම් වලට,වෙනස්කම්,වලට,වෙනස්කම්වලට
වෙස්ටරොස් වලට,වෙස්ටරොස්,වලට,වෙස්ටරොස්වලට
සංකල්ප වලට,සංකල්ප,වලට,සංකල්පවලට
සබඳතා වලට,සබඳතා,වලට,සබඳතාවලට
සබ් වලට,සබ්,වලට,සබ්වලට
සබ්මැරින් වලට,සබ්මැරින්,වලට,සබ්මැරින්වලට
සභා වලට,සභා,වලට,සභාවලට
සම්පත් වලට,සම්පත්,වලට,සම්පත්වලට
සම්මන්ත්‍රණ වලට,සම්මන්ත්‍රණ,වලට,සම්මන්ත්‍රණවලට
සමාගම් වලට,සමාගම්,වලට,සමාගම්වලට
සල්ලි වලට,සල්ලි,වලට,සල්ලිවලට
සහතික වලට,සහතික,වලට,සහතිකවලට
සාකාච්ඡා වලට,සාකාච්ඡා,වලට,සාකාච්ඡාවලට
සිංදු වලට,සිංදු,වලට,සිංදුවලට
සිත් වලට,සිත්,වලට,සිත්වලට
සිතිවිලි වලට,සිතිවිලි,වලට,සිතිවිලිවලට
සිතුවම් වලට,සිතුවම්,වලට,සිතුවම්වලට
සිදුවීම් වලට,සිදුවීම්,වලට,සිදුවීම්වලට
සින්දු වලට,සින්දු,වලට,සින්දුවලට
සිරස වලට,සිරස,වලට,සිරසවලට
සිරැසි වලට,සිරැසි,වලට,සිරැසිවලට
සිරිත්විරිත් වලට,සිරිත්විරිත්,වලට,සිරිත්විරිත්වලට
සිල් වලට,සිල්,වලට,සිල්වලට
සුභපැතුම් වලට,සුභපැතුම්,වලට,සුභපැතුම්වලට
සූත්‍ර වලට,සූත්‍ර,වලට,සූත්‍රවලට
සූත්‍රාන්ත වලට,සූත්‍රාන්ත,වලට,සූත්‍රාන්තවලට
සේනා වලට,සේනා,වලට,සේනාවලට
හැඟුම් වලට,හැඟුම්,වලට,හැඟුම්වලට
හිජාබ් වලට,හිජාබ්,වලට,හිජාබ්වලට
හීන වලට,හීන,වලට,හීනවලට
ෆිල්ම් වලට,ෆිල්ම්,වලට,ෆිල්ම්වලට
ෆිල්ම්ස් වලට,ෆිල්ම්ස්,වලට,ෆිල්ම්ස්වලට
ෆුට්බෝල් වලට,ෆුට්බෝල්,වලට,ෆුට්බෝල්වලට
