original,correction
අධිකාරිය,අධිකාරිය
අධිකාරීමය,අධිකාරීමය
අධිනිශ්චය,අධිනිශ්චය
අධිපතිවාදය,අධිපතිවාදය
අධියථාර්ථවාදය,අධියථාර්ථවාදය
අධිරාජ්‍ය,අධිරාජ්‍ය
අධිරාජ්‍යය,අධිරාජ්‍යය
අධිරාජ්‍යවාදය,අධිරාජ්‍යවාදය
අධිශීලය,අධිශීලය
අධිෂ්ඨානය,අධිෂ්ඨානය
අධීක්ෂණය,අධීක්ෂණය
අධෛර්ය,අධෛර්ය
අනතුරුවය,අනතුරු ව ය
අනන්තය,අනන්තය
අනන්‍ය,අනන්‍ය
අනන්‍යතාවය,අනන්‍යතාවය
අනවබෝධය,අනවබෝධය
අනවශ්‍ය,අනවශ්‍ය
අනවශ්‍යය,අනවශ්‍ය ය
අන්කෙලිය,අංකෙළිය
අන්ඩය,අණ්ඩය
අන්තඃපුරය,අන්තඃපුරය
අන්තය,අන්තය
අන්තරය,අන්තරය
අන්තර්ගතය,අන්තර්ගතය
අන්තර්ජාලය,අන්තර්ජාලය
අන්තර්දෘෂ්ටිය,අන්තර්දෘෂ්ටිය
අන්තවාදය,අන්තවාදය
අන්තිමපේලිය,අන්තිම පේළිය
අන්දරය,අන්දරය
අන්ධකාරය,අන්ධකාරය
අන්ධානුකරණය,අන්ධානුකරණය
අන්‍ය,අන්‍ය
අන්‍යාගම්කරණය,අන්‍යාගම්කරණය
අන්‍යොන්‍ය,අන්‍යොන්‍ය
අන්‍යෝන්‍ය,අන්‍යොන්‍ය
අනාගතය,අනාගතය
අනාචාරය,අනාචාරය
අනාත්මය,අනාත්මය
අනාථභාවය,අනාථ භාවය
අනාථාගාරය,අනාථාගාරය
අනාවරණය,අනාවරණය
අනාවරනය,අනාවරණය
අනිත්ත්‍යය,අනිත්‍යය
අනිත්‍ය,අනිත්‍ය
අනිත්‍යතාවය,අනිත්‍යතාවය
අනිත්‍යය,අනිත්‍යය
අනිවාර්ය,අනිවාර්ය
අනිවාර්යය,අනිවාර්ය ය
අනීතිය,අනීතිය
අනීවාර්යය,අනිවාර්ය ය
අනුකරණය,අනුකරණය
අනුකලනය,අනුකලනය
අනුගමනය,අනුගමනය
අනුග්‍රහය,අනුග්‍රහය
අනුචිතය,අනුචිත ය
අනුපමේය,අනුපමේය
අනුපාතය,අනුපාතය
අනුපාතිකය,අනුපාතිකය
අනුපූරකතාවය,අනුපූරකතාවය
අනුබලය,අනුබලය
අනුභවය,අනුභවය
අනුභූතිය,අනුභූතිය
අනුමණ්ඩලය,අනුමණ්ඩලය
අනුමානය,අනුමාන ය
අනුමැතිය,අනුමැතිය
අනුරාගය,අනුරාගය
අනුරාධපුරය,අනුරාධපුරය
අනුරාධපුරයේය,අනුරාධපුරයේ ය
අනුරාධපුරවරය,අනුරාධපුරවරය
අනුරාලෝකය,අනුරාලෝකය
අනුවය,අනුව ය
අනුවර්තනය,අනුවර්තනය
අනුවාදනය,අනුවාදනය
අනුවාදය,අනුවාදය
අනුවිතර්කනය,අනුවිතර්කනය
අනුවේදනීය,අනුවේදනීය
අනුසය,අනුසය
අනුස්මරණීය,අනුස්මරණීය
අනූක්‍රමණය,අනුක්‍රමණය
අනූපමේය,අනුපමේය
අනේකත්වය,අනේකත්වය
අනේන්‍ය,අන්‍යොන්‍ය
අනෝන්‍ය,අන්‍යොන්‍ය
අඳනය,අඳනය
අඳුරය,අඳුර ය
අපචාරය,අපචාරය
අපද්‍රව්‍ය,අපද්‍රව්‍ය
අපදානය,අපදානය
අපනයනය,අපනයනය
අපමණය,අපමණ ය
අපයෝජනය,අපයෝජනය
අපරාධකාරිත්වය,අපරාධකාරිත්වය
අපරාධමය,අපරාධමය
අපරාධය,අපරාධය
අපරාපරිය,අපරාපරිය
අපරිහාණිය,අපරිහානීය
අපරිහානීය,අපරිහානීය
අපහරණය,අපහරණය
අපහසුතාවය,අපහසුතාවය
අපහසුය,අපහසු ය
අපහාසය,අපහාසය
අපහාසාත්මකය,අපහාසාත්මක ය
අප්‍රමාණය,අප්‍රමාණ ය
අප්‍රමාදය,අප්‍රමාදය
අප්‍රසාදය,අප්‍රසාදය
අප්‍රිය,අප්‍රිය
අපාය,අපාය
අපුරුය,අපූරු ය
අපූර්වත්වය,අපූර්වත්වය
අපූරුය,අපූරු ය
අපේක්ෂකත්වය,අපේක්ෂකත්වය
අපේක්ෂිතය,අපේක්ෂිත ය
අපෝහනය,අපෝහනය
අභය,අභය
අභයගිරිය,අභයගිරිය
අභයදානය,අභයදානය
අභව්‍ය,අභව්‍ය
අභ්‍යන්තරය,අභ්‍යන්තරය
අභ්‍යවකාශය,අභ්‍යවකාශය
අභ්‍යාසය,අභ්‍යාසය
අභාග්‍ය,අභාග්‍ය
අභාවය,අභාවය
අභාශය,ආභාෂය
අභිජනනය,අභිජනනය
අභිදර්මය,අභිධර්මය
අභිධර්මය,අභිධර්මය
අභිප්‍රාය,අභිප්‍රාය
අභිප්‍රේරණය,අභිප්‍රේරණය
අභිමතාර්ථය,අභිමතාර්ථය
අභිමානය,අභිමානය
අභියාචනය,අභියාචනය
අභියෝගය,අභියෝගය
අභිවාදනය,අභිවාදනය
අභිවෘද්ධිය,අභිවෘද්ධිය
අභිෂේකය,අභිෂේකය
අභිසමය,අභිසමය
අමනාපය,අමනාපය
අමනුෂ්‍ය,අමනුෂ්‍ය
අමරණිය,අමරණීය
අමරණීය,අමරණීය
අමරනියත්වය,අමරණීයත්වය
අමරාවතිය,අමරාවතිය
අමරාවික්ෂේපවාදය,අමරාවික්ෂේපවාදය
අම්ලය,අම්ලය
අමාත්‍ය,අමාත්‍ය
අමාත්‍යංශය,අමාත්‍යංශය
අමාත්‍යවරුන්ටය,අමාත්‍යවරුන්ට ය
අමාත්‍යාංශය,අමාත්‍යංශය
අමානුෂිකත්වය,අමානුෂිකත්වය
අමුද්‍රව්‍ය,අමුද්‍රව්‍ය
අඹන්පිටිය,අඹන්පිටිය
අඹරණවාය,අඹරණවාය
අඹේපිටිය,අඹේපිටිය
අය,අය
අයගෙය,අයගේ ය
අයමය,අය ම ය
අයය,අය ය
අයර්ලන්තය,අයර්ලන්තය
අයවැය,අයවැය
අයසිටිය,අය සිටිය
අය්තිය,අයිතිය
අයිතිය,අයිතිය
අයිය,අයියා
අයියාය,අයියා ය
අයිසීටීආයතනය,අයිසීටී ආයතනය
අයුක්තිය,අයුක්තිය
අයෝනිසෝමනසිකාරය,අයෝනිසෝ මනසිකාරය
අයෝමය,අයෝමය
අරගලය,අරගලය
අරගෙනය,අරගෙන ය
අරභයාය,අරභයා ය
අරලිය,අරලිය
අරහත්ඵලය,අරහත් ඵලය
අරහත්වය,අරහත්වය
අර්ඝණය,අර්ඝණය
අර්ථකථනය,අර්ථකථනය
අර්ථය,අර්ථය
අර්ථසාධකය,අර්ථසාධකය
අර්ථාන්විතය,අර්ථාන්විත ය
අර්ථාවබෝධය,අර්ථාවබෝධය
අර්ථිකය,ආර්ථිකය
අර්බුදය,අර්බුදය
අර්බුධය,අර්බුදය
අර්හත්වය,අර්හත්වය
අරාබිකරය,අරාබිකරය
අරාබිය,අරාබිය
අරිය,අරිය
අරුණාලෝකය,අරුණාලෝකය
අරුණෝදය,අරුණෝදය
අරුතමය,අරුතමය
අරුමය,අරුමය
අලංකරණය,අලංකරණය
අලංකාරත්වය,අලංකාරත්වය
අලංකාරය,අලංකාරය
අලදෙණිය,අලදෙණිය
අලහප්පෙරුමය,අලහප්පෙරුම ය
අල්පය,අල්ප ය
අල්පේශාක්‍ය,අල්පේශාක්‍ය
අලිය,අලියා
අලූදෙණිය,අලූදෙණිය
අලෙවිය,අලෙවිය
අවංකත්වය,අවංකත්වය
අවකාශය,අවකාශය
අවටය,අවට ය
අවතාරය,අවතාරය
අවතීර්ණය,අවතීර්ණය
අවදානය,අවධානය
අවදිකලේය,අවදි කළේ ය
අවදිය,අවධිය
අවධානය,අවධානය
අවධාරණය,අවධාරණය
අවධිය,අවධිය
අවධියේදීය,අවධියේ දී ය
අවධියේය,අවධියේ ය
අවනීතිය,අවනීතිය
අවබෝදය,අවබෝධය
අවබෝධය,අවබෝධය
අවබෝධයඅධ්‍යාපනය,අවබෝධය අධ්‍යාපනය
අවභාවිතය,අවභාවිතය
අවමය,අවම ය
අවමානය,අවමානය
අවලෝකනය,අවලෝකනය
අවලෝකය,අවලෝකය
අවවාදය,අවවාදය
අවශ්‍ය,අවශ්‍ය
අවශ්‍යතාවය,අවශ්‍යතාවය
අවශ්‍යමය,අවශ්‍ය ම ය
අවශ්‍යය,අවශ්‍ය ය
අවශෝෂණය,අවශෝෂණය
අවසරය,අවසරය
අවස්ථාවකදීය,අවස්ථාවක දී ය
අවස්ථාවකය,අවස්ථාවක ය
අවස්ථාවය,අවස්ථාව ය
අවස්ථාවේදීය,අවස්ථාවේ දී ය
අවසානය,අවසානය
අව්‍යාජත්වය,අව්‍යාජත්වය
අවැසිය,අවැසි ය
අවිචල්‍ය,අවිචල්‍ය
අවිනිශ්චිතතාවය,අවිනිශ්චිතතාවය
අවිය,අවිය
අවියෝජනීය,අවියෝජනීය
අවිවේකය,අවිවේකය
අවිශ්වසනීය,අවිශ්වසනීය
අවිශ්වාසය,අවිශ්වාසය
අවිහිංසාවාදය,අවිහිංසාවාදය
අවිහින්සාවාදය,අවිහිංසාවාදය
අවුරශ්මිය,අව්රශ්මිය
අශ්චර්ය,ආශ්චර්යය
අශෝභනත්වය,අශෝභනත්වය
අසංඛ්‍ය,අසංඛ්‍ය
අසත්‍ය,අසත්‍ය
අසත්‍යය,අසත්‍යය
අසනීපය,අසනීපය
අසප්පාය,අසප්පාය
අසභ්‍ය,අසභ්‍ය
අසමගිය,අසමගිය
අසමතුලිතභාවය,අසමතුලිත භාවය
අසමානතාවය,අසමානතාවය
අසමාන්‍ය,අසාමාන්‍ය
අසරණභාවය,අසරණ භාවය
අසලය,අසල ය
අසහනය,අසහනය
අසහාය,අසහාය
අස්ථාවරත්වය,අස්ථාවරත්වය
අස්විය,අස් විය
අසාධ්‍ය,අසාධ්‍ය
අසාධාරණත්වය,අසාධාරණත්වය
අසාධාරණය,අසාධාරණය
අසාමාන්‍ය,අසාමාන්‍ය
අසාරත්වය,අසාරත්වය
අසාර්ථකත්වය,අසාර්ථකත්වය
අසාර්ථකය,අසාර්ථක ය
අසිරිය,අසිරිය
අසිරියය,අසිරිය
අසීමිතය,අසීමිත ය
අසීරුය,අසීරු ය
අසුරේන්ද්‍රය,අසුරේන්ද්‍ර ය
අසුවිය,අසු විය
අහිංසකත්වය,අහිංසකත්වය
ආකරය,ආකරය
ආකර්ශණීය,ආකර්ෂණීය
ආකර්ශනය,ආකර්ෂණය
ආකර්ශනීය,ආකර්ෂණීය
ආකර්ෂණය,ආකර්ෂණය
ආකර්ෂණීය,ආකර්ෂණීය
ආකල්පමය,ආකල්පමය
ආකල්පය,ආකල්පය
ආක්‍රමණය,ආක්‍රමණය
ආකාරය,ආකාරය
ආකාරයකටය,ආකාරයකට ය
ආකාරයටමය,ආකාරයට ම ය
ආකාරයටය,ආකාරයට ය
ආකාශය,ආකාශය
ආකෘතිමය,ආකෘතිමය
ආකෘතිය,ආකෘතිය
ආගමනය,ආගමනය
ආගිය,ආගිය
ආචරණය,ආචරණය
ආචාරය,ආචාරය
ආචාර්ය,ආචාර්ය
ආචාර්යවරිය,ආචාර්යවරිය
ආජීවය,ආජීවය
ආටානාටිය,ආටානාටිය
ආටිගලය,ආටිගල ය
ආඩමිබරය,ආඩම්බරය
ආඩ්‍ය,ආඩ්‍ය
ආණාප්‍රතිමෝක්ෂය,ආණාප්‍රතිමෝක්ෂය
ආතතිය,ආතතිය
ආත්මය,ආත්මය
ආත්මවාදය,ආත්මවාදය
ආත්මාර්ථකාමිත්වය,ආත්මාර්ථකාමීත්වය
ආත්මාර්ථය,ආත්මාර්ථය
ආත්මීය,ආත්මීය
ආදරණීය,ආදරණීය
ආදරය,ආදරය
ආදරවන්තිය,ආදරවන්තිය
ආදර්ශය,ආදර්ශය
ආදාහනය,ආදාහනය
ආදිත්‍ය,ආදිත්‍ය
ආදිනවය,ආදීනවය
ආදිය,ආදිය
ආදීනවය,ආදීනවය
ආදීය,ආදීය
ආධ්‍යාත්මය,ආධ්‍යාත්මය
ආධ්‍යාත්මීය,ආධ්‍යාත්මීය
ආධානග්‍රාහීත්වය,ආධානග්‍රාහීත්වය
ආධාරකය,ආධාරකය
ආධාරය,ආධාරය
ආධිපත්‍ය,ආධිපත්‍යය
ආධිපත්‍යය,ආධිපත්‍යය
ආනන්තර්ය,ආනන්තර්ය
ආනන්තරිය,ආනන්තරිය
ආනයනය,ආනයනය
ආනාපානසතිය,ආනාපානසතිය
ආනිසංසය,ආනිසංසය
ආනුභාවය,ආනුභාවය
ආප්තය,ආප්තය
ආබාධය,ආබාධය
ආභරණය,ආභරණය
ආභාෂය,ආභාෂය
ආභාසය,ආභාසය
ආමණ්ත්‍රණය,ආමන්ත්‍රණය
ආමන්ත්‍රණය,ආමන්ත්‍රණය
ආමන්ත්‍රනය,ආමන්ත්‍රණය
ආමාෂය,ආමාශය
ආය,ආයෙ
ආයතනය,ආයතනය
ආයුධය,ආයුධය
ආයුර්වේදය,ආයුර්වේදය
ආයුෂය,ආයුෂය
ආයුසංස්කාරය,ආයුසංස්කාරය
ආයෝජනය,ආයෝජනය
ආරංචිය,ආරංචිය
ආරණ්‍ය,ආරණ්‍ය
ආරම්භය,ආරම්භය
ආරම්භවිය,ආරම්භ විය
ආරය,ආරය
ආර්ථිකමය,ආර්ථිකමය
ආර්ථිකය,ආර්ථිකය
ආර්ථීකය,ආර්ථිකය
ආර්ය,ආර්ය
ආර්යෝපවාදය,ආර්යෝපවාදය
ආර්්‍යය,ආර්ය
ආරාධනය,ආරාධනය
ආරාමය,ආරාමය
ආරෝග්‍ය,ආරෝග්‍ය
ආරෝපණය,ආරෝපණය
ආරෝපනය,ආරෝපණය
ආලය,ආලය
ආලෝකකරණය,ආලෝකකරණය
ආලෝකය,ආලෝකය
ආවරණය,ආවරණය
ආවර්ජනය,ආවර්ජනය
ආවාය,ආවා ය
ආවාසය,ආවාසය
ආවේගය,ආවේගය
ආවේය,ආවේ ය
ආවේශය,ආවේශය
ආශය,ආශය
ආශ්චය්‍යය,ආශ්චර්යය
ආශ්චර්ය,ආශ්චර්යය
ආශ්චර්යය,ආශ්චර්යය
ආශ්වාදනය,ආශ්වාදනය
ආශ්වාදය,ආශ්වාදය
ආශ්‍රමය,ආශ්‍රමය
ආශ්‍රය,ආශ්‍රය
ආශිර්වාදය,ආශීර්වාදය
ආශීර්වාදය,ආශීර්වාදය
ආසනය,ආසනය
ආසනයේය,ආසනයේ ය
ආසන්නයේය,ආසන්නයේ ය
ආසවක්ඛය,ආසවක්ඛය
ආස්වාදනය,ආස්වාදනය
ආස්වාදය,ආස්වාදය
ආහාරමය,ආහාරමය
ආහාරය,ආහාරය
ආළෝකය,ආලෝකය
ඇඟෙව්වේය,ඇඟෙව්වේ ය
ඇටම්පිටිය,ඇටම්පිටිය
ඇටය,ඇටය
ඇටැම්පිටිය,ඇටැම්පිටිය
ඇණය,ඇණය
ඇණිය,ඇණිය
ඇතඅමරණීය,ඇත අමරණීය
ඇත්තය,ඇත්ත ය
ඇත්තාහුය,ඇත්තාහු ය
ඇත්තේය,ඇත්තේ ය
ඇතිය,ඇති ය
ඇතිවන්නේය,ඇති වන්නේ ය
ඇතිවය,ඇති ව ය
ඇතිවිය,ඇති විය
ඇතිවීමය,ඇතිවීමය
ඇතුන්ටය,ඇතුන්ට ය
ඇතුලත්විය,ඇතුළත් විය
ඇතුල්විය,ඇතුල් විය
ඇදය,ඇදය
ඇදහිය,ඇදහිය
ඇද්දේය,ඇද්දේ ය
ඇන්දවිය,ඇන්දවිය
ඇනාය,ඇනා ය
ඇඳිය,ඇඳිය
ඇඳීමේකාර්යය,ඇඳීමේ කාර්යය
ඇපය,ඇපය
ඇබැද්දිය,ඇබැද්දිය
ඇමතිය,ඇමතිය
ඇමතිවරිය,ඇමතිවරිය
ඇමතීමේක්‍රමය,ඇමතීමේ ක්‍රමය
ඇමතීමේකාර්යය,ඇමතීමේ කාර්යය
ඇමෙරිකාවටය,ඇමෙරිකාවට ය
ඇමෙරිකාවය,ඇමෙරිකාව ය
ඇඹිලිපිටිය,ඇඹිලිපිටිය
ඇය,ඇය
ඇරඹිය,ඇරඹිය
ඇරඹුනේය,ඇරඹුණේ ය
ඇරඹුවාය,ඇරඹුවා ය
ඇරිය,ඇරිය
ඇරියේය,ඇරියේ ය
ඇල්පිටිය,ඇල්පිටිය
ඇවිලවීමය,ඇවිලවීම ය
ඇවිස්සිය,ඇවිස්සිය
ඇසිපිය,ඇසිපිය
ඇසිය,ඇසිය
ඇසීය,ඇසී ය
ඇසුවේය,ඇසුවේ ය
ඇෆ්ඝනිස්තානය,ඇෆ්ඝනිස්තානය
ඈය,ඇය
ඉංග්‍රිසිය,ඉංග්‍රීසිය
ඉංග්‍රීසිය,ඉංග්‍රීසිය
ඉංගිරිය,ඉංගිරිය
ඉංගිරීසිය,ඉංගිරීසිය
ඉක්බිතිවය,ඉක්බිති ව ය
ඉක්මගිය,ඉක්ම ගිය
ඉක්මවාගිය,ඉක්මවා ගිය
ඉගැන්විය,ඉගැන්විය
ඉගැන්වීය,ඉගැන්වී ය
ඉගිනිමිටිය,ඉගිනිමිටිය
ඉගිල්ලූනේය,ඉගිල්ලුණේ ය
ඉඟටිය,ඉඟටිය
ඉඟිණිමිටිය,ඉගිනිමිටිය
ඉච්ඡාභංගත්වය,ඉච්ඡාභංගත්වය
ඉටුකරදිය,ඉටු කර දිය
ඉටුවිය,ඉටු විය
ඉඩකඩෙහිය,ඉඩකඩෙහි ය
ඉඩදිය,ඉඩ දිය
ඉඩෝරය,ඉඩෝරය
ඉතාලිය,ඉතාලිය
ඉතාලියේය,ඉතාලියේ ය
ඉතිරිය,ඉතිරිය
ඉතිහාසමය,ඉතිහාසමය
ඉතිහාසය,ඉතිහාසය
ඉද්දීය,ඉද්දී ය
ඉදිරිය,ඉදිරිය
ඉන්ද්‍රඛිලය,ඉන්ද්‍රඛීලය
ඉන්ද්‍රිය,ඉන්ද්‍රිය
ඉන්ද්‍රීය,ඉන්ද්‍රිය
ඉන්දීය,ඉන්දීය
ඉඳගත්තේය,ඉඳගත්තේ ය
ඉඳිවිය,ඉදි විය
ඉපදිය,ඉපදිය
ඉපිදවීය,ඉපිදවී ය
ඉබ්බාය,ඉබ්බා ය
ඉරවඩිය,ඉරවඩිය
ඉරාකය,ඉරාකය
ඉරානය,ඉරානය
ඉරේශය,ඉරේශය
ඉලක්කය,ඉලක්කය
ඉල්ලපිය,ඉල්ලපිය
ඉල්ලාගෙනය,ඉල්ලාගෙන ය
ඉල්ලුවාය,ඉල්ලුවා ය
ඉල්ලුවේය,ඉල්ලුවේ ය
ඉවසිය,ඉවසිය
ඉස්තාලය,ඉස්තාලය
ඉස්තූතිය,ඉස්තූතිය
ඉස්ලාමීය,ඉස්ලාමීය
ඉසිපතනාරාමයේදීය,ඉසිපතනාරාමයේ දී ය
ඉසිලීය,ඉසිලී ය
ඉසුරුපාය,ඉසුරුපාය
ඉහළය,ඉහළ ය
ඊතලය,ඊතලය
ඊය,ඊය
ඊශ්‍රායලය,ඊශ්‍රායලය
උගත්වාදය,උගත්වාදය
උගහටය,උගහට ය
උච්චාරණය,උච්චාරණය
උචිතය,උචිත ය
උජ්ජාය,උජ්ජාය
උඩුකය,උඩුකය
උත්කෘෂ්ඨය,උත්කෘෂ්ඨය
උත්තමාචාරය,උත්තමාචාරය
උත්තරධ්‍රැවය,උත්තරධ්‍රැවය
උත්තරය,උත්තරය
උත්තිය,උත්තිය
උත්තේජනය,උත්තේජනය
උත්ථානය,උත්ථානය
උත්පත්තිය,උත්පත්තිය
උත්ප්‍රාසය,උත්ප්‍රාසය
උත්ප්‍රේරණය,උත්ප්‍රේරණය
උත්පාදනය,උත්පාදනය
උත්සවය,උත්සවය
උත්සවයකදීය,උත්සවයක දී ය
උත්සවයේදීය,උත්සවයේ දී ය
උත්සහය,උත්සාහය
උත්සාය,උත්සාහය
උත්සාහය,උත්සාහය
උත්සාහයය,උත්සාහය
උතුමන්ටය,උතුමන්ට ය
උදය,උදය
උදරය,උදරය
උදවිය,උදවිය
උද්ඝෝශනය,උද්ඝෝෂණය
උද්ඝෝෂණය,උද්ඝෝෂණය
උද්දීපනය,උද්දීපනය
උද්ධමනය,උද්ධමනය
උද්‍යයෝගය,උද්‍යෝගය
උද්‍යානය,උද්‍යානය
උදානය,උදානය
උදාරධ්‍යාශය,උදාරධ්‍යාශය
උදාවිය,උදා විය
උදාහරණය,උදාහරණය
උදෙසාය,උදෙසා ය
උන්නතිය,උන්නතිය
උනාය,උනා ය
උනේය,උනේ ය
උපකරණය,උපකරණය
උපකල්පනය,උපකල්පනය
උපක්‍රමය,උපක්‍රමය
උපකාරය,උපකාරය
උපදේශකත්වය,උපදේශකත්වය
උපදේශනය,උපදේශනය
උපදේශය,උපදේශය
උපන්දිනය,උපන්දිනය
උපන්නේය,උපන්නේ ය
උපයෝගීතාවය,උපයෝගීතාවය
උපරිමය,උපරිමය
උපවාසය,උපවාසය
උපවිශේෂය,උපවිශේෂය
උපසංස්කෘතිය,උපසංස්කෘතිය
උපසමනය,උපසමනය
උපසමානුස්සතිය,උපසමානුස්සතිය
උපස්ථානය,උපස්ථානය
උපසිරසකරණය,උපසිරසකරණය
උපසිරසිය,උපසිරැසිය
උපසිරැසිය,උපසිරැසිය
උපහාරය,උපහාරය
උප්පත්තිය,උප්පත්තිය
උප්පාදනය,උත්පාදනය
උපාංගය,උපාංගය
උපාදනස්කන්ධය,උපාදානස්කන්ධය
උපාදානය,උපාදානය
උපාදානස්කන්ධය,උපාදානස්කන්ධය
උපාදානස්ඛන්ධය,උපාදානස්කන්ධය
උපාධිය,උපාධිය
උපාය,උපාය
උපාසකය,උපාසකය
උපෝසථාගාරය,උපෝසථාගාරය
උභයක්ඛය,උභයක්ඛය
උමන්දය,උමන්දය
උරමය,උරුමය
උරුමය,උරුමය
උල්ලංගනය,උල්ලංඝනය
උල්ලංඝණය,උල්ලංඝනය
උල්ලංඝනය,උල්ලංඝනය
උෂ්ණත්වය,උෂ්ණත්වය
උෂ්නත්වය,උෂ්ණත්වය
උස්බෙකිස්තානය,උස්බෙකිස්තානය
උසාවිය,උසාවිය
ඌනිතවාදය,ඌනිතවාදය
ඌෂ්ණය,ඌෂ්ණය
එංගලන්තය,එංගලන්තය
එකඟත්වය,එකඟත්වය
එකඟවිය,එකඟ විය
එකය,එක ය
එකසිය,එකසිය
එක්විය,එක් විය
එක්වූවාය,එක් වූවා ය
එජාපය,එජාපය
එතනය,එතන ය
එතැනය,එතැන ය
එතුමිය,එතුමිය
එනවාය,එනවා ය
එන්නය,එන්න ය
එනිසාය,එනිසා ය
එපමණය,එපමණ ය
එපරිදිය,එපරිදි ය
එපාය,එපා ය
එපැය,එපා ය
එබඳුය,එබඳු ය
එමටය,එමට ය
එය,එය
එයමය,එය ම ය
එරෙහිවය,එරෙහිව ය
එලය,එලය
එල්ටීටීඊය,එල්ටීටීඊය
එල්ටීටීය,එල්ටීටීඊය
එල්ලවිය,එල්ල විය
එල්ලිය,එල්ලිය
එලිය,එළිය
එලෙසමය,එලෙස ම ය
එලෙසය,එලෙස ය
එවිටය,එවිට ය
එවිය,එවිය
එසැවුවාය,එසැවූවා ය
එසේනොවේය,එසේ නොවේ ය
එසේමය,එසේ ම ය
එසේය,එසේ ය
එහිදීය,එහි දී ය
එහෙමය,එහෙම ය
එළඹිය,එළඹිය
එළඹියේය,එළඹියේ ය
එළැඹිය,එළැඹි ය
එළිදැක්විය,එළිදැක්විය
එළිය,එළිය
ඒකකය,ඒකකය
ඒකත්වය,ඒකත්වය
ඒකපාර්ශවීය,ඒකපාර්ශවීය
ඒකාධිකාරය,ඒකාධිකාරය
ඒකාධිපතිය,ඒකාධිපතිය
ඒකාන්තය,ඒකාන්ත ය
ඒය,ඒය
ඒවාාය,ඒවා ය
ඓතිහාසිකත්වය,ඓතිහාසිකත්වය
ඓන්ද්‍රීය,ඓන්ද්‍රීය
ඓශ්චර්යය,ඓශ්චර්යය
