original,correction
කතාවේදී,කතාවේ දී
කද්දී,කද්දී
කන්නයේදී,කන්නයේ දී
කරද්දී,කරද්දී
කරදී,කර දී
කර්මයේදී,කර්මයේ දී
කර්මවලදී,කර්මවල දී
කර්මවාදී,කර්මවාදී
කලකදී,කලක දී
කලල්පිටියේදී,කලල්පිටියේ දී
කල්පයේදී,කල්පයේ දී
කලාපවලදී,කලාපවල දී
කවිවලදී,කවිවල දී
ක්ෂාන්තිවාදී,ක්ෂාන්තිවාදී
ක්ෂේත්‍රයේදී,ක්ෂේත්‍රයේ දී
ක්‍රමයේදී,ක්‍රමයේ දී
ක්‍රියාකරද්දී,ක්‍රියාකරද්දී
ක්‍රියාවලියේදී,ක්‍රියාවලියේ දී
ක්‍රියාවාදී,ක්‍රියාවාදී
ක්‍රීඩාංගණයේදී,ක්‍රීඩාංගණයේ දී
කාමාදී,කාමාදී
කාරණයේදී,කාරණයේ දී
කාරණාවලදී,කාරණාවල දී
කාරණාවේදී,කාරණාවේ දී
කාර්යකදී,කාර්යක දී
කාර්යයේදී,කාර්යයේ දී
කාර්යවලදී,කාර්යවල දී
කාර්යාලයේදී,කාර්යාලයේ දී
කාලපරිච්ඡේදයකදී,කාලපරිච්ඡේදයක දී
කාලයකදී,කාලයක දී
කාලයන්වලදී,කාලයන්වල දී
කාලයේදී,කාලයේ දී
කාලවලදී,කාලවල දී
කාලෙකදී,කාලෙක දී
කාලෙදී,කාලෙ දී
කාලේදී,කාලේ දී
කැටගල්ආරේදී,කැටගල්ආරේ දී
කැණීම්වලදී,කැණීම්වල දී
කැණීමේදී,කැණීමේ දී
කිමිදී,කිමිදී
කියද්දී,කියද්දී
කියවද්දී,කියවද්දී
කියවීමේදී,කියවීමේ දී
කියාදී,කියා දී
කිරිඳිවැලදී,කිරිඳිවැල දී
කිරිමේදී,කිරිමේ දී
කිරීමදී,කිරීමදී
කිරීම්වලදී,කිරීම්වල දී
කිරීමේදී,කිරීමේ දී
කිහිපයකදී,කිහිපයක දී
කිහිපයේදී,කිහිපයේ දී
කීපයකදී,කීපයක දී
කීමේදී,කීමේ දී
කුණුවෙද්දී,කුණුවෙද්දී
කුදී,කුදී
කුලවාදී,කුලවාදී
කුස්සියේදී,කුස්සියේ දී
කෘතවේදී,කෘතවේදී
කෙටිකාලයක්දී,කෙටිකාලයක් දී
කොටසෙදී,කොටසෙ දී
කොටසේදී,කොටසේ දී
කොතැනදී,කොතැන දී
කොලඹදී,කොළඹ දී
කොළඹදී,කොළඹ දී
කෝච්චියේදී,කෝච්චියේ දී
ගණනාවකදී,ගණනාවක දී
ගතවෙද්දී,ගතවෙද්දී
ගනිද්දී,ගනිද්දී
ගනුදෙනුවලදී,ගනුදෙනුවල දී
ගමන්වලදී,ගමන්වල දී
ගමනාරම්භයේදී,ගමනාරම්භයේ දී
ගමනේදී,ගමනේ දී
ගල්කිස්සේදී,ගල්කිස්සේ දී
ගහද්දී,ගහද්දී
ග්‍රාමයේදී,ග්‍රාමයේ දී
ගාථාවක්දී,ගාථාවක් දී
ගාවදී,ගාවදී
ගැටුම්වලදී,ගැටුම්වල දී
ගැටුමේදී,ගැටුමේ දී
ගැටුවකදී,ගැටුවකදී
ගැනීමෙහිදී,ගැනීමෙහි දී
ගැනීමේදී,ගැනීමේ දී
ගැසීමේදී,ගැසීමේ දී
ගීතයකදී,ගීතයක දී
ගුවන්තොටුපොළේදී,ගුවන්තොටුපොළේ දී
ගෙදරකදී,ගෙදරක දී
ගෙවද්දී,ගෙවද්දී
ගෙවීමේදී,ගෙවීමේ දී
ගෝත්‍රවාදී,ගෝත්‍රවාදී
චිත්‍රපටයේදී,චිත්‍රපටයේ දී
චුතවෙද්දී,චුතවෙද්දී
චේතියෙහිදී,චේතියෙහි දී
ජයගනිද්දී,ජයගනිද්දී
ජාතිකවාදී,ජාතිකවාදී
ජාතිවාදී,ජාතිවාදී
ජාලකරණයෙදී,ජාලකරණයෙ දී
ජිනීවාවලදී,ජිනීවාවල දී
ජිනීවාහිදී,ජිනීවාහි දී
ජිවිතයේදී,ජීවිතයේ දී
ජීවිතයෙහිදී,ජීවිතයෙහි දී
ජීවිතයේදී,ජීවිතයේ දී
ජීවිතේදී,ජීවිතේ දී
ජුදී,ජුදී
තත්ත්වයකදී,තත්ත්වයක දී
තන්හිදී,තන්හි දී
තරගයේදී,තරගයේ දී
තරගවලදී,තරගවල දී
තරගාවලියේදී,තරගාවලියේ දී
තරඟයේදී,තරගයේ දී
තරණයේදී,තරණයේ දී
තලද්දී,තලද්දී
තලයේදී,තලයේ දී
ත්‍රස්තවාදී,ත්‍රස්තවාදී
තාක්ෂණවේදී,තාක්ෂණවේදී
තාදී,තාදී
තායිලන්තේදී,තායිලන්තේ දී
තැනකදී,තැනක දී
තැනදී,තැන දී
තැන්වලදී,තැන්වල දී
තිබියදී,තිබියදී
තිබෙද්දී,තිබෙද්දී
තියෙද්දී,තියෙද්දී
තිස්පහේදී,තිස්පහේ දී
තුනකදී,තුනක දී
තුනේදී,තුනේ දී
තුලදී,තුළ දී
තුළදී,තුළ දී
තේරීමෙදී,තේරීමෙදී
තොටුපළේදී,තොටුපළේ දී
ථෙරවාදී,ථෙරවාදී
ථේරවාදී,ථෙරවාදී
දකුණේදී,දකුණේ දී
දමනයේදී,දමනයේ දී
දවසකදී,දවසක දී
දවසේදී,දවසේ දී
දහවලේදී,දහවලේ දී
දානයේදී,දානයේ දී
දානාදී,දානාදී
දැක්වීමේදී,දැක්වීමේ දී
දැනෙද්දී,දැනෙද්දී
දික්කසාදයේදී,දික්කසාදයේ දී
දිදී,දිදී
දිනකදී,දිනක දී
දිනයකදී,දිනයක දී
දිනයේදී,දිනයේ දී
දිනවලදී,දිනවල දී
දියුණුවේදී,දියුණුවේ දී
දිවයද්දී,දිවයද්දී
දී,දී
දීමේදී,දීමේ දී
දුකෙහිදී,දුකෙහි දී
දුකේදී,දුකේ දී
දුටුවේදී,දුටුවේදී
දුරකදී,දුරක දී
දුරගමන්වලදී,දුරගමන්වල දී
දුවද්දී,දුවද්දී
දෘෂ්ටිවාදී,දෘෂ්ටිවාදී
දෙකකදී,දෙකක දී
දෙකේදී,දෙකේ දී
දෙද්දී,දෙද්දී
දෙහිවලදී,දෙහිවල දී
දේවවාදී,දේවවාදී
දේවස්ථානයකදී,දේවස්ථානයක දී
දේවස්ථානයේදී,දේවස්ථානයේ දී
දේශනයකදී,දේශනයක දී
දේශනාවකදී,දේශනාවක දී
දේශනාවන්හිදී,දේශනාවන්හි දී
දේශනාවලදී,දේශනාවල දී
දේශපාලනයේදී,දේශපාලනයේ දී
දොරටුවලදී,දොරටුවල දී
දොරමඩලාවදී,දොරමඩලාව දී
ධනයදී,ධනය දී
ධනවාදී,ධනවාදී
ධර්මායතනයේදී,ධර්මායතනයේ දී
නගරයේදී,නගරයේ දී
නඟද්දී,නඟද්දී
නඩුවකදී,නඩුවක දී
නදී,නදී
නමුත්දී,නමුත්දී
නවකතාවලදී,නවකතාවල දී
නවතැන්පොළකදී,නවතැන්පොළක දී
නවලිබරල්වාදී,නවලිබරල්වාදී
නාමරූපාදී,නාමරූපාදී
නාසාදී,නාසාදී
නිගමනයන්හිදී,නිගමනයන්හි දී
නිදද්දී,නිදද්දී
නිධානෝත්සවයේදී,නිධානෝත්සවයේ දී
නින්දේදී,නින්දේ දී
නිමේෂයේදී,නිමේෂයේ දී
නියෝජනයේදී,නියෝජනයේ දී
නිර්මාණයේදී,නිර්මාණයේ දී
නිර්මාණවලදී,නිර්මාණවල දී
නිවනේදී,නිවනේ දී
නිවසේදී,නිවසේ දී
නිසාකරද්දී,නිසා කරද්දී
නීතිවේදී,නීතිවේදී
නුදුරේදී,නුදුරේ දී
නුවරදී,නුවර දී
නුුදුරේදී,නුදුරේ දී
නූතනවාදයේදී,නූතනවාදයේ දී
නූතනවාදී,නූතනවාදී
නොදී,නොදී
පන්සලකදී,පන්සලක දී
පරමවාදී,පරමවාදී
පරලොවදී,පරලොව දී
පර්යේෂණයකදී,පර්යේෂණයක දී
පරිදී,පරිදි
පරිභෝජනවාදී,පරිභෝජනවාදී
පරිශ්‍රයේදී,පරිශ්‍රයේ දී
පරිසරන්හිදී,පරිසරන්හිදී
පරිසරයේදී,පරිසරයේ දී
පරීක්ෂණයේදී,පරීක්ෂණයේ දී
පරීක්ෂණවලදී,පරීක්ෂණවල දී
පල්ලියේදී,පල්ලියේ දී
පවතිද්දී,පවතිද්දී
පවසද්දී,පවසද්දී
පස්සේදී,පස්සේ දී
පසුබිමකදී,පසුබිමක දී
පසේනදී,පසේනදී
පහරදී,පහර දී
පහුවෙද්දී,පහුවෙද්දී
ප්‍රකාශනවාදී,ප්‍රකාශනවාදී
ප්‍රචාරකවාදී,ප්‍රචාරකවාදී
ප්‍රචාරනයේදී,ප්‍රචාරනයේ දී
ප්‍රජාතන්ත්‍රවාදී,ප්‍රජාතන්ත්‍රවාදී
ප්‍රතිවාදී,ප්‍රතිවාදී
ප්‍රදේශයේදී,ප්‍රදේශයේ දී
ප්‍රදේශවලදී,ප්‍රදේශවල දී
ප්‍රශ්නයේදී,ප්‍රශ්නයේ දී
ප්‍රශ්නවලදී,ප්‍රශ්නවල දී
ප්‍රශ්නෙකදී,ප්‍රශ්නෙක දී
ප්‍රසංගවලදී,ප්‍රසංගවල දී
ප්‍රහාරයේදී,ප්‍රහාරයේ දී
ප්‍රාණඝාතාදී,ප්‍රාණඝාතාදී
පාඨමාලාවේදී,පාඨමාලාවේ දී
පාඩමේදී,පාඩමේ දී
පාරකදී,පාරක දී
පාර්ලිමේන්තුවේදී,පාර්ලිමේන්තුවේ දී
පාරේදී,පාරේ දී
පාලනයේදී,පාලනයේ දී
පාලියේදී,පාලියේ දී
පාවාදී,පාවා දී
පාසලේදී,පාසලේ දී
පැද්දී,පැද්දී
පැමිණෙද්දී,පැමිණෙද්දී
පැරදී,පැරදී
පැරැදී,පැරදී
පැවැත්වීමේදී,පැවැත්වීමේ දී
පැවැත්වෙද්දී,පැවැත්වෙද්දී
පැහැදී,පැහැදී
පෑදී,පෑදී
පිටදී,පිටදී
පිටියේදී,පිටියේ දී
පිබිදී,පිබිදී
පියවරේදී,පියවරේ දී
පිරික්සීමේදී,පිරික්සීමේ දී
පිරීක්ෂීමේදී,පිරීක්සීමේ දී
පිළිවිසීමේදී,පිළිවිසීමේ දී
පුරද්දී,පුරද්දී
පුරාණයේදී,පුරාණයේ දී
පෙන්වාදී,පෙන්වා දී
පෙරදී,පෙර දී
පෙරවරුවේදී,පෙරවරුවේ දී
පෙරහැරවලදී,පෙරහැරවල දී
පෙළෙද්දී,පෙළෙද්දී
පොලිසියේදී,පොලිසියේ දී
පෝලිමේදී,පෝලිමේ දී
බංග්ලාදේශයේදී,බංග්ලාදේශයේ දී
බටදුවේදී,බටදුවේ දී
බටහිරදී,බටහිර දී
බඩගෝස්තරවාදී,බඩගෝස්තරවාදී
බලද්දී,බලද්දී
බලාදී,බලා දී
බසිද්දී,බසිද්දී
බහදී,බහ දී
බහිද්දී,බහිද්දී
බාරදී,භාර දී
බාසිලෝනාවේදී,බාසිලෝනාවේ දී
බැදී,බැදී
බැලීමේදී,බැලීමේ දී
බිමන්වලදී,බිමන්වල දී
බුද්ධගයාවෙහිදී,බුද්ධගයාවෙහි දී
බුද්ධාදී,බුද්ධාදී
බුදුසසුනේදී,බුදුසසුනේ දී
බෙදී,බෙදී
බෙදීමේදී,බෙදීමේ දී
බෙදුම්වාදී,බෙදුම්වාදී
බෙඳුම්වාදී,බෙදුම්වාදී
බෞද්ධාරාමයේදී,බෞද්ධාරාමයේ දී
භවයකදී,භවයක දී
භවයන්හිදී,භවයන්හි දී
භවයේදී,භවයේ දී
භාගයේදී,භාගයේ දී
භාරතයේදී,භාරතයේ දී
භාරදී,භාර දී
භාවනාවලදී,භාවනාවල දී
භාවිතයේදී,භාවිතයේ දී
භාෂාවකදී,භාෂාවක දී
භූමියතුලදී,භූමිය තුළ දී
භූමියේදී,භූමියේ දී
භෞතිකවාදී,භෞතිකවාදී
මංචකයේදී,මංචකයේ දී
මගදී,මඟ දී
මඟදී,මඟ දී
මඟෙහිදී,මඟෙහි දී
මඤ්චකයේදී,මඤ්චකයේ දී
මතකයිදී,මතකයිදී
මතවාදී,මතවාදී
මධ්‍යස්ථානයේදී,මධ්‍යස්ථානයේ දී
මන්දිරයේදී,මන්දිරයේ දී
මනුලොවදී,මනුලොව දී
මරණයේදී,මරණයේ දී
මරදානේදී,මරදානේ දී
මහරගමදී,මහරගම දී
මහාවංශාදී,මහාවංශාදී
මාඕවාදී,මාඕවාදී
මාක්ස්වාදී,මාක්ස්වාදී
මාධ්‍යයේදී,මාධ්‍යයේ දී
මාධ්‍යවේදී,මාධ්‍යවේදී
මානවවාදී,මානවවාදී
මානුෂවාදී,මානුෂවාදී
මාර්ගයේදී,මාර්ගයේ දී
මාසයේදී,මාසයේ දී
මැතිවරණයේදී,මැතිවරණයේ දී
මැතිවරණවලදී,මැතිවරණවල දී
මැදදී,මැද දී
මැදුරේදී,මැඳුරේ දී
මැනීමේදී,මැනීමේ දී
මැලේසියාවේදී,මැලේසියාවේ දී
මැවුම්වාදී,මැවුම්වාදී
මෑතකදී,මෑතක දී
මිදී,මිදී
මිලදී,මිල දී
මිළදී,මිල දී
මුණගැසෙද්දී,මුණගැසෙද්දී
මුරපොලේදී,මුරපොළේ දී
මුලදී,මුල දී
මුහුණදී,මුහුණ දී
මුහුදේදී,මුහුදේ දී
මුහුර්තයකදී,මුහුර්තයක දී
මූලධර්මවාදී,මූලධර්මවාදී
මූලයේදී,මූලයේ දී
මෙතනදී,මෙතන දී
මෙතැනදී,මෙතැන දී
මෙලොවදී,මෙලොව දී
මෙහිදී,මෙහි දී
මෙහෙදී,මෙහෙ දී
මෙහෙයුම්වලදී,මෙහෙයුම්වල දී
මේකෙදී,මේකෙ දී
මොහොතකදී,මොහොතක දී
මොහොතේදී,මොහොතේ දී
යතාර්ථවාදී,යථාර්ථවාදී
යථාර්තවාදී,යථාර්ථවාදී
යථාර්ථවාදී,යථාර්ථවාදී
යද්දී,යද්දී
යනවිටදී,යනවිට දී
යනාදී,යනාදී
යාච්ඤාවේදී,යාච්ඤාවේ දී
යානදී,යානදී
යානවාහනාදී,යානවාහනාදී
යානොදී,යානොදී
යාමේදී,යාමේ දී
යුගයෙහිදී,යුගයෙහි දී
යුගයේදී,යුගයේ දී
යුද්ධයකදී,යුද්ධයක දී
යුද්ධයේදී,යුද්ධයේ දී
යෙදී,යෙදී
රංගනයෙදී,රංගනයෙදී
රංගනයේදී,රංගනයේ දී
රගපෑමේදී,රඟපෑමේ දී
රචනයකදී,රචනයක දී
රචනයේදී,රචනයේ දී
රටකදී,රටක දී
රටවලදී,රටවල දී
රටේදී,රටේ දී
රසායනාගාරයේදී,රසායනාගාරයේ දී
රාගාදී,රාගාදී
රාජමහාමාත්‍යාදී,රාජමහාමාත්‍යාදී
රාජ්‍යයකදී,රාජ්‍යයක දී
රාත්‍රියේදී,රාත්‍රියේ දී
රැකගැනීමේදී,රැකගැනීමේ දී
රැදී,රැඳී
රැයකදී,රැයක දී
රැස්කරද්දී,රැස්කරද්දී
රැස්වීමකදී,රැස්වීමක දී
රැළියේදී,රැළියේ දී
රැුස්වීමකදී,රැස්වීමක දී
රැුස්වීමේදී,රැස්වීමේ දී
රිදී,රිදී
රෝගයේදී,රෝගයේ දී
රෝහලකදී,රෝහලක දී
රෝහලේදී,රෝහලේ දී
ලංකාවේදී,ලංකාවේ දී
ලගදී,ළඟ දී
ලඟදී,ළඟ දී
ලද්දී,ලද්දී
ලදී,ලදී
ලබද්දී,ලබද්දී
ලබාදී,ලබා දී
ලබාදීමේදී,ලබාදීමේ දී
ලැබෙද්දී,ලැබෙද්දී
ලිපියෙදී,ලිපියෙ දී
ලිපියේදී,ලිපියේ දී
ලියද්දී,ලියද්දී
ලෙනින්වාදී,ලෙනින්වාදී
ලොවදී,ලොව දී
ලොවේදී,ලොවේ දී
ලෝකයේදී,ලෝකයේ දී
වකවානුවේදී,වකවානුවේ දී
වටයකදී,වටයක දී
වඩිද්දී,වඩිද්දී
වතාවත්වලදී,වතාවත්වල දී
වතාවලදී,වතාවල දී
වද්දී,වද්දී
වදිද්දී,වදිද්දී
වදී,වදී
වනද්දී,වනද්දී
වරදී,වරදී
වර්ගවාදී,වර්ගවාදී
වර්තමානයේදී,වර්තමානයේ දී
වලදී,වල දී
වසන්තයේදී,වසන්තයේ දී
වසරේදී,වසරේ දී
වාදයේදී,වාදයේ දී
වාදී,වාදී
වාරයකදී,වාරයක දී
වාරයේදී,වාරයේ දී
වැටලීම්වලදී,වැටලීම්වල දී
වැටෙද්දී,වැටෙද්දී
වැඩමවීමේදී,වැඩමවීමේ දී
වැඩසටහනේදී,වැඩසටහනේ දී
වැඩසිටියදී,වැඩ සිටියදී
වැදී,වැදී
වැරදී,වැරදී
විකාශනයේදී,විකාශනයේ දී
විගණනයේදී,විගණනයේ දී
විග්‍රහයේදී,විග්‍රහයේ දී
විඥාණවාදී,විඥාණවාදී
විටදී,විට දී
විද්‍යාවේදී,විද්‍යාවේදී
විදාස්ථානයේදී,විදාස්ථානයේදී
විදීමේදී,විදීමේ දී
විනාශයකදී,විනාශයක දී
විනිශ්චයේදී,විනිශ්චයේ දී
විඳවද්දී,විඳවද්දී
විඳිද්දී,විඳිද්දී
විපස්සනාදී,විපස්සනාදී
විප්ලවවාදී,විප්ලවවාදී
විභජජවාදී,විභජජවාදී
විභාගයේදී,විභාගයේ දී
විභූජ්ජවාදී,විභූජ්ජවාදී
විමර්ශනයකදී,විමර්ශනයක දී
විමර්ශනවලදී,විමර්ශනවල දී
විමසද්දී,විමසද්දී
විමසීමකදී,විමසීමක දී
විමසීමේදී,විමසීමේ දී
විමුත්තියේදී,විමුත්තියේදී
වියලද්දී,වියලද්දී
වියේදී,වියේ දී
විරෝදී,විරෝධී
විශ්ලේෂණයේදී,විශ්ලේෂණයේ දී
විසඳීමේදී,විසඳීමේ දී
විසිරෙද්දී,විසිරෙද්දී
විසිවෙද්දී,විසිවෙද්දී
විහාරයේදී,විහාරයේ දී
විහාරස්ථානයේදී,විහාරස්ථානයේ දී
විහිදී,විහිදී
වීමේදී,වීමේ දී
වෙත්දී,වෙත්දී
වෙදගෙදරදී,වෙදගෙදර දී
වෙද්දී,වෙද්දී
වෙන්කරදී,වෙන්කර දී
වෙන්දේසියේදී,වෙන්දේසියේ දී
වෙලාවේදී,වෙලාවේ දී
වෙසෙද්දී,වෙසෙද්දී
වේදිකාවේදී,වේදිකාවේ දී
වේදී,වේදී
වේලාවකදී,වේලාවක දී
වේලාවන්හිදී,වේලාවන්හි දී
වේලාවේදී,වේලාවේ දී
ශ්‍රවණාගාරයේදී,ශ්‍රවණාගාරයේ දී
ශාලාවේදී,ශාලාවේ දී
ශාසනවලදී,ශාසනවල දී
ශාස්ත්‍රවේදී,ශාස්ත්‍රවේදී
ශීලාදී,ශීලාදී
ශුභවාදී,ශුභවාදී
සංගායනාවේදී,සංගායනාවේ දී
සංඝායනාවේදී,සංගායනාවේ දී
සංචාරයේදී,සංචාරයේ දී
සංයුත්තයේදී,සංයුත්තයේ දී
සංයෝගයේදී,සංයෝගයේ දී
සංවත්සරයේදී,සංවත්සරයේ දී
සංවාදයේදී,සංවාදයේ දී
සංවේදී,සංවේදී
සටනකදී,සටනක දී
සටන්වලදී,සටන්වල දී
සටනේදී,සටනේ දී
සටහන්වලදී,සටහන්වල දී
සත්‍යවාදී,සත්‍යවාදී
සතිපට්ඨානයේදී,සතිපට්ඨානයේ දී
සතියේදී,සතියේ දී
සතුටේදී,සතුටේ දී
සතුවෙද්දී,සතු වෙද්දී
සමයේදී,සමයේ දී
සම්පාදනයේදී,සම්පාදනයේ දී
සමාජවාදී,සමාජවාදී
සමාලෝචනයකදී,සමාලෝචනයක දී
සමුළුවකදී,සමුළුවක දී
සමුළුවේදී,සමුළුවේ දී
සසුනේදී,සසුනේ දී
සළද්දී,සලද්දී
ස්ත්‍රීවාදී,ස්ත්‍රීවාදී
ස්ථවිරවාදී,ස්ථවිරවාදී
ස්ථවීරවාදී,ස්ථවිරවාදී
ස්ථානයකදී,ස්ථානයක දී
ස්ථානයේදී,ස්ථානයේ දී
ස්ථානවලදී,ස්ථානවල දී
සාංචියේදී,සාංචියේ දී
සාකච්ඡාවකදී,සාකච්ඡාවක දී
සාකච්ඡාවෙහිදී,සාකච්ඡාවෙහි දී
සාකච්ඡාවේදී,සාකච්ඡාවේ දී
සාක්කිවලදී,සාක්කිවල දී
සාරදී,සාරදී
සාරසංග්‍රහවාදී,සාරසංග්‍රහවාදී
සැකසීමේදී,සැකසීමේ දී
සැදී,සැදී
සැපයීමේදී,සැපයීමේ දී
සැපේදී,සැපේ දී
සැලකීමේදී,සැලකීමේ දී
සැසදීමේදී,සැසඳීමේ දී
සෑදී,සෑදී
සෑදීමෙදී,සෑදීමෙ දී
සිංහරාජයේදී,සිංහරාජයේ දී
සිටිද්දී,සිටිද්දී
සිටියදී,සිටියදී
සිටීමේදී,සිටීමේ දී
සිතද්දී,සිතද්දී
සිතීමේදී,සිතීමේ දී
සිද්ධියේදී,සිද්ධියේ දී
සිදුවීමේදී,සිදුවීමේ දී
සිදුවෙද්දී,සිදුවෙද්දී
සියවසේදී,සියවසේ දී
සිරගෙදරදී,සිරගෙදර දී
සිිටිද්දී,සිිටිද්දී
සීමාවකදී,සීමාවක දී
සීමාවේදී,සීමාවේ දී
සීසෑමේදී,සීසෑමේ දී
සුපිරිවටයේදී,සුපිරි වටයේ දී
සුබවාදී,සුබවාදී
සුභවාදී,සුබවාදී
සුභසාධනයේදී,සුභසාධනයේ දී
සූත්‍රයෙහිදී,සූත්‍රයෙහි දී
සූත්‍රයේදී,සූත්‍රයේ දී
සෙන්කඩගලදී,සෙන්කඩගල දී
සෙවණකදී,සෙවණක දී
සෞන්දර්යවාදී,සෞන්දර්යවාදී
හදද්දී,හදද්දී
හමද්දී,හමද්දී
හමුවකදී,හමුවක දී
හමුවේදී,හමුවේ දී
හැදී,හැදී
හෑරවීමේදී,හෑරවීමේ දී
හිතද්දී,හිතද්දී
හිතවාදී,හිතවාදී
හිදී,හිදී
හුදී,හුදී
හේතුවාදී,හේතුවාදී
හොයද්දී,හොයද්දී
හෝටලයේදී,හෝටලයේ දී
ළගදී,ළඟ දී
ළඟකදී,ළඟක දී
ළඟදී,ළඟ දී
