original,first,second,correction
එක්ටැම් ගේ,එක්ටැම්,ගේ,එක්ටැම්ගේ
එතුමන් ගේ,එතුමන්,ගේ,එතුමන්ගේ
එතුමා ගේ,එතුමා,ගේ,එතුමාගේ
එයත් ගේ,එයත්,ගේ,එයත් ගේ
එයා ගේ,එයා,ගේ,එයාගේ
එයාට ගේ,එයාට,ගේ,එයාට ගේ
ඔබ ගේ,ඔබ,ගේ,ඔබගේ
ඔය ගේ,ඔය,ගේ,ඔය ගේ
ඔයා ගේ,ඔයා,ගේ,ඔයාගේ
ඔවුන් ගේ,ඔවුන්,ගේ,ඔවුන්ගේ
ඔවූන් ගේ,ඔවූන්,ගේ,ඔවුන්ගේ
ඔහු ගේ,ඔහු,ගේ,ඔහුගේ
ඔහේ ගේ,ඔහේ,ගේ,ඔහේගේ
කඩාකප්පල්කාරීන් ගේ,කඩාකප්පල්කාරීන්,ගේ,කඩාකප්පල්කාරීන්ගේ
කරන්නකු ගේ,කරන්නකු,ගේ,කරන්නෙකුගේ
කර්මයන් ගේ,කර්මයන්,ගේ,කර්මයන්ගේ
කල්දේරා ගේ,කල්දේරා,ගේ,කල්දේරාගේ
කසූ ගේ,කසූ,ගේ,කසූගෙ
කාඩිනල් ගේ,කාඩිනල්,ගේ,කාඩිනල්ගේ
කැලේද ගේ,කැලේද,ගේ,කැලේ ද ගේ
කියන ගේ,කියන,ගේ,කියන ගේ
කෙනෙක් ගේ,කෙනෙක්,ගේ,කෙනෙක්ගේ
කොල්ලෙක් ගේ,කොල්ලෙක්,ගේ,කොල්ලෙක්ගේ
කෝරා ගේ,කෝරා,ගේ,කෝරාගේ
ගඩොල් ගේ,ගඩොල්,ගේ,ගඩොල් ගේ
ගල් ගේ,ගල්,ගේ,ගල් ගේ
ගාණක ගේ,ගාණක,ගේ,ගාණකගේ
ගැමියෙකු ගේ,ගැමියෙකු,ගේ,ගැමියෙකුගේ
ගෑල්ළමයා ගේ,ගෑල්ළමයා,ගේ,ගෑල්ළමයා ගේ
ගුණයන් ගේ,ගුණයන්,ගේ,ගුණයන්ගේ
ගුණරත්නම් ගේ,ගුණරත්නම්,ගේ,ගුණරත්නම්ගේ
ගුණේ ගේ,ගුණේ,ගේ,ගුණේගේ
ගෝතමිය ගේ,ගෝතමිය,ගේ,ගෝතමියගේ
චතුරංග ගේ,චතුරංග,ගේ,චතුරංගගේ
චාලී ගේ,චාලී,ගේ,චාලීගේ
ජගුවරයා ගේ,ජගුවරයා,ගේ,ජගුවරයාගේ
ජනතාව ගේ,ජනතාව,ගේ,ජනතාවගේ
ජාතිකයකු ගේ,ජාතිකයකු,ගේ,ජාතිකයකුගේ
ජොනී ගේ,ජොනී,ගේ,ජොනීගේ
ටික ගේ,ටික,ගේ,ටික ගේ
ටොම් ගේ,ටොම්,ගේ,ටොම්ගේ
ඩයස් ගේ,ඩයස්,ගේ,ඩයස්ගේ
තමන් ගේ,තමන්,ගේ,තමන්ගේ
තමා ගේ,තමා,ගේ,තමාගේ
තාත්තා ගේ,තාත්තා,ගේ,තාත්තාගේ
තිසාහාමි ගේ,තිසාහාමි,ගේ,තිසාහාමිගේ
දයාරත්න ගේ,දයාරත්න,ගේ,දයාරත්නගේ
දරුවන් ගේ,දරුවන්,ගේ,දරුවන්ගේ
දියණිය ගේ,දියණිය,ගේ,දියණියගේ
දුමී ගේ,දුමී,ගේ,දුමීගේ
දෙවියන් ගේ,දෙවියන්,ගේ,දෙවියන්ගේ
දේවිය ගේ,දේවිය,ගේ,දේවියගේ
නාහිමියන් ගේ,නාහිමියන්,ගේ,නාහිමියන්ගේ
නැගණිය ගේ,නැගණිය,ගේ,නැගණියගේ
නිර්ධනීන් ගේ,නිර්ධනීන්,ගේ,නිර්ධනීන්ගේ
නිලියන් ගේ,නිලියන්,ගේ,නිළියන්ගේ
නිව්ටන් ගේ,නිව්ටන්,ගේ,නිව්ටන්ගේ
නෙල්සන් ගේ,නෙල්සන්,ගේ,නෙල්සන්ගේ
පයිසර් ගේ,පයිසර්,ගේ,පයිසර්ගේ
පරණ ගේ,පරණ,ගේ,පරණ ගේ
පරිසරවේදීන් ගේ,පරිසරවේදීන්,ගේ,පරිසරවේදීන්ගේ
පසිඳුරන් ගේ,පසිඳුරන්,ගේ,පසිඳුරන්ගේ
පහුවෙනිදම ගේ,පහුවෙනිදම,ගේ,පහුවෙනිදම ගේ
ප්‍රශ්නේ ගේ,ප්‍රශ්නේ,ගේ,ප්‍රශ්නේ ගේ
පිළිම ගේ,පිළිම,ගේ,පිළිමගේ
පුත්‍ර ගේ,පුත්‍ර,ගේ,පුත්‍රගේ
පුද්ගලයන් ගේ,පුද්ගලයන්,ගේ,පුද්ගලයන්ගේ
බිරිඳ ගේ,බිරිඳ,ගේ,බිරිඳගේ
බුද්ධික ගේ,බුද්ධික,ගේ,බුද්ධිකගේ
බුදු ගේ,බුදු,ගේ,බුදු ගේ
බුදුරජාණන්වහන්සේ ගේ,බුදුරජාණන්වහන්සේ,ගේ,බුදුරජාණන් වහන්සේගේ
බුදුරදුන් ගේ,බුදුරදුන්,ගේ,බුදුරදුන්ගේ
බූවා ගේ,බූවා,ගේ,බුවාගේ
බොරිස් ගේ,බොරිස්,ගේ,බොරිස්ගේ
බොරුකාරයන් ගේ,බොරුකාරයන්,ගේ,බොරුකාරයන්ගේ
බොලෝ ගේ,බොලෝ,ගේ,බොලෝගේ
භාජිතයා ගේ,භාජිතයා,ගේ,භාජිතයාගේ
භික්ෂූන් ගේ,භික්ෂූන්,ගේ,භික්ෂූන්ගේ
මත්ස්‍යයින් ගේ,මත්ස්‍යයින්,ගේ,මත්ස්‍යයින්ගේ
මනමාලියක ගේ,මනමාලියක,ගේ,මනමාලියකගේ
මම ගේ,මම,ගේ,මම ගේ
මයික් ගේ,මයික්,ගේ,මයික්ගේ
මල්ලී ගේ,මල්ලී,ගේ,මල්ලීගේ
මලෝ ගේ,මලෝ,ගේ,මලෝගේ
මා ගේ,මා,ගේ,මාගේ
මානවයා ගේ,මානවයා,ගේ,මානවයාගේ
මාමා ගේ,මාමා,ගේ,මාමාගේ
මාර්කෝ ගේ,මාර්කෝ,ගේ,මාර්කෝගේ
මාලිනිය ගේ,මාලිනිය,ගේ,මාලිනියගේ
මාසයකින් ගේ,මාසයකින්,ගේ,මාසයකින් ගේ
මැඬියා ගේ,මැඬියා,ගේ,මැඬියාගේ
මැන්ඩෙලා ගේ,මැන්ඩෙලා,ගේ,මැන්ඩෙලාගේ
මැස්සා ගේ,මැස්සා,ගේ,මැස්සාගේ
මිණිසා ගේ,මිණිසා,ගේ,මිනිසාගේ
මිනිසා ගේ,මිනිසා,ගේ,මිනිසාගේ
මිනිසුන් ගේ,මිනිසුන්,ගේ,මිනිසුන්ගේ
මුළුතැන් ගේ,මුළුතැන්,ගේ,මුළුතැන්ගේ
මේ ගේ,මේ,ගේ,මේ ගේ
මොහු ගේ,මොහු,ගේ,මොහුගේ
යකුන් ගේ,යකුන්,ගේ,යකුන්ගේ
යමකු ගේ,යමකු,ගේ,යමකුගේ
යාත්‍රිකයා ගේ,යාත්‍රිකයා,ගේ,යාත්‍රිකයාගේ
යාලුවෙක් ගේ,යාලුවෙක්,ගේ,යාළුවෙක්ගේ
රජතුමා ගේ,රජතුමා,ගේ,රජතුමාගේ
රජු ගේ,රජු,ගේ,රජුගේ
රාජකීයයන් ගේ,රාජකීයයන්,ගේ,රාජකීයයන්ගේ
රිචඩ් ගේ,රිචඩ්,ගේ,රිචඩ්ගේ
රූකා ගේ,රූකා,ගේ,රූකාගේ
රෝස් ගේ,රෝස්,ගේ,රෝස්ගේ
ලක්වැසියන් ගේ,ලක්වැසියන්,ගේ,ලක්වැසියන්ගේ
ලාංකිකයන් ගේ,ලාංකිකයන්,ගේ,ලාංකිකයන්ගේ
වටදා ගේ,වටදා,ගේ,වටදාගේ
වර්න් ගේ,වර්න්,ගේ,වර්න්ගේ
වස්තූන් ගේ,වස්තූන්,ගේ,වස්තූන්ගේ
වහන්සේ ගේ,වහන්සේ,ගේ,වහන්සේගේ
විදානේ ගේ,විදානේ,ගේ,විදානේගේ
විනිසුරුවරයා ගේ,විනිසුරුවරයා,ගේ,විනිසුරුවරයාගේ
වුල්ෆ් ගේ,වුල්ෆ්,ගේ,වුල්ෆ්ගේ
වෙඩිවර්ධන ගේ,වෙඩිවර්ධන,ගේ,වෙඩිවර්ධනගේ
ශ්‍රී ගේ,ශ්‍රී,ගේ,ශ්‍රීගේ
සංචාරකයන් ගේ,සංචාරකයන්,ගේ,සංචාරකයන්ගේ
සගයන් ගේ,සගයන්,ගේ,සගයන්ගේ
සතෙක් ගේ,සතෙක්,ගේ,සතෙක්ගේ
සඳහා ගේ,සඳහා,ගේ,සඳහා ගේ
සහෝ ගේ,සහෝ,ගේ,සහෝගේ
ස්ථිර ගේ,ස්ථිර,ගේ,ස්ථිර ගේ
ස්පිට්ල් ගේ,ස්පිට්ල්,ගේ,ස්පිට්ල්ගේ
සාමාජිකයින් ගේ,සාමාජිකයින්,ගේ,සාමාජිකයින්ගේ
සැදැහැවතුන් ගේ,සැදැහැවතුන්,ගේ,සැදැහැවතුන්ගේ
සිංහයන් ගේ,සිංහයන්,ගේ,සිංහයන්ගේ
සිංහලුන් ගේ,සිංහලුන්,ගේ,සිංහලුන්ගේ
සිටුවරයා ගේ,සිටුවරයා,ගේ,සිටුවරයාගේ
සිරකාරියක ගේ,සිරකාරියක,ගේ,සිරකාරියකගේ
සිරිල් ගේ,සිරිල්,ගේ,සිරිල්ගේ
සිල්වා ගේ,සිල්වා,ගේ,සිල්වාගේ
සිසුන් ගේ,සිසුන්,ගේ,සිසුන්ගේ
සීන් ගේ,සීන්,ගේ,සීන්ගේ
සීයලා ගේ,සීයලා,ගේ,සීයලාගේ
සොන්යා ගේ,සොන්යා,ගේ,සොන්යාගේ
සෝර්බා ගේ,සෝර්බා,ගේ,සෝර්බාගේ
හයිබ්‍රිඩ්ඩා ගේ,හයිබ්‍රිඩ්ඩා,ගේ,හයිබ්‍රිඩ්ඩාගේ
හා ගේ,හා,ගේ,හා ගේ
හාමුදුරුවන් ගේ,හාමුදුරුවන්,ගේ,හාමුදුරුවන්ගේ
හැලපකාරයා ගේ,හැලපකාරයා,ගේ,හැලපකාරයාගේ
හිටපු ගේ,හිටපු,ගේ,හිටපු ගේ
හිමියන් ගේ,හිමියන්,ගේ,හිමියන්ගේ
හිමිවරුන් ගේ,හිමිවරුන්,ගේ,හිමිවරුන්ගේ
ළමයා ගේ,ළමයා,ගේ,ළමයාගේ
ෆ්‍රොයිඩ් ගේ,ෆ්‍රොයිඩ්,ගේ,ෆ්‍රොයිඩ්ගේ
