original,correction
නායකුයෙකුව,නායකයෙකුව
නායිකාව,නායිකාව
නායිකාවගේ,නායිකාවගේ
නායිකාවද,නායිකාව ද
නායිකාවන්,නායිකාවන්
නායිදු,නායිදු
නාරජ,නා රජ
නාරජතෙමේ,නා රජ තෙමේ
නාරජුගේ,නා රජුගේ
නාරටි,නාරටි
නාරද,නාරද
නාරන්,නාරන්
නාර්නියාවේ,නාර්නියාවේ
නාරායන,නාරායන
නාරාහෙන්පිට,නාරාහෙන්පිට
නාරි,නාරි
නාරිගම,නාරිගම
නාරිලතා,නාරිලතා
නාල,නාල
නාලක,නාලක
නාලකයි,නාලකයි
නාලත්,නාලත්
නාලන්ද,නාලන්ද
නාලන්දා,නාලන්දා
නාලන්දාව,නාලන්දාව
නාලන්දාවෙ,නාලන්දාවෙ
නාලන්දේ,නාලන්දේ
නාලනී,නාලනී
නාලාගිරි,නාලාගිරි
නාලිකා,නාලිකා
නාලිකාව,නාලිකාව
නාලිකාවක,නාලිකාවක
නාලිකාවක්,නාලිකාවක්
නාලිකාවකින්,නාලිකාවකින්
නාලිකාවටම,නාලිකාවටම
නාලිකාවන්ට,නාලිකාවන්ට
නාලිකාවල,නාලිකාවල
නාලිකාවේ,නාලිකාවේ
නාවන,නාවන
නාවන්න,නාවන්න
නාවලපිටියට,නාවලපිටියට
නාවානම්,නාවානම්
නාවි,නාවි
නාවික,නාවික
නාවින්නේ,නාවින්නේ
නාවොත්,නාවොත්
නාශක,නාශක
නාශකයි,නාශකයි
නාෂක,නාෂක
නාසය,නාසය
නාසයට,නාසයට
නාසයෙන්,නාසයෙන්
නාස්ති,නාස්ති
නාස්තිය,නාස්තිය
නාස්තියට,නාස්තියට
නාස්තිවලට,නාස්තිවලට
නාස්තිවීමත්,නාස්ති වීමත්
නාස්තිවෙන,නාස්ති වෙන
නාසා,නාසා
නාසාදී,නාසාදී
නාසෙන්,නාසෙන්
නාහතු,නාහතු
නාහන,නාහන
නාහිමි,නා හිමි
නාහිමිගේ,නා හිමිගේ
නාහිමිපාණන්,නා හිමිපාණන්
නාහිමිපාණන්ගේ,නා හිමිපාණන්ගේ
නාහිමිපාණන්ට,නා හිමිපාණන්ට
නාහිමියන්,නා හිමියන්
නාහිමියන්ගේ,නා හිමියන්ගේ
නාහිමියෝ,නා හිමියෝ
නාහෙට,නාහෙට
නාහේ,නාහේ
නාළිකාත්,නාළිකාත්
නාළිකාවන්හි,නාළිකාවන්හි
