original,correction
ආරක්ෂාවද,ආරක්ෂාව ද
ආරම්භයක්ද,ආරම්භයක් ද
ආරම්භවීද,ආරම්භ වී ද
ආර්ථිකයේද,ආර්ථිකයේ ද
ආර්යෝපවාද,ආර්යෝපවාද
ආරාමද,ආරාම ද
ආරාමයද,ආරාමය ද
ආවද,ආවද
ආවාද,ආවා ද
ආශ්‍රිතවද,ආශ්‍රිත ව ද
ආශිර්වාද,ආශීර්වාද
ආශිර්වාදයද,ආශිර්වාදය ද
ආශීර්වාද,ආශීර්වාද
ආස්වාද,ආස්වාද
ආහාරද,ආහාර ද
ආහාරවලද,ආහාරවල ද
ඇඩෙල්ද,ඇඩෙල් ද
ඇඬුවද,ඇඬුවද
ඇත්තක්ද,ඇත්තක් ද
ඇත්තද,ඇත්ත ද
ඇත්තන්ද,ඇත්තන් ද
ඇත්තේද,ඇත්තේ ද
ඇත්ද,ඇත්ද
ඇතැයිද,ඇතැයි ද
ඇතිද,ඇති ද
ඇතිනේද,ඇති නේද
ඇතිවීමටද,ඇති වීමට ද
ඇතිවුවද,ඇති වුව ද
ඇතිවූයේද,ඇති වූයේ ද
ඇතිවේද,ඇති වේ ද
ඇතුළෙද,ඇතුළෙ ද
ඇද,ඇද
ඇද්ද,ඇද්ද
ඇන්ද,ඇන්ද
ඇනුම්පද,ඇනුම්පද
ඇයටද,ඇයට ද
ඇයද,ඇය ද
ඇයිද,ඇයි ද
ඇරගෙනද,ඇරගෙන ද
ඇල්ලුවද,ඇල්ලුවද
ඇවිත්ද,ඇවිත් ද
ඇවිද,ඇවිද
ඇවිදීවිද,ඇවිදීවි ද
ඇසින්ද,ඇසින් ද
ඇහුනද,ඇහුණද
ඇහුවද,ඇහුවද
ඈත්වෙලාද,ඈත් වෙලා ද
ඉගෙනගෙනද,ඉගෙනගෙන ද
ඉතිහාසයටද,ඉතිහාසයට ද
ඉතිහාසයද,ඉතිහාසය ද
ඉද,ඉඳ
ඉදලද,ඉඳල ද
ඉද්දිද,ඉද්දි ද
ඉදිරියෙහිද,ඉදිරියෙහි ද
ඉදිවූවද,ඉදි වූව ද
ඉනන්වද,ඉන්නවා ද
ඉන්ද්‍රියකටද,ඉන්ද්‍රියකට ද
ඉන්දිකාද,ඉන්දිකා ද
ඉන්නද,ඉන්න ද
ඉන්නවද,ඉන්නවද
ඉන්නවාද,ඉන්නවා ද
ඉඳන්ද,ඉඳන් ද
ඉඳිමුද,ඉඳිමු ද
ඉඳුල්ද,ඉඳුල් ද
ඉපදීමටද,ඉපදීමට ද
ඉපදුණාද,ඉපදුණා ද
ඉපදුනද,ඉපදුණද
ඉපැයුවද,ඉපැයුවද
ඉපිද,ඉපිද
ඉබ්බෙක්ද,ඉබ්බෙක් ද
ඉඹුලකන්ද,ඉඹුලකන්ද
ඉරිද,ඉරිදා
ඉලව්වකටද,ඉලව්වකට ද
ඉල්ලීමද,ඉල්ලීම ද
ඉලූඹකන්ද,ඉලූඹකන්ද
ඉවරද,ඉවරද
ඉවසන්ද,ඉවසන් ද
ඉස්කෝලෙන්ද,ඉස්කෝලෙන් ද
උගන්නලද,උගන්නල ද
උගන්වන්නේද,උගන්වන්නේ ද
උචේඡ්ද,උච්ඡේද
උඩද,උඩ ද
උත්තරද,උත්තර ද
උත්තරයක්ද,උත්තරයක් ද
උත්ප්‍රාසයක්ද,උත්ප්‍රාසයක් ද
උතුවන්කන්ද,උතුවන්කන්ද
උද්භිද,උද්භිද
උදාවූයේද,උදා වූයේ ද
උන්ටද,උන්ට ද
උන්ද,උන් ද
උන්මාද,උන්මාද
උනාද,උනා ද
උනාවිද,උනාවි ද
උපකරණද,උපකරණ ද
උපකරණයකින්ද,උපකරණයකින් ද
උපක්‍රමයක්ද,උපක්‍රමයක් ද
උපදිනවාද,උපදිනවා ද
උපදීද,උපදී ද
උපන්නද,උපන්නද
උපමාවක්ද,උපමාවක් ද
උපවාද,උපවාද
උප්පාද,උප්පාද
උපාධිධාරියෙක්ද,උපාධිධාරියෙක් ද
උපාධියද,උපාධිය ද
උපාධියෙන්ද,උපාධියෙන් ද
උබද,උඹ ද
උරුමයද,උරුමය ද
උවද,වුව ද
උසස්වීමද,උසස්වීම ද
උස්සයිද,උස්සයි ද
උසිගන්වනවාද,උසි ගන්වනවා ද
ඌමද,ඌම ද
ඍෂිවරුන්ටද,ඍෂිවරුන්ට ද
එකකටද,එකකට ද
එකක්ද,එකක් ද
එකඟද,එකඟ ද
එකටද,එකට ද
එකද,එක ද
එක්කද,එක්ක ද
එකාගෙන්ද,එකාගෙන් ද
එකාද,එකා ද
එකාවද,එකාව ද
එකෙක්ද,එකෙක් ද
එකෙන්ද,එකෙන් ද
එතැනින්ද,එතැනින් ද
එද,එදා
එදාද,එදා ද
එදිනද,එදින ද
එනඅමාත්‍යවරයාද,එන අමාත්‍යවරයා ද
එනවද,එනවද
එන්නද,එන්න ද
එපමණක්ද,එපමණක් ද
එපාද,එපා ද
එයද,එය ද
එයාද,එයා ද
එයිද,එයි ද
එයින්ද,එයින් ද
එරන්දිගෙන්ද,එරන්දිගෙන් ද
එලහිරවෙයිද,එල හිර වෙයි ද
එල්ලලාද,එල්ලලා ද
එලියකන්ද,එළියකන්ද
එවයිද,එවයි ද
එවිටද,එවිට ද
එවුන්ද,එවුන් ද
එහෙන්ද,එහෙන් ද
එහෙමද,එහෙම ද
ඒවාාද,ඒවා ද
ඒවාිද,ඒවා ද
ඔද,ඔද
ඔනද,ඕන ද
ඔබටද,ඔබට ද
ඔබද,ඔබ ද
ඔවුනටද,ඔවුනට ද
ඔවුන්ද,ඔවුන් ද
ඔහුටද,ඔහුට ද
ඔහුද,ඔහු ද
ඕනද,ඕන ද
ඕනවෙයිද,ඕන වෙයි ද
ඕනෑද,ඕනෑ ද
ඕනිද,ඕනි ද
ඕනෙද,ඕනෙ ද
ඕනේද,ඕනෙ ද
ඕලන්ද,ඕලන්ද
ඕවාද,ඕවා ද
ඕස්ට්‍රේලියාවද,ඕස්ට්‍රේලියාව ද
කකුලද,කකුල ද
කජ්ජක්ද,කජ්ජක් ද
කටයුතුද,කටයුතු ද
කටින්ද,කටින් ද
කටුකුරුන්ද,කටුකුරුන්ද
කටුබැද්ද,කටුබැද්ද
කණ්ඩායම්ද,කණ්ඩායම් ද
කතන්දරද,කතන්දර ද
කතාද,කතා ද
කතාවක්ද,කතාවක් ද
කතිකාවත්ද,කතිකාවත් ද
කතිරයටද,කතිරයට ද
කතුවරයාද,කතුවරයා ද
කනගාටුවක්ද,කනගාටුවක් ද
කනටද,කනට ද
කනවද,කනවද
කනස්සල්ලද,කනස්සල්ල ද
කන්ද,කන්ද
කන්දද,කන්ද ද
කන්නද,කන්න ද
කම්හල්ද,කම්හල් ද
කයද,කය ද
කරගන්නද,කරගන්න ද
කරගන්නවද,කරගන්නවද
කරගන්නවාද,කරගන්නවා ද
කරගෙනද,කරගෙන ද
කරඬුවද,කරඬුව ද
කරද,කර ද
කරනවද,කරනවද
කරනවාද,කරනවා ද
කරනවිටද,කරන විට ද
කරන්ඩද,කරන්ඩ ද
කරන්නටද,කරන්නට ද
කරන්නද,කරන්න ද
කරන්නන්ගේද,කරන්නන්ගේ ද
කරන්නේද,කරන්නේ ද
කරනුද,කරනු ද
කරනුයේද,කරනුයේ ද
කරම්ද,කරම් ද
කරමුද,කරමු ද
කරයිද,කරයි ද
කරලද,කරල ද
කරවීමටද,කරවීමට ද
කරවීමද,කරවීම ද
කර්තෘද,කර්තෘ ද
කර්මද,කර්ම ද
කර්මයද,කර්මය ද
කරාද,කරා ද
කරාවිද,කරාවි ද
කරුණක්ද,කරුණක් ද
කරුණෙහිද,කරුණෙහි ද
කරුමයක්ද,කරුමයක් ද
කලද,කළද
කලවුන්ද,කළවුන් ද
කල්ද,කල් ද
කල්හිද,කල්හි ද
කලාකරුවන්ටද,කලාකරුවන්ට ද
කලාද,කළා ද
කලාවෙහිද,කලාවෙහි ද
කලින්ද,කලින් ද
කවද,කවද
කවදද,කවදද
කවද්ද,කවද්ද
කවදාද,කවදා ද
කවරක්ද,කවරක් ද
කවරකුටද,කවරකුට ද
කවරහුද,කවරහු ද
කවරෙක්ද,කවරෙක් ද
කවරේද,කවරේ ද
කව්ද,කවුද
කව්රුද,කවුරුද
කවිද,කවි ද
කවිපොතක්ද,කවි පොතක් ද
කවියටද,කවියට ද
කවුද,කවුද
කවුරුන්ද,කවුරුන් ද
කසාද,කසාද
කළද,කළද
කළහැකිද,කළ හැකි ද
කළාද,කළා ද
කළුද,කළු ද
කළුමැද,කළු මැද
කළේද,කළේ ද
ක්ෂෙත්‍රයද,ක්ෂේත්‍රය ද
ක්‍රමද,ක්‍රම ද
ක්‍රමයක්ද,ක්‍රමයක් ද
ක්‍රමයද,ක්‍රමය ද
ක්‍රමයෙන්ද,ක්‍රමයෙන් ද
ක්‍රමයේද,ක්‍රමයේ ද
ක්‍රමවේද,ක්‍රමවේද
ක්‍රියාකාරිත්වයද,ක්‍රියාකාරිත්වය ද
කාකනාද,කාක නාද
කාගෙන්ද,කාගෙන් ද
කාගේද,කාගේ ද
කාටද,කාට ද
කාන්තාවක්ද,කාන්තාවක් ද
කාන්තාවටද,කාන්තාවට ද
කාන්තාවද,කාන්තාව ද
කාන්තාවෝද,කාන්තාවෝ ද
කාපුවද,කාපුවද
කාමච්ඡන්ද,කාමච්ඡන්ද
කාමච්ඡන්දව්‍යාපාද,කාමච්ඡන්ද ව්‍යාපාද
කාරණාවද,කාරණාව ද
කාර්යභාරයක්ද,කාර්යභාරයක් ද
කාර්යයක්ද,කාර්යයක් ද
කාලයක්ද,කාලයක් ද
කාලයද,කාලය ද
කාලයේද,කාලයේ ද
කාලෙද,කාලෙද
කාලෝචිතද,කාලෝචිත ද
කාවද,කාවද
කැටයම්ද,කැටයම් ද
කැනඩාවෙද,කැනඩාවෙ ද
කැමත්තෙන්ඒකත්එකක්ද,කැමත්තෙන් ඒකත් එකක් ද
කැමතිද,කැමති ද
කැමැතිද,කැමති ද
කැලැවකටද,කැලෑවකට ද
කැලේද,කැලේ ද
කැළඹීමක්ද,කැළඹීමක් ද
කෑමද,කෑම ද
කෑවද,කෑවද
කියනවටද,කියනවට ද
කියනවද,කියනවද
කියනවාද,කියනවා ද
කියන්නද,කියන්න ද
කියයිද,කියයි ද
කියලද,කියලද
කියලාද,කියලා ද
කියවන්නද,කියවන්න ද
කියවයිද,කියවයි ද
කියවලද,කියවලද
කියවෙන්නේද,කියවෙන්නේ ද
කියවේවිද,කියවේවි ද
කියාද,කියා ද
කියාවිද,කියාවි ද
කියෙවුවාද,කියෙව්වා ද
කිරණද,කිරණ ද
කිරමගුණානන්ද,කිරම ගුණානන්ද
කිරීමක්ද,කිරීමක් ද
කිරීමටද,කිරීමට ද
කිරීමද,කිරීම ද
කිලුටද,කිලුට ද
කිව්වද,කිව්වද
කිවුවද,කිව්වද
කිහිපයකද,කිහිපයක ද
කිහිපයක්ද,කිහිපයක් ද
කීදෙනාද,කීදෙනා ද
කීමටද,කීමට ද
කීමද,කීම ද
කීයක්ද,කීයක් ද
කීයද,කීයද
කීයේද,කීයෙද
කීවද,කීවද
කුට්ටමද,කුට්ටම ද
කුද,කුද
කුමකටද,කුමකට ද
කුමක්ද,කුමක් ද
කුමකින්ද,කුමකින් ද
කුමටද,කුමට ද
කුමාරවරුන්ද,කුමාරවරුන් ද
කුරිරුද,කුරිරු ද
කුරුණෑගලින්ද,කුරුණෑගලින් ද
කුරුල්ලන්ද,කුරුල්ලන් ද
කුලේද,කුලේ ද
කුසගින්නද,කුසගින්න ද
කෘතියේද,කෘතියේ ද
කෘතීන්ද,කෘතීන් ද
කෙනාද,කෙනා ද
කෙනෙක්ද,කෙනෙක් ද
කෙනෙකුද,කෙනෙකු ද
කෙබඳුද,කෙබඳු ද
කෙරෙහිද,කෙරෙහි ද
කෙල්ලෙක්ද,කෙල්ලෙක් ද
කෙලින්නද,කෙළින්න ද
කෙලෙසකද,කෙලෙසක ද
කෙලෙසද,කෙලෙස ද
කෙලෙසින්ද,කෙලෙසින් ද
කෙසේද,කෙසේ ද
කොකාටද,කොකාට ද
කොච්චරද,කොච්චර ද
කොටස්ද,කොටස් ද
කොට්ටශයටද,කොට්ඨාශයට ද
කොටින්ද,කොටින් ද
කොටුද,කොටු ද
කොතනද,කොතන ද
කොතනින්ද,කොතනින් ද
කොතරම්ද,කොතරම් ද
කොතැනකද,කොතැනක ද
කොතැනද,කොතැන ද
කොතෙක්ද,කොතෙක් ද
කොන්ද,කොන්ද
කොපමණක්ද,කොපමණක් ද
කොපිද,කොපි ද
කොමසාරිස්වරයාටද,කොමසාරිස්වරයාට ද
කොයිද,කොයිද
කොයින්ද,කොයින් ද
කොයිවගේද,කොයි වගේ ද
කොරනවද,කොරනවද
කොරන්නද,කොරන්න ද
කොරියන්ද,කොරියන් ද
කොහමද,කොහොම ද
කොහාටද,කොහාට ද
කොහින්ද,කොහින් ද
කොහෙටද,කොහෙට ද
කොහෙද,කොහෙද
කොහෙන්ද,කොහෙන් ද
කොහේටද,කොහේට ද
කොහේද,කොහේ ද
කොහේදීද,කොහේ දී ද
කොහොමද,කොහොම ද
කෝමද,කොහොම ද
කෝලාහලද,කෝලාහල ද
ගංගානිද,ගංගානි ද
ගණනාවක්ද,ගණනාවක් ද
ගතද,ගත ද
ගතවුනද,ගත වුණද
ගත්තද,ගත්තද
ගත්තාද,ගත්තා ද
ගද,ගඳ
ගන්නටද,ගන්නට ද
ගන්නද,ගන්න ද
ගන්නවද,ගන්නවද
ගන්නවාද,ගන්නවා ද
ගන්නේද,ගන්නේ ද
ගනිවීද,ගනීවි ද
ගනීද,ගනී ද
ගනීවිද,ගනීවි ද
ගමටද,ගමට ද
ගම්බද,ගම්බද
ගම්මුද,ගම්මු ද
ගමේද,ගමේද 
ගසද,ගස ද
ගහන්නද,ගහන්න ද
ගහවිද,ගහවි ද
ග්‍රන්ථද,ග්‍රන්ථ ද
ගානවද,ගානවද
ගාමින්ද,ගාමින්ද
ගායකයොද,ගායකයො ද
ගායිකාවක්ද,ගායිකාවක් ද
ගාලාද,ගාලා ද
ගැටපද,ගැටපද
ගැටුම්ද,ගැටුම් ද
ගැනද,ගැන ද
ගැනීමක්ද,ගැනීමක් ද
ගැනීමටද,ගැනීමට ද
ගැනීමද,ගැනීම ද
ගැනීම්ද,ගැනීම් ද
ගැනීම්වලටද,ගැනීම්වලටද
ගැමිකථාවලින්ද,ගැමි කථාවලින් ද
ගැරහීමද,ගැරහීම ද
ගැලපෙනවද,ගැළපෙනව ද
ගැලපේද,ගැළපේ ද
ගැසෙන්නක්ද,ගැසෙන්නක් ද
ගැහැණියකද,ගැහැනියක ද
ගැහුවද,ගැහුවද
ගැළපුණාද,ගැළපුණා ද
ගැළපෙයිද,ගැළපෙයි ද
ගෑණියෙක්ද,ගෑනියෙක් ද
ගෑනියෙක්ද,ගෑනියෙක් ද
ගෑවද,ගෑවද
ගිටාරයද,ගිටාරය ද
ගිනිකන්ද,ගිනි කන්ද
ගියද,ගියද
ගියාද,ගියා ද
ගියේද,ගියේ ද
ගිරිමානන්ද,ගිරිමානන්ද
ගිලෙයිද,ගිලෙයි ද
ගීද,ගී ද
ගුණයක්ද,ගුණයක් ද
ගුණානන්ද,ගුණානන්ද
ගුද,ගුද
ගෙදරටද,ගෙදරට ද
ගෙනද,ගෙන ද
ගෙනදෙනවාද,ගෙන දෙනවා ද
ගෙනිහිල්ලද,ගෙනිහිල්ල ද
ගෙම්බෙක්ද,ගෙම්බෙක් ද
ගෙවනවද,ගෙවනවද
ගේට්ටුවෙන්ද,ගේට්ටුවෙන් ද
ගේනවද,ගේනවද
ගේන්නද,ගේන්න ද
ගොඩදාගත්තද,ගොඩ දාගත්ත ද
ගොඩනැගිල්ලද,ගොඩනැඟිල්ල ද
ගොඩනැගේවිද,ගොඩනැඟේවි ද
ගොඩේද,ගොඩේ ද
ගොව්වන්ටද,ගොව්වන්ට ද
ගොවිජනපද,ගොවි ජනපද
ගොවිතැන්වලින්ද,ගොවිතැන්වලින් ද
ගොවීන්ගේද,ගොවීන්ගේ ද
ගොවීන්ද,ගොවීන් ද
ගෞරවයද,ගෞරවය ද
චණ්ඩාලද,චණ්ඩාල ද
චන්ද,ඡන්ද
චමින්ද,චමින්ද
චිත්‍රපටයකටද,චිත්‍රපටයකට ද
චිත්‍රපටයද,චිත්‍රපටය ද
චිත්‍රපටියෙද,චිත්‍රපටියෙද
චිනද,චීන ද
චුන්ද,චුන්ද
ඡන්ද,ඡන්ද
ඡායාරූපද,ඡායාරූප ද
ජනතාවටද,ජනතාවට ද
ජනතාවද,ජනතාව ද
ජනපද,ජනපද
ජනපදකල්‍යාණියටද,ජනපද කල්‍යාණියට ද
ජනප්‍රවාද,ජනප්‍රවාද
ජනප්‍රියද,ජනප්‍රිය ද
ජන්ද,ඡන්ද
ජලයද,ජලයද
ජවනිකාවක්ද,ජවනිකාවක් ද
ජීවිතද,ජීවිත ද
ජීවිතයක්ද,ජීවිතයක් ද
ජීවිතයටද,ජීවිතයට ද
ජීවිතයද,ජීවිතය ද
ජීවින්ද,ජීවින් ද
ජෛනයන්ද,ජෛනයන් ද
ඤාණානන්ද,ඤාණානන්ද
ඤානානන්ද,ඤාණානන්ද
ඥාතිකමක්ද,ඥාතිකමක් ද
ඥානානන්ද,ඤාණානන්ද
ටිකක්ද,ටිකක් ද
ටිකකින්ද,ටිකකින් ද
ටිකටද,ටිකට ද
ටෙලිනාට්‍යයෙන්ද,ටෙලිනාට්‍යයෙන් ද
ඩොටේද,ඩොටේ ද
තද,තද
තප්පුලයිද,තප්පුලයි ද
තම්බියෙක්ද,තම්බියෙක් ද
තමාද,තමා ද
තරමද,තරම ද
තර්කද,තර්ක ද
තවද,තව ද
තවුසන්ටද,තවුසන්ට ද
තවුසාද,තවුසා ද
ත්‍රිරෝද,ත්‍රිරෝද
ත්‍රීරෝද,ත්‍රිරෝද
ත්‍රෛනිකායිකද,ත්‍රෛනිකායික ද
තාක්ෂණයද,තාක්ෂණය ද
තාත්තාද,තාත්තා ද
තාත්තිද,තාත්ති ද
තාත්විකද,තාත්ත්වික ද
තාපසයාණෝද,තාපසයාණෝ ද
තාප්පෙන්ද,තාප්පෙන් ද
තැකීමක්ද,තැකීමක් ද
තැනක්ද,තැනක් ද
තැන්වලටද,තැන්වලට ද
තැනැත්තියෝද,තැනැත්තියෝ ද
තැබීමටද,තැබීමට ද
තෑග්ගක්ද,තෑග්ගක් ද
තිබ්බද,තිබ්බද
තිබීමද,තිබීම ද
තිබුණද,තිබුණද
තිබුණේද,තිබුණේ ද
තිබුනද,තිබුණද
තිබුනාද,තිබුණාද
තිබෙනවද,තිබෙනවද
තිබෙනවාද,තිබෙනවා ද
තිබෙන්නේද,තිබෙන්නේ ද
තිබේද,තිබේ ද
තියනවද,තියනවද
තියනවාද,තියනවා ද
තියාවිද,තියාවි ද
තියෙද,තියෙද
තියෙනවද,තියෙනවද
තියෙනවාද,තියෙනවා ද
තියෙයිද,තියෙයි ද
තියේද,තියේ ද
තිළිණයක්ද,තිළිණයක් ද
තීරණයක්ද,තීරණයක් ද
තීර්ථකයෝද,තීර්ථකයෝ ද
තුනද,තුන ද
තුලින්ද,තුළින් ද
තුළද,තුළ ද
තෘප්තිමත්ද,තෘප්තිමත් ද
තෙමෙන්නද,තෙමෙන්න ද
තෙමේද,තෙමේ ද
තෙල්මන්ද,තෙල්මන්ද
තේරුණාද,තේරුණා ද
තේරුනාද,තේරුණා ද
තේරෙනවද,තේරෙනවද
තේරෙනවාද,තේරෙනවා ද
තේරෙයිද,තේරෙයි ද
තොගයද,තොගය ද
තොප්පියක්ද,තොප්පියක් ද
තොරවද,තොර ව ද
තෝල්ස්තෝයිද,තෝල්ස්තෝයි ද
ථෙරවාද,ථෙරවාද
ථේරවාද,ථෙරවාද
ද,ද
දක්වනලද,දක්වන ලද
දක්වාද,දක්වා ද
දකිත්ද,දකිත්ද
දකිනවද,දකිනවද
දකින්නද,දකින්න ද
දකීද,දකී ද
දකුණටද,දකුණට ද
දඬුවම්ද,දඬුවම් ද
දනන්වද,දන්නවද
දනව්වලද,දනව්වල ද
දන්නවද,දන්නවද
දන්නවාද,දන්නවා ද
දරුවන්ද,දරුවන් ද
දරුවෝද,දරුවෝ ද
දවසද,දවස ද
දහමේකොතනද,දහමේ කොතන ද
දහසක්ද,දහසක් ද
දළදාවද,දළදාව ද
දාගැබද,දාගැබ ද
දානවද,දානවද
දාන්නද,දාන්න ද
දායාද,දායාද
දායිකාවන්ද,දායිකාවන් ද
දායිද,දායි ද
දාලද,දාලද
දාවිද,දාවි ද
දැක්කද,දැක්කද
දැක්වීමද,දැක්වීම ද
දැක්වුවද,දැක්වුවද
දැනගන්නද,දැනගන්න ද
දැනගෙනද,දැනගෙන ද
දැනටද,දැනට ද
දැනුණද,දැනුණද
දැනුමද,දැනුම ද
දැම්මමද,දැම්මම ද
දැමීමෙන්ද,දැමීමෙන් ද
දෑද,දෑ ද
දික්කන්ද,දික්කන්ද
දික්කසාද,දික්කසාද
දිට්ඨියද,දිට්ඨිය ද
දිනයේද,දිනයේ ද
දියණියක්ද,දියණියක් ද
දියණියද,දියණිය ද
දියණිවරුන්ද,දියණිවරුන් ද
දියරද,දියර ද
දියුණුද,දියුණු ද
දියුණුවටද,දියුණුවට ද
දියෙහිද,දියෙහි ද
දිව්වද,දිව්වද
දීඝසන්ද,දීඝසන්ද
දීපංකරේද,දීපංකරේ ද
දීමටද,දීමට ද
දීමද,දීම ද
දුටුවාද,දුටුවා ද
දුන්නද,දුන්නද
දුන්නාද,දුන්නා ද
දුමින්ද,දුමින්ද
දුරද,දුර ද
දුවනවාද,දුවනවා ද
දුවෙක්ද,දුවෙක් ද
දුෂ්ටයාද,දුෂ්ටයා ද
දෘෂ්ටිවාද,දෘෂ්ඨිවාද
දෙකක්ද,දෙකක් ද
දෙනවද,දෙනවද
දෙනවාද,දෙනවා ද
දෙන්නටද,දෙන්නට ද
දෙන්නද,දෙන්න ද
දෙන්නෙක්ද,දෙන්නෙක් ද
දෙනාද,දෙනා ද
දෙනෙක්ද,දෙනෙක් ද
දෙමාපියන්ද,දෙමාපියන් ද
දෙයකටද,දෙයකට ද
දෙයක්ද,දෙයක් ද
දෙයද,දෙය ද
දෙව්රද,දෙව්රද
දෙවියන්ටද,දෙවියන්ට ද
දෙවියන්ද,දෙවියන් ද
දෙවියෙක්ද,දෙවියෙක් ද
දේකටද,දේකට ද
දේද,දේ ද
දේදුන්නද,දේදුන්න ද
දේපොළවලින්ද,දේපලවලින් ද
දේවල්ද,දේවල් ද
දේවානන්ද,දේවානන්ද
දේවාලද,දේවාල ද
දේවියද,දේවිය ද
දේශනයද,දේශනය ද
දේශනයෙන්ද,දේශනයෙන් ද
දේශනාවක්ද,දේශනාවක් ද
දේශපාලනයටද,දේශපාලනයට ද
දේශයන්හිද,දේශයන්හි ද
දොළුකන්ද,දොළුකන්ද
දෝශයක්ද,දෝෂයක් ද
දෝෂයද,දෝෂය ද
ධනයද,ධනය ද
ධනවතෙකුද,ධනවතෙකු ද
